row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hgnc,description,abs(LFC)
ENSG00000198189,648.8082769,0.394737407,0.105977911,3.724713994,0.000195537,0.006404167,HSD17B11,hydroxysteroid 17-beta dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:22960],0.394737407
ENSG00000138646,347.1049904,0.947989654,0.310536587,3.052747059,0.00226757,0.023273964,HERC5,HECT and RLD domain containing E3 ubiquitin protein ligase 5 [Source:HGNC Symbol;Acc:HGNC:24368],0.947989654
ENSG00000070190,638.5841994,0.313367009,0.09591851,3.267012896,0.001086887,0.015016369,DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides 1 [Source:HGNC Symbol;Acc:HGNC:16500],0.313367009
ENSG00000109323,558.1109772,0.289051424,0.084263446,3.430329983,0.000602848,0.010864984,MANBA,mannosidase beta [Source:HGNC Symbol;Acc:HGNC:6831],0.289051424
ENSG00000109332,2947.1906,0.286066436,0.074942528,3.817144208,0.000135005,0.005122932,UBE2D3,ubiquitin conjugating enzyme E2 D3 [Source:HGNC Symbol;Acc:HGNC:12476],0.286066436
ENSG00000168769,2553.063461,0.364161594,0.100582856,3.620513542,0.000294019,0.007671954,TET2,tet methylcytosine dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:25941],0.364161594
ENSG00000073331,1164.80222,0.517064406,0.137905725,3.749404939,0.000177255,0.006055989,ALPK1,alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:20917],0.517064406
ENSG00000164096,327.7209717,0.311947647,0.11196885,2.786021709,0.00533593,0.036778419,C4orf3,chromosome 4 open reading frame 3 [Source:HGNC Symbol;Acc:HGNC:19225],0.311947647
ENSG00000164111,608.3528599,0.360314514,0.105270687,3.422743078,0.000619926,0.011010352,ANXA5,annexin A5 [Source:HGNC Symbol;Acc:HGNC:543],0.360314514
ENSG00000138688,1733.167302,0.192935749,0.073328843,2.631103137,0.00851082,0.047945297,KIAA1109,KIAA1109 [Source:HGNC Symbol;Acc:HGNC:26953],0.192935749
ENSG00000164073,122.1945427,-0.303078187,0.113340603,-2.674047768,0.007494178,0.044598809,MFSD8,major facilitator superfamily domain containing 8 [Source:HGNC Symbol;Acc:HGNC:28486],0.303078187
ENSG00000151466,456.96629,0.311050386,0.10502063,2.961802714,0.003058437,0.026889807,SCLT1,sodium channel and clathrin linker 1 [Source:HGNC Symbol;Acc:HGNC:26406],0.311050386
ENSG00000109381,732.2535228,0.321819119,0.095678802,3.363536253,0.000769507,0.012451074,ELF2,E74 like ETS transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3317],0.321819119
ENSG00000172007,183.7805962,0.441175963,0.137655721,3.204922818,0.001350987,0.016839468,RAB33B,"RAB33B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16075]",0.441175963
ENSG00000196782,408.1821903,0.396977879,0.121205245,3.275253301,0.001055673,0.014745264,MAML3,mastermind like transcriptional coactivator 3 [Source:HGNC Symbol;Acc:HGNC:16272],0.396977879
ENSG00000170185,401.9298928,0.192353482,0.061682255,3.118457391,0.001818004,0.020064322,USP38,ubiquitin specific peptidase 38 [Source:HGNC Symbol;Acc:HGNC:20067],0.192353482
ENSG00000151612,122.5523694,-0.448898656,0.150937071,-2.974078232,0.002938701,0.026454373,ZNF827,zinc finger protein 827 [Source:HGNC Symbol;Acc:HGNC:27193],0.448898656
ENSG00000151623,194.1017615,-0.450715414,0.154823536,-2.911155665,0.003600946,0.02955712,NR3C2,nuclear receptor subfamily 3 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7979],0.450715414
ENSG00000170006,3093.119041,0.348936378,0.126607265,2.756053363,0.005850345,0.038830593,TMEM154,transmembrane protein 154 [Source:HGNC Symbol;Acc:HGNC:26489],0.348936378
ENSG00000137462,1750.291979,0.723594425,0.205728006,3.517238318,0.000436062,0.009294214,TLR2,toll like receptor 2 [Source:HGNC Symbol;Acc:HGNC:11848],0.723594425
ENSG00000145428,189.4675128,0.882366978,0.209295418,4.215892467,2.49E-05,0.002316695,RNF175,ring finger protein 175 [Source:HGNC Symbol;Acc:HGNC:27735],0.882366978
ENSG00000109466,543.2202535,0.681991763,0.159083228,4.28701235,1.81E-05,0.001922148,KLHL2,kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353],0.681991763
ENSG00000181381,1690.217441,0.572370852,0.157729027,3.628823821,0.000284715,0.007501375,DDX60L,DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429],0.572370852
ENSG00000109586,196.8633214,0.351841102,0.118588852,2.966898622,0.003008201,0.026754564,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4129],0.351841102
ENSG00000164104,312.0777637,0.993682477,0.205884047,4.826418029,1.39E-06,0.000463448,HMGB2,high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000],0.993682477
ENSG00000168310,1146.242126,0.313797129,0.090061295,3.484261786,0.000493497,0.009840767,IRF2,interferon regulatory factor 2 [Source:HGNC Symbol;Acc:HGNC:6117],0.313797129
ENSG00000151726,6271.462856,0.816859974,0.208041031,3.926436869,8.62E-05,0.004156629,ACSL1,acyl-CoA synthetase long chain family member 1 [Source:HGNC Symbol;Acc:HGNC:3569],0.816859974
ENSG00000112877,85.01421917,-0.464293436,0.147145311,-3.155339662,0.001603114,0.018616013,CEP72,centrosomal protein 72 [Source:HGNC Symbol;Acc:HGNC:25547],0.464293436
ENSG00000028310,415.0679485,-0.267211627,0.07186434,-3.71827845,0.000200585,0.00645816,BRD9,bromodomain containing 9 [Source:HGNC Symbol;Acc:HGNC:25818],0.267211627
ENSG00000145491,147.7173056,0.528002835,0.165036263,3.199314042,0.00137755,0.017103232,ROPN1L,rhophilin associated tail protein 1 like [Source:HGNC Symbol;Acc:HGNC:24060],0.528002835
ENSG00000176788,2224.67385,0.58822318,0.200680728,2.931139361,0.003377212,0.028512679,BASP1,brain abundant membrane attached signal protein 1 [Source:HGNC Symbol;Acc:HGNC:957],0.58822318
ENSG00000133401,95.14465664,-0.347825947,0.123733914,-2.81108012,0.004937549,0.035140905,PDZD2,PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18486],0.347825947
ENSG00000168724,164.9189463,-0.280291958,0.092004906,-3.046489272,0.002315307,0.023544743,DNAJC21,DnaJ heat shock protein family (Hsp40) member C21 [Source:HGNC Symbol;Acc:HGNC:27030],0.280291958
ENSG00000178996,1237.629568,0.243267546,0.090189808,2.697284224,0.006990757,0.042670946,SNX18,sorting nexin 18 [Source:HGNC Symbol;Acc:HGNC:19245],0.243267546
ENSG00000095015,1866.702421,0.175926758,0.062215642,2.827693371,0.004688469,0.034413508,MAP3K1,mitogen-activated protein kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6848],0.175926758
ENSG00000175857,215.9619822,0.350234125,0.114890729,3.048410692,0.002300553,0.023470087,GAPT,"GRB2 binding adaptor protein, transmembrane [Source:HGNC Symbol;Acc:HGNC:26588]",0.350234125
ENSG00000130449,454.1852795,0.309097255,0.084728427,3.648093854,0.000264193,0.007169447,ZSWIM6,zinc finger SWIM-type containing 6 [Source:HGNC Symbol;Acc:HGNC:29316],0.309097255
ENSG00000249437,322.4464939,0.805364066,0.170797959,4.715302643,2.41E-06,0.000603252,NAIP,NLR family apoptosis inhibitory protein [Source:HGNC Symbol;Acc:HGNC:7634],0.805364066
ENSG00000157107,422.2026671,0.391177244,0.135832258,2.879855269,0.003978578,0.031464222,FCHO2,FCH domain only 2 [Source:HGNC Symbol;Acc:HGNC:25180],0.391177244
ENSG00000145741,964.4136859,0.489848665,0.134002346,3.655523059,0.000256658,0.007039857,BTF3,basic transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:1125],0.489848665
ENSG00000113163,665.8587943,0.186487475,0.070199166,2.656548321,0.007894514,0.045848218,COL4A3BP,collagen type IV alpha 3 binding protein [Source:HGNC Symbol;Acc:HGNC:2205],0.186487475
ENSG00000164251,201.705272,0.53788883,0.175377912,3.067027216,0.002161992,0.022565492,F2RL1,F2R like trypsin receptor 1 [Source:HGNC Symbol;Acc:HGNC:3538],0.53788883
ENSG00000039319,617.5631883,0.321970183,0.109152613,2.949724913,0.00318057,0.027537878,ZFYVE16,zinc finger FYVE-type containing 16 [Source:HGNC Symbol;Acc:HGNC:20756],0.321970183
ENSG00000174695,341.0800831,0.239456219,0.081983923,2.920770446,0.00349167,0.029116665,TMEM167A,transmembrane protein 167A [Source:HGNC Symbol;Acc:HGNC:28330],0.239456219
ENSG00000185261,165.6586248,0.683953642,0.17622567,3.8811238,0.000103975,0.004614736,KIAA0825,KIAA0825 [Source:HGNC Symbol;Acc:HGNC:28532],0.683953642
ENSG00000175471,436.0481208,0.530552812,0.116358109,4.559654798,5.12E-06,0.000935878,MCTP1,multiple C2 and transmembrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26183],0.530552812
ENSG00000118985,139.7972736,0.35175829,0.131988092,2.665075965,0.007697093,0.045239476,ELL2,elongation factor for RNA polymerase II 2 [Source:HGNC Symbol;Acc:HGNC:17064],0.35175829
ENSG00000113532,1381.768455,0.312574677,0.099736896,3.133992419,0.001724453,0.019429247,ST8SIA4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10871]",0.312574677
ENSG00000172795,1396.903204,0.264365572,0.088825803,2.976224966,0.002918207,0.026397267,DCP2,decapping mRNA 2 [Source:HGNC Symbol;Acc:HGNC:24452],0.264365572
ENSG00000177879,103.6723375,0.318232408,0.118763577,2.679545503,0.007372218,0.04414964,AP3S1,adaptor related protein complex 3 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:2013],0.318232408
ENSG00000092421,79.70540077,-0.385810777,0.130782599,-2.950016138,0.003177573,0.027537878,SEMA6A,semaphorin 6A [Source:HGNC Symbol;Acc:HGNC:10738],0.385810777
ENSG00000168916,81.51634601,1.312831382,0.383497286,3.423313361,0.000618627,0.011010352,ZNF608,zinc finger protein 608 [Source:HGNC Symbol;Acc:HGNC:29238],1.312831382
ENSG00000113368,485.4329549,0.540346916,0.136987728,3.944491418,8.00E-05,0.003955992,LMNB1,lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637],0.540346916
ENSG00000217128,744.5623966,0.478956907,0.124769797,3.838724744,0.000123675,0.004939843,FNIP1,folliculin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29418],0.478956907
ENSG00000197208,410.1749707,0.626558588,0.157705001,3.972978547,7.10E-05,0.003721584,SLC22A4,solute carrier family 22 member 4 [Source:HGNC Symbol;Acc:HGNC:10968],0.626558588
ENSG00000125347,4418.584986,0.331324795,0.096988042,3.41614069,0.000635154,0.011171657,IRF1,interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116],0.331324795
ENSG00000131437,64.2543933,-0.438649411,0.163339643,-2.685504899,0.007242031,0.043619932,KIF3A,kinesin family member 3A [Source:HGNC Symbol;Acc:HGNC:6319],0.438649411
ENSG00000081059,2380.832182,-0.352573785,0.130088815,-2.71025442,0.006723162,0.041763629,TCF7,transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:11639],0.352573785
ENSG00000119048,679.3933036,0.335327797,0.120728445,2.777537609,0.00547725,0.037415771,UBE2B,ubiquitin conjugating enzyme E2 B [Source:HGNC Symbol;Acc:HGNC:12473],0.335327797
ENSG00000113648,1917.664383,0.32850313,0.096074479,3.419254875,0.000627929,0.011085628,H2AFY,H2A histone family member Y [Source:HGNC Symbol;Acc:HGNC:4740],0.32850313
ENSG00000044115,617.37562,0.418767716,0.107376582,3.899991101,9.62E-05,0.004413873,CTNNA1,catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509],0.418767716
ENSG00000171604,222.285545,-0.364982975,0.136486507,-2.674132289,0.007492289,0.044598809,CXXC5,CXXC finger protein 5 [Source:HGNC Symbol;Acc:HGNC:26943],0.364982975
ENSG00000120306,184.4419115,0.880634976,0.195684923,4.500269946,6.79E-06,0.001062511,CYSTM1,cysteine rich transmembrane module containing 1 [Source:HGNC Symbol;Acc:HGNC:30239],0.880634976
ENSG00000113068,98.59439962,0.355718628,0.131518722,2.704699541,0.00683662,0.042247373,PFDN1,prefoldin subunit 1 [Source:HGNC Symbol;Acc:HGNC:8866],0.355718628
ENSG00000146007,487.4082978,0.632619174,0.170841238,3.702965285,0.000213094,0.006614272,ZMAT2,zinc finger matrin-type 2 [Source:HGNC Symbol;Acc:HGNC:26433],0.632619174
ENSG00000178913,415.0502543,0.343119906,0.123309811,2.782583983,0.005392791,0.037062753,TAF7,TATA-box binding protein associated factor 7 [Source:HGNC Symbol;Acc:HGNC:11541],0.343119906
ENSG00000081791,448.7097848,-0.176110567,0.067057853,-2.626248219,0.008633184,0.048433537,DELE1,DAP3 binding cell death enhancer 1 [Source:HGNC Symbol;Acc:HGNC:28969],0.176110567
ENSG00000145819,2996.278437,0.433110322,0.118697518,3.648857431,0.000263409,0.007168656,ARHGAP26,Rho GTPase activating protein 26 [Source:HGNC Symbol;Acc:HGNC:17073],0.433110322
ENSG00000145868,632.4438014,0.225411039,0.078894026,2.857136962,0.004274813,0.032983085,FBXO38,F-box protein 38 [Source:HGNC Symbol;Acc:HGNC:28844],0.225411039
ENSG00000113712,945.3638969,0.145794859,0.049332959,2.955323635,0.003123412,0.027191722,CSNK1A1,casein kinase 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2451],0.145794859
ENSG00000113716,234.3593711,-0.322631512,0.100970471,-3.195305615,0.001396828,0.017257037,HMGXB3,HMG-box containing 3 [Source:HGNC Symbol;Acc:HGNC:28982],0.322631512
ENSG00000070814,363.3612457,-0.223493504,0.081847964,-2.730593328,0.006322043,0.040398691,TCOF1,treacle ribosome biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:11654],0.223493504
ENSG00000211445,172.5871989,0.274671854,0.104672106,2.624117017,0.008687393,0.048553502,GPX3,glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555],0.274671854
ENSG00000145901,2634.244986,0.365698315,0.1009236,3.623516343,0.000290625,0.007604283,TNIP1,TNFAIP3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16903],0.365698315
ENSG00000123643,514.7734433,0.375747599,0.124947907,3.007234033,0.002636367,0.024915637,SLC36A1,solute carrier family 36 member 1 [Source:HGNC Symbol;Acc:HGNC:18761],0.375747599
ENSG00000145860,714.1340964,0.315308486,0.082524134,3.820803343,0.000133018,0.005094363,RNF145,ring finger protein 145 [Source:HGNC Symbol;Acc:HGNC:20853],0.315308486
ENSG00000113312,169.4785475,0.2299914,0.077338861,2.973814147,0.002941232,0.026454373,TTC1,tetratricopeptide repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12391],0.2299914
ENSG00000164609,281.787376,0.284056256,0.104438135,2.719851867,0.006531117,0.041128411,SLU7,"SLU7 homolog, splicing factor [Source:HGNC Symbol;Acc:HGNC:16939]",0.284056256
ENSG00000120129,2954.119428,0.788709259,0.203414452,3.877351149,0.0001056,0.00466506,DUSP1,dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3064],0.788709259
ENSG00000113719,2525.934933,0.542265282,0.147483466,3.676786936,0.00023619,0.006896692,ERGIC1,endoplasmic reticulum-golgi intermediate compartment 1 [Source:HGNC Symbol;Acc:HGNC:29205],0.542265282
ENSG00000113732,552.5503371,0.392776143,0.101997148,3.850854172,0.000117707,0.004876809,ATP6V0E1,ATPase H+ transporting V0 subunit e1 [Source:HGNC Symbol;Acc:HGNC:863],0.392776143
ENSG00000164463,998.3205322,0.314919788,0.102464494,3.073452818,0.002115971,0.022256364,CREBRF,CREB3 regulatory factor [Source:HGNC Symbol;Acc:HGNC:24050],0.314919788
ENSG00000113742,1039.00752,0.385046119,0.119067114,3.233857824,0.001221302,0.015868577,CPEB4,cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21747],0.385046119
ENSG00000113749,1047.707679,0.63957613,0.164741411,3.882303333,0.000103472,0.004613963,HRH2,histamine receptor H2 [Source:HGNC Symbol;Acc:HGNC:5183],0.63957613
ENSG00000113763,155.202728,0.532887405,0.15566347,3.423329866,0.00061859,0.011010352,UNC5A,unc-5 netrin receptor A [Source:HGNC Symbol;Acc:HGNC:12567],0.532887405
ENSG00000160883,1483.253414,0.372382571,0.135605151,2.74607983,0.006031209,0.039424927,HK3,hexokinase 3 [Source:HGNC Symbol;Acc:HGNC:4925],0.372382571
ENSG00000087206,567.3484253,0.26581955,0.088713252,2.996390554,0.002731963,0.025452833,UIMC1,ubiquitin interaction motif containing 1 [Source:HGNC Symbol;Acc:HGNC:30298],0.26581955
ENSG00000213347,226.984525,0.372879487,0.131022926,2.845910235,0.004428468,0.033476767,MXD3,MAX dimerization protein 3 [Source:HGNC Symbol;Acc:HGNC:14008],0.372879487
ENSG00000169230,332.0621453,0.282106866,0.093738821,3.009498781,0.002616791,0.024821457,PRELID1,PRELI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30255],0.282106866
ENSG00000146094,1859.107687,0.418541851,0.143940649,2.907739082,0.003640519,0.029731431,DOK3,docking protein 3 [Source:HGNC Symbol;Acc:HGNC:24583],0.418541851
ENSG00000087116,59.48662305,3.716272934,0.870973749,4.26680246,1.98E-05,0.002025163,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2 [Source:HGNC Symbol;Acc:HGNC:218],3.716272934
ENSG00000169045,1645.62588,-0.19811625,0.073980982,-2.677934828,0.007407763,0.044250902,HNRNPH1,heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol;Acc:HGNC:5041],0.19811625
ENSG00000161011,1152.486005,0.193340143,0.073874654,2.617137722,0.008867056,0.049209099,SQSTM1,sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280],0.193340143
ENSG00000113269,1241.807923,0.351087325,0.103479172,3.39283083,0.000691743,0.011795654,RNF130,ring finger protein 130 [Source:HGNC Symbol;Acc:HGNC:18280],0.351087325
ENSG00000131446,2253.079189,0.182091867,0.068868994,2.644032605,0.008192476,0.04678322,MGAT1,"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7044]",0.182091867
ENSG00000113303,160.4617578,0.582667986,0.202318734,2.879950732,0.003977373,0.031464222,BTNL8,butyrophilin like 8 [Source:HGNC Symbol;Acc:HGNC:26131],0.582667986
ENSG00000021355,903.6891267,0.588585696,0.129719639,4.537367682,5.70E-06,0.000966095,SERPINB1,serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311],0.588585696
ENSG00000124588,598.6444658,0.49266719,0.140534997,3.505654822,0.000455486,0.009404786,NQO2,N-ribosyldihydronicotinamide:quinone reductase 2 [Source:HGNC Symbol;Acc:HGNC:7856],0.49266719
ENSG00000137267,350.739154,1.829696411,0.510200964,3.586226881,0.000335497,0.008082196,TUBB2A,tubulin beta 2A class IIa [Source:HGNC Symbol;Acc:HGNC:12412],1.829696411
ENSG00000153046,456.7236027,0.457493062,0.159075306,2.87595273,0.0040281,0.031750122,CDYL,chromodomain Y like [Source:HGNC Symbol;Acc:HGNC:1811],0.457493062
ENSG00000111859,1520.018738,0.534819269,0.137392335,3.892642697,9.92E-05,0.004484781,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]",0.534819269
ENSG00000205269,451.8045463,0.3295854,0.117504218,2.804881428,0.005033509,0.035545183,TMEM170B,transmembrane protein 170B [Source:HGNC Symbol;Acc:HGNC:34244],0.3295854
ENSG00000047579,165.4903609,0.210351694,0.080159271,2.624171747,0.008685997,0.048553502,DTNBP1,dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328],0.210351694
ENSG00000007944,553.7027593,0.372774714,0.102437906,3.639030973,0.000273666,0.007301344,MYLIP,myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155],0.372774714
ENSG00000124788,1161.421683,0.237271834,0.078616948,3.018074857,0.002543861,0.024488255,ATXN1,ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548],0.237271834
ENSG00000165097,417.7835531,0.279572836,0.098506955,2.838102514,0.00453826,0.033786696,KDM1B,lysine demethylase 1B [Source:HGNC Symbol;Acc:HGNC:21577],0.279572836
ENSG00000137393,641.2658933,0.563640129,0.142190793,3.963970638,7.37E-05,0.00380505,RNF144B,ring finger protein 144B [Source:HGNC Symbol;Acc:HGNC:21578],0.563640129
ENSG00000112242,391.6185306,0.379097516,0.139039284,2.726549689,0.006400032,0.040687751,E2F3,E2F transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3115],0.379097516
ENSG00000111802,388.6046507,0.392063947,0.105412621,3.719326423,0.000199755,0.00645816,TDP2,tyrosyl-DNA phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:17768],0.392063947
ENSG00000112308,2096.192123,0.251251232,0.09180388,2.736825865,0.006203512,0.04000065,C6orf62,chromosome 6 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:20998],0.251251232
ENSG00000274267,147.3236883,0.918175474,0.255369996,3.595471229,0.000323805,0.00807095,HIST1H3B,histone cluster 1 H3 family member b [Source:HGNC Symbol;Acc:HGNC:4776],0.918175474
ENSG00000278272,91.87640002,0.85401557,0.256176083,3.333705321,0.000856974,0.013235022,HIST1H3C,histone cluster 1 H3 family member c [Source:HGNC Symbol;Acc:HGNC:4768],0.85401557
ENSG00000180596,102.6921211,0.471354433,0.133654504,3.526663291,0.000420832,0.009146586,HIST1H2BC,histone cluster 1 H2B family member c [Source:HGNC Symbol;Acc:HGNC:4757],0.471354433
ENSG00000168298,1518.388281,0.307805897,0.090192938,3.412749433,0.00064311,0.011290689,HIST1H1E,histone cluster 1 H1 family member e [Source:HGNC Symbol;Acc:HGNC:4718],0.307805897
ENSG00000158373,385.6403536,0.403220824,0.100914213,3.995679204,6.45E-05,0.00360537,HIST1H2BD,histone cluster 1 H2B family member d [Source:HGNC Symbol;Acc:HGNC:4747],0.403220824
ENSG00000274290,104.3327697,0.669612623,0.165227717,4.052665232,5.06E-05,0.003141344,HIST1H2BE,histone cluster 1 H2B family member e [Source:HGNC Symbol;Acc:HGNC:4753],0.669612623
ENSG00000277157,110.7259609,0.455594231,0.152438696,2.9887046,0.002801629,0.025834823,HIST1H4D,histone cluster 1 H4 family member d [Source:HGNC Symbol;Acc:HGNC:4782],0.455594231
ENSG00000197409,385.0682468,0.377595527,0.113666881,3.321948531,0.000893912,0.01358172,HIST1H3D,histone cluster 1 H3 family member d [Source:HGNC Symbol;Acc:HGNC:4767],0.377595527
ENSG00000277775,78.85978057,0.744237238,0.230247171,3.23234042,0.001227807,0.015931298,HIST1H3F,histone cluster 1 H3 family member f [Source:HGNC Symbol;Acc:HGNC:4773],0.744237238
ENSG00000275713,113.2772906,0.591197179,0.148999142,3.967789153,7.25E-05,0.003765073,HIST1H2BH,histone cluster 1 H2B family member h [Source:HGNC Symbol;Acc:HGNC:4755],0.591197179
ENSG00000273983,56.83660157,1.008033568,0.287186976,3.510025361,0.000448064,0.009404786,HIST1H3G,histone cluster 1 H3 family member g [Source:HGNC Symbol;Acc:HGNC:4772],1.008033568
ENSG00000276180,119.565872,0.401907109,0.134871663,2.979922534,0.002883213,0.02615545,HIST1H4I,histone cluster 1 H4 family member i [Source:HGNC Symbol;Acc:HGNC:4793],0.401907109
ENSG00000197903,732.1018966,0.29612295,0.103235985,2.86840824,0.004125428,0.032196647,HIST1H2BK,histone cluster 1 H2B family member k [Source:HGNC Symbol;Acc:HGNC:13954],0.29612295
ENSG00000278828,493.1853035,0.513341969,0.158211348,3.244659593,0.001175911,0.015598887,HIST1H3H,histone cluster 1 H3 family member h [Source:HGNC Symbol;Acc:HGNC:4775],0.513341969
ENSG00000233822,143.2965583,0.484802747,0.132297452,3.664490426,0.000247832,0.006980361,HIST1H2BN,histone cluster 1 H2B family member n [Source:HGNC Symbol;Acc:HGNC:4749],0.484802747
ENSG00000184357,199.2991963,0.761181435,0.23743668,3.205829175,0.001346739,0.016839468,HIST1H1B,histone cluster 1 H1 family member b [Source:HGNC Symbol;Acc:HGNC:4719],0.761181435
ENSG00000274641,58.92909865,0.841853133,0.242038333,3.478181007,0.000504829,0.009978121,HIST1H2BO,histone cluster 1 H2B family member o [Source:HGNC Symbol;Acc:HGNC:4758],0.841853133
ENSG00000206503,10070.29412,0.280639724,0.092369292,3.038236165,0.002379674,0.023816799,HLA-A,"major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:HGNC:4931]",0.280639724
ENSG00000204619,278.4627439,0.238253855,0.076284646,3.123221628,0.00178883,0.019894973,PPP1R11,protein phosphatase 1 regulatory inhibitor subunit 11 [Source:HGNC Symbol;Acc:HGNC:9285],0.238253855
ENSG00000204592,18114.16585,0.323050173,0.102334648,3.156801523,0.001595099,0.018589262,HLA-E,"major histocompatibility complex, class I, E [Source:HGNC Symbol;Acc:HGNC:4962]",0.323050173
ENSG00000204574,307.0557034,-0.227809711,0.087100931,-2.615468154,0.008910523,0.049367955,ABCF1,ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70],0.227809711
ENSG00000137404,148.6090089,0.318744069,0.108309059,2.942912358,0.003251405,0.027921522,NRM,nurim [Source:HGNC Symbol;Acc:HGNC:8003],0.318744069
ENSG00000137337,128.2318422,-0.400605499,0.140548717,-2.850296373,0.004367851,0.033373632,MDC1,mediator of DNA damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163],0.400605499
ENSG00000137312,1104.898769,0.454727831,0.129374675,3.514813318,0.000440063,0.009329733,FLOT1,flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757],0.454727831
ENSG00000137411,110.6976523,-0.378340035,0.133139622,-2.841678749,0.004487669,0.033575759,VARS2,"valyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21642]",0.378340035
ENSG00000204525,27130.44276,0.536451571,0.131997425,4.064106339,4.82E-05,0.003054237,HLA-C,"major histocompatibility complex, class I, C [Source:HGNC Symbol;Acc:HGNC:4933]",0.536451571
ENSG00000234745,17837.84865,0.295410049,0.092623486,3.189364392,0.00142586,0.017429627,HLA-B,"major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]",0.295410049
ENSG00000198563,746.0421352,-0.232487928,0.069902725,-3.325877888,0.000881405,0.013459145,DDX39B,DExD-box helicase 39B [Source:HGNC Symbol;Acc:HGNC:13917],0.232487928
ENSG00000204472,246.7634222,0.555647008,0.134113679,4.143104658,3.43E-05,0.00262946,AIF1,allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352],0.555647008
ENSG00000213719,1161.42641,0.461131287,0.111456877,4.13730673,3.51E-05,0.00262946,CLIC1,chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062],0.461131287
ENSG00000204389,643.5241422,0.464064628,0.143462251,3.234750781,0.001217489,0.015867426,HSPA1A,heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232],0.464064628
ENSG00000213654,2233.76243,0.277082178,0.100605965,2.754132699,0.00588479,0.03895034,GPSM3,G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:13945],0.277082178
ENSG00000204264,584.3702063,0.253583784,0.083998098,3.01892293,0.002536751,0.024488255,PSMB8,proteasome subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:9545],0.253583784
ENSG00000240065,997.9554895,0.274632228,0.101417602,2.707934556,0.006770337,0.041974323,PSMB9,proteasome subunit beta 9 [Source:HGNC Symbol;Acc:HGNC:9546],0.274632228
