© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_DESeq2_formanuscript_041119->AIH_012919_~spl_plate+sex+age+fibrosis_groups_DEgenes_ALL - 2019-01-29 09:37 PM->AIHcirrhosis-vs-AIHnocirrhosis
Workspace	My Projects
Project	AIH_DESeq2_formanuscript_041119
Analysis	AIHcirrhosis-vs-AIHnocirrhosis
Date	Tue Jan 29 21:37:22 PST 2019
Analysis ID	17364205

Experimental Metadata
projectname	AIH
organism	Human
case.tissue	Peripheral blood

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	down regulated -0.6 and up regulated 0.6
Cutoff for Expression qvalue	0.05
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_DESeq2_formanuscript_041119->AIH_012919_~spl_plate+sex+age+fibrosis_groups_DEgenes_ALL - 2019-01-29 09:37 PM->AIHcirrhosis-vs-AIHnocirrhosis
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
5(S)-HETE	chemical - endogenous mammalian	 	3	Activated	 	2.594	1.33E-05	3.89E-02	5(S)-HETE,Akt,APP,AR,ATF4,Calmodulin,CDKN1B,CEBPA,CEBPB,Creb,CREB1,CREM,CTLA4,E2f,EGFR,EIF4E,EIF4EBP1,EP300,ERBB2,ESR1,estrogen receptor,EZH2,FLNA,FMR1,FOS,FOXO3,GATA4,HIF1A,HOXA10,HRAS,IRF3,IRS1,JAK2,KLF4,MAP2K1,MAP3K8,MAPK1,MAPK3,MAPK8IP1,Mek,mir-21,MKNK1,MMP3,MTOR,NCOA1,NFATC4,NFE2L2,NOS2,POU5F1,PPARG,PTEN,RAB4A,RARA,RICTOR,RPS6KB1,RUNX1,SHC1,SLC2A1,SNAI2,SREBF1,STAT1,STAT3,STAT4,STK11,TAL1,TP63,TRPV1,TSC2,TWIST1,Vegf	ALAS2,AP2A1,AP2S1,ARL4A,ARMCX2,ATG9A,B4GALT3,BMP2K,BNIP3L,BPGM,BSG,BTF3,CARM1,CCNI,CDC14B,CDC34,CREG1,CTSB,CTSE,DGKK,E2F2,ECSIT,EIF5A,EPOR,ESPN,FBXO9,FHDC1,FIS1,FOXO3,FTL,FZD5,GABARAPL2,GNA12,GP5,GPR146,GSPT1,GYPA,HEMGN,HMBS,HPS1,IGF2,IGF2BP2,IRS1,JAZF1,JUND,KAT2B,KIF14,KIF15,KIF4A,KNL1,LAMC1,LGALS3,LMNA,LYL1,MAF1,MBNL3,MCOLN1,MRC2,MT2A,MXI1,MYBL2,NEDD4L,NEXMIF,NFE2,NOS3,NUCB1,NUDT1,ODC1,OSBP2,PA2G4,PBX1,PCDH1,PCGF5,PCSK1N,PHLPP2,PHOSPHO1,PIM1,PIP4K2A,PLEK2,PLVAP,PLXDC1,PMEL,PNPLA2,POLR1D,POP7,PSMF1,PTMS,RAB11B,RAP1GAP,RCL1,RIOK3,RNF14,RNF187,RPIA,RPL21,SERINC2,SFRP2,SIAH2,SLC14A1,SLC1A5,SLC25A37,SLC25A38,SLC38A5,SLC43A1,SLC6A9,SMOX,SNCA,SNX3,SPAG5,STIL,TAL1,TENT5C,TFDP1,TFR2,THEM5,TMEM158,TNS1,TSEN2,TSPAN5,TUB,UBE2H,UBE2O,WASF2,WNK1,XK	125 (70)	68	 	 	 	EIF4EBP1	 	 	 	 	 	
CIMO	chemical reagent	 	3	Inhibited	biased	-2.985	1.40E-05	4.54E-02	AR,BTK,Calmodulin,CDKN1B,CEBPA,CIMO,CTLA4,CTNNB1,EGFR,EIF4E,ERBB2,FOS,GATA4,HOXA10,HRAS,IL10RA,IRF8,IRS1,JAK1,JAK2,JUN,mir-21,MKNK1,PI3K (complex),RAC1,RAF1,RALA,Rar,SHC1,SP1,STAT3,STAT4,STAT5B,STAT6,SYK,TJP2,TP63	ABCC4,ABCG2,ADIPOR1,AKT1S1,ALAS2,AP2A1,ARL4A,ARMCX2,ASPM,ATG9A,B4GALT3,BAG1,BCL2L1,BNIP3L,BSG,CCNI,CDC14B,CDC34,COL6A3,CREG1,CTSE,DNAJC6,E2F2,EIF5A,EPB41,EPOR,ESPN,EVPL,FOXO4,FTL,FZD5,GATA1,GLUL,GYPA,HAGH,HEPACAM2,HK1,HMBS,HPCAL4,IFIT1B,JAZF1,KAT2B,KIF15,KIF4A,KLF1,LAMC1,LYL1,MAP2K3,MCF2L,MXI1,MYL4,NOS3,OSBP2,PA2G4,PBX1,PCGF5,PCSK1N,PEMT,PHOSPHO1,PIM1,PINK1,PIP4K2A,PNPLA2,POLR1D,POP7,PRDX2,PRDX6,RAD23A,RCL1,RGCC,SLC25A37,SLC2A1,SLC38A5,SLC43A1,SNX3,SOX6,SPAG5,STK11,TAL1,TENT5C,TFDP1,TFR2,TNS1,TSPAN5,UBE2H,VRK1,WNT16,YBX3	88 (37)	36	 	 	 	 	CCND1	 	 	 	 	
Sfk	group	 	2	Activated	biased	3.414	1.60E-05	2.18E-02	Akt,BTK,EFNB1,EGFR,ERK,ERK1/2,FOXO1,IGF1R,LRP1,LYN,NFkB (complex),P38 MAPK,PI3K (complex),RAS,RHOA,RUNX1,Sfk,Shc,SRC,STAT3,TCR,YAP1	ABCC4,ABCG2,ACHE,ACP5,AIFM2,ALAS2,ANK1,AQP1,ASPM,BAG1,BCL2L1,BNIP3L,BSG,CA2,CTSB,E2F2,EFNA1,EIF5A,FOXO3,GATA1,GCLC,GNAS,HK1,HPCAL4,HSPB1,IFIT1B,IGF2,JUND,KAT2B,KCNH2,KLF1,MRC2,MT2A,MYBL2,NFE2,NUSAP1,ODC1,PA2G4,PBX1,PIM1,PNPLA2,PRDX2,PRDX6,RCL1,RGCC,SESN3,SLC1A5,SLC2A1,SLC7A5,SOX6,SSTR3,TAL1,TFDP1,TFRC,TGM2,TNS1,UBA52,WNT16	58 (22)	21	PRL	 	 	EGFR,PI3K (complex),Shc	 	 	 	 	 	
lapatinib	chemical drug	 	2	 	 	-1.386	1.63E-05	1.34E-02	Akt,EGFR,ERBB2,ERBB3,ERBB4,ERK,ESR1,FOXO3,lapatinib,Mek,PI3K (complex),STAT5A	ABCC4,ACP5,ADIPOR1,AK1,AKT1S1,AP2S1,AQP1,ASPM,BAG1,BNIP3L,CA2,CARM1,CCNI,CDC14B,CDC42BPA,COL6A3,DIAPH3,E2F2,EFNA1,EIF5A,EPOR,FIS1,FOXO3,FOXO4,GCLC,GNA12,GNAS,HK1,HPCAL4,HPS1,IGF2,KLF1,KNL1,LGALS3,MAP2K3,MCF2L,MCOLN1,MT2A,MXI1,MYBL2,NOS3,NUCB1,ODC1,PA2G4,PBX1,PIM1,PINK1,PMEL,POLR1D,PRDX2,RCL1,SLC2A1,SLC6A8,SLC7A5,SPAG5,TAL1,TFRC,TGM2,WASF2,WNK1,XK,YBX1,YPEL3	63 (12)	11	 	 	 	 	EGFR,ESR1,PI3K (complex),PRL	 	 	 	 	
Type 2 Osm Receptor	complex	 	3	Activated	biased	2.251	1.72E-05	4.58E-02	Akt,AKT1,BCL2,BTK,Calmodulin,CDKN1B,CTLA4,EGFR,EIF4E,ERBB2,ERK1/2,FOXO1,FOXO3,GSK3B,HOXA10,HRAS,IL10RA,IL6,IL6ST,IRS1,JAK1,JAK2,Jnk,MAP3K7,MITF,MKNK1,NFkB (complex),NFKBIA,OSM,OSMR,PI3K (complex),PP2A,RAC1,RAF1,RALA,RAS,SHC1,SP1,STAT1,STAT3,STAT4,STAT5B,STAT6,SYK,TJP2,TYK2,Type 2 Osm Receptor	ACP5,AIFM2,AP2A1,AQP1,ARHGEF12,ARL6IP1,ASPM,B4GALT3,BAG1,BCL2L1,BSG,CCNI,CDC14B,CDC34,CDH1,COL6A3,CTSE,DYRK3,EFNA1,EIF5A,EPB41,EPOR,EVPL,FOXO3,FOXO4,FTL,FZD5,GCLC,GLUL,GNAS,GP5,HEPACAM2,HK1,HMBS,HPCAL4,HSPB1,ITLN1,JAZF1,KAT2B,KCNH2,KIF4A,KLF1,LAMC1,MAP2K3,MCF2L,MPP2,MRC2,MT2A,MYL4,NEDD4L,NFE2,NUSAP1,ODC1,OSBP2,PA2G4,PBX1,PCGF5,PEMT,PHOSPHO1,PINK1,PMEL,PNPLA2,POLR1D,POP7,PRDX2,PRDX6,RAD23A,RCL1,RGCC,SELENBP1,SESN3,SLC14A1,SMOX,SOX6,SPAG5,SSTR3,TENT5C,TFDP1,TFR2,TMCC2,TNS1,TRAF3IP1,TSPAN5,TSTA3,WNT16,YBX1,YBX3	87 (47)	42	 	 	 	 	 	 	 	 	 	
bisphenol A	chemical - endogenous mammalian	 	2	 	 	0.697	1.90E-05	3.01E-02	Akt,AR,bisphenol A,Creb,ERK1/2,ESR1,ESR2,estrogen receptor,IGF1R,NFE2L2,STAT3	ABCG2,AK1,AKT1S1,ALAS2,ALDH5A1,ANK1,AP2S1,ARMCX2,ASPM,BAG1,BNIP3L,CA2,CARM1,CCNI,CDC34,CDC42BPA,CREG1,CTSB,DIAPH3,EFNA1,EPB41,EPOR,ESPN,FGFR1OP2,FHDC1,FIS1,FTL,GATA1,GCLC,GNA12,GNAS,GSPT1,HMBS,HPS1,IFIT1B,IGF2,KAT2B,KIF15,KLF1,KNL1,LMNA,MCF2L,MCOLN1,MT2A,MXI1,NDRG2,NOS3,NUCB1,NUSAP1,ODC1,PCDH1,PCSK1N,PIM1,PLEK2,PRDX2,SESN3,SLC1A5,SLC2A1,SLC38A5,SLC43A1,SLC6A8,SLC6A9,SLC7A5,SSTR3,TFDP1,TFRC,TGM2,TNS1,TUB,UBB,WASF2,WNK1,XK,YPEL3	74 (11)	11	 	 	 	BECN1,ESR1,NFE2L2,PRL	AR	 	 	 	 	
GNG7	enzyme	-0.410	3	Inhibited	biased	-2.151	2.06E-05	3.14E-02	ADCY,ADORA2A,AKT1,AKT3,AMPK,BDKRB2,CCR9,CHRM1,CNR1,Creb,EDNRB,EGFR,ERK,ERK1/2,F2R,FSHR,GABBR2,GNG7,Gpcr,GPR39,HCAR1,HCAR2,IGF1R,Jnk,L-type Calcium Channel,MAPK1,NFkB (complex),P2RY2,PI3K (complex),PTGER2,PTGER4,RAC1,RELA,RHO,SHC1,STAT5a/b,STK11,TAS1R3	ABCC4,ABCG2,ACHE,ACP5,AKT1S1,ANKH,AQP1,ARL6IP1,ASPM,B4GALT3,BNIP3L,BSG,BTF3,DIAPH3,E2F2,EFNA1,EIF5A,EPB41,ESPN,FBXO9,FGFR1OP2,FHDC1,FTL,GCLC,GLUL,GNA12,HAGH,HEMGN,HK1,HPCAL4,HSPB1,IGF2BP2,JUND,KIF14,KIF15,LGALS3,LMNA,MAP2K3,MRC2,MYBL2,MYL4,NUSAP1,PA2G4,PBX1,PIM1,PLXDC1,PNPLA2,POLR1D,PRDX2,PRDX6,RCL1,RPIA,SESN3,SLC1A5,SLC22A17,SLC38A5,SLC6A8,SLC7A5,SNCA,SOX6,SPAG5,SSTR3,STIL,TFDP1,TFRC,TGM2,TMEM158,TROAP,YBX1,YPEL3	70 (38)	35	L-dopa	 	 	 	 	 	 	 	 	
AATF	transcription regulator	0.077	3	 	 	1.633	2.10E-05	2.93E-02	AATF,AKT1,APEX1,AR,CASP3,CDKN1B,CLOCK,CREB1,DICER1,DNMT1,E2F1,EGFR,ERBB2,ERK1/2,ESR1,ESR2,FOXO1,FOXO3,Hif1,HIF1A,IL18,IRS1,ITGB1,Jnk,MAP3K8,MAPK1,MDM2,MET,MTOR,MYOD1,NFATC2,PDX1,PPARG,RAC1,SIRT1,SOX2,SP1,SPARC,STAT5a/b,TNFSF11,TSC2,TWIST1,YBX1	ABCB10,ABCG2,ACHE,ADIPOR1,AKT1S1,ALAS2,ANKH,AP2A1,AP2S1,ARL6IP1,ARMCX2,BAG1,BSG,CA2,CARM1,CCNI,CDC14B,CDC34,CDH1,CDYL,COL6A3,CREG1,CTSB,DGKK,DIAPH3,E2F2,ECSIT,EIF5A,EPB41,ESPN,FHDC1,FIS1,FOXO3,GABARAPL2,GCLC,GNA12,GPR146,GYPA,HK1,HPCAL4,HPS1,IGF2BP2,IRS1,JUND,KANK2,KAT2B,KIF15,KNL1,LAMC1,LMNA,MAP2K3,MCF2L,MCOLN1,MRC2,MT2A,MYBL2,NCOA4,NEXMIF,NUCB1,PBX1,PCGF5,PCSK1N,PCTP,PEMT,PIM1,PLXDC1,PMEL,PNPLA2,POLR1D,RAB11B,RBM38,RGS10,RIOK3,RNF11,SERINC2,SESN3,SIAH2,SLC14A1,SLC2A1,SLC38A5,SLC43A1,SLC6A8,SOX6,SPAG5,SSTR3,TAL1,THEM5,TMEM158,TNS1,TSPAN5,UBE2O,WASF2,WNK1,WNT16,XK,YBX3	96 (43)	41	 	ESR1	 	AKT1	 	 	 	 	 	
sargramostim	biologic drug	 	3	 	biased	1.820	2.22E-05	1.51E-02	AKT1,CDKN2A,CSF2RA,CSF2RB,EIF4EBP1,ERK,GRB2,GSK3B,HMGA1,IL3RA,IRS1,JAK2,LYN,MAPK1,NFkB (complex),p70 S6k,PI3K (complex),sargramostim,SHC1,STAT3,STAT5A	ABCC4,ACP5,ADIPOR1,AK1,ALAS2,ANKH,AP2A1,AQP1,ARL4A,ARL6IP1,BCL2L1,BNIP3L,CCNI,CDC7,CTSB,DIAPH3,E2F2,EFNA1,EPOR,EVPL,FTL,GATA1,GCLC,GSPT1,HK1,HSPB1,IFIT1B,KANK2,KAT2B,KLF1,LMNA,MAP2K3,MXI1,MYBL2,NFIX,NOS3,ODC1,PHLPP2,PIM1,PLXDC1,PNPLA2,PRDX2,SFRP2,SLC7A5,TFDP1,TFRC,TGM2,TMEM158,TNS1,TRAF3IP1,VRK1	51 (21)	19	 	 	 	CSF2RB	 	 	 	 	 	
ACTN2	transcription regulator	 	2	 	 	1.286	2.28E-05	7.30E-03	ACTN2,AR,ESR1,NCOA2,THRB	ABCC4,ABCG2,AK1,AKT1S1,AP2S1,AQP1,ARMCX2,ASPM,BAG1,CA2,CARM1,CCNI,CDC42BPA,CDH1,DIAPH3,EFNA1,EPOR,ESPN,FIS1,FOXO4,GATA1,GNA12,GNAS,HPS1,IFIT1B,JUND,KCNH2,KIF15,KLF1,KNL1,MCF2L,MCOLN1,NOS3,NUCB1,NUSAP1,ODC1,PCSK1N,SFRP2,SLC38A5,SLC43A1,SLC6A8,SLC7A5,TFRC,TGM2,WASF2,WNK1,WNT16,XK,YPEL3	49 (5)	4	 	 	 	AR,ESR1	 	 	 	 	 	
KLF13	transcription regulator	0.039	1	 	biased	1.342	2.29E-05	4.00E-04	KLF13	BCL2L1,FECH,GATA1,GYPC,HMBS	5 (1)	1	TRIM28	miR-291a-3p (and other miRNAs w/seed AAGUGCU)	 	GATA1	 	 	 	 	 	
PIK3C3	kinase	-0.044	3	Inhibited	 	-2.650	2.36E-05	3.69E-02	AGT,AMPK,ANXA7,AXL,CDKN1B,CREB1,E2f,EGFR,EGR1,EIF4E,EIF4EBP1,EPB41,ERBB2,ERBB4,FKBP4,FOS,FOXO1,FOXO3,GRB2,HIF1A,HRAS,IGF1,IRS1,ITCH,Jnk,KRAS,LYN,MAPK1,Mek,MTOR,MTORC1,MTORC2,NFKBIA,P38 MAPK,PAX6,PDPK1,PGR,phosphatidylinositol,PI3K (complex),PI3K (family),PIK3C3,Pld,PLD1,RICTOR,SHC1,SP1,SQSTM1,SREBF1,STAT1,STAT3,STAT5B,TFEB	ABCC4,ABCG2,ACHE,AIFM2,ALAS2,ANK1,AP2A1,ASPM,B4GALT3,BAG1,BCL2L1,BSG,CDC14B,CDC34,CDC7,CDH1,DGKK,E2F2,EIF5A,EPB41,EVPL,FAH,FTL,GATA1,GYPC,HK1,HPCAL4,HSPB1,IGF2,IGF2BP2,JAZF1,JUND,KAT2B,KLF1,LMNA,MAP2K3,MCOLN1,MRC2,MXI1,MYBL2,MYL4,NDRG2,NEXMIF,NFIA,NUSAP1,OAZ1,ODC1,OSBP2,PA2G4,PBX1,PCDH1,PCSK1N,PEMT,PHLPP2,PINK1,PLXDC1,PMEL,PNPLA2,POLR1D,POP7,PRDX2,PRDX6,PSMF1,RAB11B,RCL1,RGCC,RIOK3,RNF14,RPL21,SELENBP1,SERINC2,SFRP2,SIAH2,SLC34A3,SLC6A8,SNX3,SPAG5,STK11,TAL1,TESC,TGM2,TMEM158,TNS1,UBE2O,USP12,WBP2,YBX1,YBX3,YPEL3	89 (52)	48	BECN1	 	 	EIF4EBP1	EGFR	 	 	 	 	
SOCS4	other	0.045	3	 	 	0.000	2.51E-05	3.01E-02	AGT,Akt,ANXA7,AR,CCND1,CDKN1B,CEBPA,CEBPB,CREB1,EGFR,EP300,EPB41,ERBB2,EZH2,FOS,HRAS,IRF3,IRS1,ITCH,Jnk,KRAS,MAP3K8,MAPK1,MAPK8IP1,Mek,mir-21,MTOR,NFE2L2,NOTCH1,PI3K (family),POU5F1,PRL,PTEN,RUNX2,SLC2A1,SOCS4,SREBF1,STAT3,STAT4,STAT5A,STK11,TAL1,TP63,TP73,TSC2,TWIST1,Vegf,YBX1	ABCG2,ALAS2,AP2A1,ARMCX2,ATG9A,B4GALT3,BCL2L1,BMP2K,BNIP3L,BPGM,BSG,BTF3,CDC14B,CDC34,CDC7,CTSE,DGKK,E2F2,ECSIT,EIF5A,ESPN,FAH,FBXO9,FOXO3,GMPR,GPR146,GSPT1,GYPA,GYPC,HAGH,HEMGN,HMBS,HPCAL4,HSPB1,IFIT1B,IGF2BP2,JAZF1,JUND,KAT2B,KIF14,KIF4A,LYL1,MRC2,MT2A,MYBL2,NEXMIF,NFIA,NOS3,NUDT1,ODC1,OSBP2,PA2G4,PBX1,PCGF5,PCSK1N,PCTP,PIM1,PIP4K2A,PLVAP,PLXDC1,PMEL,PTMS,RAB11B,RAP1GAP,RCL1,RGCC,RNF14,RNF187,RPIA,SELENBP1,SERINC2,SIAH2,SLC14A1,SLC1A5,SLC25A37,SLC2A1,SLC34A3,SLC38A5,SLC43A1,SLC6A9,SMOX,SNCA,SNX3,SPAG5,STIL,STK11,TESC,TFDP1,TFR2,TGM2,TNS1,TSPAN5,TUB,UBB,UBE2O,WBP2	96 (48)	47	 	 	 	 	EGFR	 	 	 	 	
toxaphene	chemical toxicant	 	2	 	 	-0.302	2.51E-05	5.50E-03	CYP19A1,ESR1,ESR2,toxaphene	ABCG2,AK1,AKT1S1,ANK1,AP2S1,AQP1,ASPM,BAG1,BCL2L1,CA2,CARM1,CCNI,CDC42BPA,CDH1,DIAPH3,EFNA1,EPOR,FIS1,FOXO3,FOXO4,GCLC,GNA12,GNAS,HPS1,IGF2,IRS1,JUND,KLF1,KNL1,LMNA,MCF2L,MCOLN1,NDRG2,NOS3,NUCB1,SLC6A8,SLC7A5,SSTR3,TFRC,TGM2,WASF2,WNK1,XK,YPEL3	44 (4)	3	 	 	 	ESR1	 	 	 	 	 	
LRSAM1	enzyme	0.012	3	Activated	 	3.222	2.81E-05	4.23E-02	Akt,AKT1,androgen,AR,BRCA1,Creb,CREB1,EGFR,EP300,ERBB2,ERK,ESR1,GSK3B,Jnk,LRSAM1,MAPK1,Mek,Nr1h,NR3C2,RELA,SHC1,SMAD3,SRC,STUB1,TSG101	ABCC4,ABCG2,ACHE,ACP5,AK1,AKT1S1,AP2S1,ARL6IP1,ARMCX2,ASPM,BAG1,BCL2L1,BNIP3L,CARM1,CCNI,CDC14B,CDC42BPA,CDC7,CDH1,COL6A3,CTSB,CTSE,DGKK,DIAPH3,E2F2,EIF5A,EPOR,ESPN,FECH,FGFR1OP2,FHDC1,FIS1,FOXO3,FOXO4,FTL,GATA1,GNA12,HPCAL4,HPS1,IGF2,KCNH2,KIF15,KLF1,KNL1,MAP2K3,MCF2L,MCOLN1,MRC2,MT2A,MXI1,MYBL2,NEXMIF,NFIA,NUCB1,NUSAP1,ODC1,PA2G4,PBX1,PCSK1N,PINK1,PLXDC1,PMEL,POLR1D,PRDX2,PRDX6,RCL1,SERINC2,SESN3,SFRP2,SIAH2,SLC38A5,SLC43A1,SLC6A8,SNCA,SPAG5,TMEM158,TRAF3IP1,WASF2,WNK1,XK,YPEL3	81 (25)	23	 	 	 	AR	 	 	 	 	 	
NCOA3	transcription regulator	-0.017	2	 	biased	1.937	3.11E-05	4.62E-02	Akt,AR,ATF4,EGFR,ERBB2,ESR1,ESRRB,estrogen receptor,genistein,Jnk,NCOA3,PGR,PPARG,Rar,SRC,T3-TR-RXR,tamoxifen,THRB	ABCC4,ACP5,ADIPOR1,AK1,AKT1S1,ALDH5A1,AP2S1,ARMCX2,ASPM,BAG1,BMP2K,CARM1,CCNI,CDC14B,CDC42BPA,CDC7,COL6A3,CTSB,DIAPH3,E2F2,EFNA1,EIF5A,EPOR,ESPN,FIS1,FOXO3,FOXO4,GABARAPL2,GATA1,GCLC,GLUL,GNA12,GNAS,HPCAL4,HPS1,HSPB1,IRS1,KCNH2,KIF15,KLF1,KNL1,LGALS3,MAP2K3,MCF2L,MRC2,MT2A,MXI1,MYBL2,NUCB1,NUSAP1,PA2G4,PBX1,PCDH1,PCSK1N,PCTP,PEMT,PINK1,PLEK2,POLR1D,PRDX2,RCL1,SFRP2,SLC1A5,SLC2A1,SLC38A5,SLC43A1,SLC6A8,SLC6A9,SLC7A5,SPAG5,TFRC,TGM2,WASF2,WNK1,WNT16,XK,YPEL3	77 (18)	18	4-hydroxytamoxifen	 	 	AR,EGFR,ESRRB,estriol,estrone	 	 	 	 	 	
GFI1B	transcription regulator	0.481	3	Inhibited	biased	-2.177	3.15E-05	3.24E-02	AR,ERK1/2,GFI1B,ITCH,MTOR,PDPK1,SKIL,SMAD2,SP1,STAT3,TGFB1	ABCC4,ABCG2,AK1,ALAS2,ANKH,ARMCX2,BCL2L1,BSG,CDC7,CDH1,CTSB,DIAPH3,ESPN,FOXO3,FTL,FURIN,GATA1,GCLC,GNAS,GPR146,HDGF,HSPB1,IFIT1B,IGF2,IRS1,ITGA11,KAT2B,KCNH2,KIF15,KLF1,LAMC1,LGALS3,MXI1,MYBL2,NOS3,NUSAP1,ODC1,PCSK1N,PEMT,PHLPP2,PIM1,PINK1,PLEK2,PMEL,RAB11B,RGCC,SELENBP1,SLC1A5,SLC2A1,SLC38A5,SLC43A1,SLC4A1,SLC7A5,SSTR3,TFDP1,TGM2,TNS1,UBE2O,WBP2,WNK1,YBX1	61 (11)	11	GATA1,TCF3	EPO	 	 	SMAD2	 	 	 	 	
gefitinib	chemical drug	 	2	 	 	-0.593	3.30E-05	3.60E-02	Akt,AKT1,EGFR,ERBB2,ERBB3,ERK,ERK1/2,ESR1,FOXO3,gefitinib,GLI1,MAP2K1/2,MAPK1,MAPK3,MAPK8	ACP5,AK1,AKT1S1,ANKH,AP2S1,AQP1,ARL6IP1,BAG1,BCL2L1,BNIP3L,CA2,CARM1,CCNI,CDC14B,CDC34,CDC42BPA,CDC7,CDH1,COL6A3,CTSB,E2F2,EFNA1,EIF5A,EPOR,FIS1,FOXO3,FOXO4,FURIN,GCLC,GNA12,GNAS,HPCAL4,HPS1,HSPB1,KCNH2,KLF1,KNL1,LMNA,MAP2K3,MCF2L,MCOLN1,MT2A,MXI1,MYBL2,NDRG2,NUCB1,ODC1,PA2G4,PBX1,PIM1,PINK1,POLR1D,PRDX2,RCL1,RGS10,SESN3,SFRP2,SLC6A8,SLC7A5,SOX6,SPAG5,SSTR3,TAL1,TFRC,TGM2,TMEM158,WASF2,WNK1,XK,YBX1,YPEL3	71 (15)	15	 	 	 	ALDH1A1,GLI1	AKT1,CCND1,EGFR,ESR1,PRL	 	 	 	 	
bevacizumab	biologic drug	 	2	Inhibited	biased	-2.667	3.63E-05	5.70E-03	bevacizumab,EGFR,Vegf,VEGFA	ABCG2,ACHE,BCL2L1,BMP2K,CA2,CTSB,E2F2,EFNA1,EIF5A,GATA1,HK1,HPCAL4,HSPB1,IGF2,JUND,KIF15,KLF1,LMNA,MAP2K3,MXI1,MYBL2,NOS3,ODC1,PA2G4,PBX1,PEMT,PIM1,PLVAP,RCL1,RGCC,RNF187,SLC2A1,STIL,TAL1,TGM2,TMEM158	36 (4)	3	 	 	 	 	EGFR	 	 	 	 	
NFATC4	transcription regulator	 	2	 	 	0.152	3.67E-05	6.50E-03	ESR1,ESR2,NFATC4	ABCG2,AK1,AKT1S1,ANK1,AP2S1,AQP1,ASPM,BAG1,BCL2L1,CA2,CARM1,CCNI,CDC42BPA,CDH1,DIAPH3,EFNA1,EPOR,FIS1,FOXO3,FOXO4,GCLC,GNA12,GNAS,HPS1,IGF2,JUND,KLF1,KNL1,LMNA,MCF2L,MCOLN1,NDRG2,NOS3,NUCB1,SLC6A8,SLC7A5,TFRC,TGM2,THEM5,WASF2,WNK1,XK,YPEL3	43 (3)	3	butyric acid,MAP2K1,SKP2	 	 	ESR1	 	 	 	 	 	
mercaptopropionylglycine	chemical drug	 	2	 	biased	1.667	3.82E-05	4.00E-04	Hif1,mercaptopropionylglycine,SOD2	ALAS2,BCL2L1,BNIP3L,CDH1,EPOR,NOS3,ODC1,SLC2A1,TFRC	9 (3)	2	 	 	 	EPO,Hif1	SOD2	 	 	 	 	
CNTF receptor	complex	 	3	Activated	biased	2.689	3.97E-05	4.11E-02	BTK,CNTF receptor,CNTFR,ERK1/2,FOXO3,IL6,IL6ST,IRS1,JAK1/2,JAK2,LIFR,MAP3K7,Mapk,MAPK1,MITF,NFkB (complex),NOTCH1,OSMR,P38 MAPK,PI3K (complex),STAT1,STAT3,STAT3/5,STAT4,STAT5a/b,STAT5B,STAT6,TYK2	ABCC4,ABCG2,ACP5,ADIPOR1,ALAS2,ANK1,AP2A1,AQP1,BAG1,BNIP3L,BSG,CCNI,CTSB,E2F2,EFNA1,EPOR,GATA1,GCLC,GMPR,GNAS,GP5,GYPA,HK1,HMBS,HPCAL4,HSPB1,IRS1,ITLN1,KAT2B,KCNH2,KIF4A,LMNA,MAP2K3,MT2A,MYBL2,MYL4,NFE2,ODC1,PCGF5,PIM1,PLXDC1,PMEL,PNPLA2,PRDX2,PRDX6,RGCC,SELENBP1,SFRP2,SLC14A1,SLC2A1,SLC7A5,SMOX,SPAG5,SSTR3,TFDP1,TFR2,TMCC2,TMEM158,TNS1,TSPAN5,YBX1	61 (28)	24	 	 	 	 	 	 	 	 	 	
LMO2	transcription regulator	0.189	3	 	 	-0.412	4.04E-05	1.88E-02	Akt,CTNNB1,FOXO1,Gsk3,LEF1,LMO2,MYC,MYOD1,NFATC1,RHOA,RUNX2,TCF12,TCF3	ABCB10,ABCC4,ACHE,ACP5,ADIPOR1,AIFM2,AQP1,ARL6IP1,ASPM,BAG1,CA2,CCS,CDC34,CDH1,COL6A3,CTSB,DIAPH3,DNAJC6,E2F2,ECSIT,EVPL,FOXO3,GCLC,GNAS,GYPA,IGF2,IRS1,KIF4A,LGALS3,MT2A,MXI1,MYL4,NDRG2,NOS3,NUCB1,NUSAP1,ODC1,PA2G4,PNPLA2,PRDX2,RAD23A,RGCC,RPL21,SESN3,SLC1A5,SLC2A1,SLC7A5,TFDP1,TFRC,TNS1,WNT16,YBX1,YBX3	53 (13)	13	BRD1,GATA1,imatinib,SSBP2	ID2,IKZF1,miR-223-3p (miRNAs w/seed GUCAGUU)	 	 	 	 	 	 	 	
