© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_WGCNA->Unique to Elites - 2019-06-04 10:46 PM - 2019-06-04 10:50 PM->Observation 1
Workspace	My Projects
Project	AIH_WGCNA
Analysis	Observation 1
Date	Tue Jun 04 22:50:34 PDT 2019
Analysis ID	17897615

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_WGCNA->Unique to Elites - 2019-06-04 10:46 PM - 2019-06-04 10:50 PM->Observation 1
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Observation 1	 	glucagon	 	biologic drug	 	 	 	 	 	1.40E-02	MME,SNX3	 	
Observation 1	 	STAT5A	 	transcription regulator	 	 	 	 	 	1.44E-02	BCL2L1,BCL6,SLC2A1,YBX1	 	
Observation 1	 	mifepristone	 	chemical drug	 	0.000	 	-0.200	0.400	1.44E-02	ALPL,BCL2L1,MME,SLC2A1	 	
Observation 1	 	EGR2	 	transcription regulator	 	 	 	 	 	1.47E-02	BCL6,BNIP3L,MME	 	
Observation 1	 	IFNB1	 	cytokine	 	 	 	 	 	1.47E-02	BCL2L1,GBP5,NFIX,OAS2	 	
Observation 1	 	resveratrol	 	chemical drug	 	-0.371	 	-0.124	-0.128	1.49E-02	BCL2L1,BSG,FOXO4,HDGF	 	
Observation 1	 	SCD	 	enzyme	 	 	 	 	 	1.50E-02	ABCA1,SLC2A1	 	
Observation 1	 	CD38	 	enzyme	 	 	 	 	 	1.52E-02	BCL6,BNIP3L,SLC2A1	 	
Observation 1	 	PTH	 	other	 	 	 	 	 	1.54E-02	ALPL,MME,SNX3	 	
Observation 1	 	ST1926	 	chemical drug	 	 	 	 	 	1.54E-02	SLC25A37,UBA52,YBX1	 	
Observation 1	 	RXRA	 	ligand-dependent nuclear receptor	 	 	 	 	 	1.54E-02	ABCA1,ACSL1,CTSB,SLC6A8	 	
Observation 1	 	CSHL1	 	growth factor	 	 	 	 	 	1.55E-02	BCL6,SLC2A1	 	
Observation 1	 	PPARA	 	ligand-dependent nuclear receptor	 	1.974	bias	0.263	1.454	1.56E-02	ABCA1,ACSL1,AQP9,BCL2L1,GLUL	 	
Observation 1	 	paclitaxel	 	chemical drug	 	 	 	 	 	1.59E-02	APOBEC3A,BCL2L1,GRINA,YBX1	 	
Observation 1	 	BP-1-102	 	chemical reagent	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	CDR2	 	other	 	 	 	 	 	1.60E-02	SLC2A1	 	
Observation 1	 	CREB3L4	 	transcription regulator	 	 	 	 	 	1.60E-02	AQP9	 	
Observation 1	 	DAB1	 	other	 	 	 	 	 	1.60E-02	ABCA1	 	
Observation 1	 	FOXI1	 	transcription regulator	 	 	 	 	 	1.60E-02	SLC4A1	 	
Observation 1	 	HK2	 	kinase	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	HLA-B	 	transmembrane receptor	 	 	 	 	 	1.60E-02	OAS2	 	
Observation 1	 	LRP8	 	transmembrane receptor	 	 	 	 	 	1.60E-02	ABCA1	 	
Observation 1	 	MAP4K1	 	kinase	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	Nrg1	 	other	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	PAPPA	 	peptidase	 	 	 	 	 	1.60E-02	ABCA1	 	
Observation 1	 	PINK1	 	kinase	 	 	 	 	 	1.60E-02	SLC2A1	 	
Observation 1	 	RNF34	 	enzyme	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	RSF1	 	transcription regulator	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	SOAT2	 	enzyme	 	 	 	 	 	1.60E-02	ABCA1	 	
Observation 1	 	STK17B	 	kinase	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	TIMP4	 	other	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	TWSG1	 	other	 	 	 	 	 	1.60E-02	BCL6	 	
Observation 1	 	Vla-4	 	complex	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	Z-VRPR-FMK	 	chemical - protease inhibitor	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	aclarubicin	 	chemical drug	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	allosamidin	 	chemical reagent	 	 	 	 	 	1.60E-02	ABCA1	 	
Observation 1	 	anthralin	 	chemical drug	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	atrasentan	 	chemical drug	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	beta-elemene	 	chemical - endogenous non-mammalian	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	betulin	 	chemical - endogenous non-mammalian	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	emetine	 	chemical toxicant	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	hesperidin	 	chemical drug	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	luminespib	 	chemical drug	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	lupeol	 	chemical drug	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	omacetaxine mepesuccinate	 	chemical drug	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	paxilline	 	chemical - endogenous non-mammalian	 	 	 	 	 	1.60E-02	ABCA1	 	
Observation 1	 	rigosertib	 	chemical drug	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	tazarotene	 	chemical drug	 	 	 	 	 	1.60E-02	BCL2L1	 	
Observation 1	 	metformin	 	chemical drug	 	 	 	 	 	1.62E-02	ABCA1,ADIPOR1,SLC2A1	 	
Observation 1	 	MAPK8	 	kinase	 	 	 	 	 	1.70E-02	ABCA1,BCL2L1,FOXO4	 	
Observation 1	 	Hif1	 	complex	 	 	 	 	 	1.70E-02	BNIP3L,SLC2A1	 	
Observation 1	 	SIN3A	 	transcription regulator	 	 	 	 	 	1.70E-02	BCL6,MXI1	 	
Observation 1	 	erlotinib	 	chemical drug	 	 	 	 	 	1.70E-02	BCL2L1,MME	 	
Observation 1	 	25-hydroxycholesterol	 	chemical reagent	 	 	 	 	 	1.81E-02	ABCA1,ACSL1	 	
Observation 1	 	Go 6976	 	chemical - kinase inhibitor	 	 	 	 	 	1.81E-02	ABCA1,BCL2L1	 	
Observation 1	 	TNFSF13B	 	cytokine	 	 	 	 	 	1.81E-02	BCL2L1,BCL6	 	
Observation 1	 	IL10RA	 	transmembrane receptor	Inhibited	-2.000	 	0.033	-2.065	1.81E-02	ACSL1,GBP5,PYGL,SLC2A1	 	
Observation 1	 	fluticasone propionate	 	chemical drug	 	 	 	 	 	1.83E-02	AQP9,GBP5,OAS2	 	
Observation 1	 	BSCL2	 	other	 	 	 	 	 	1.86E-02	ACSL1,PYGL	 	
Observation 1	 	IGF1	 	growth factor	 	0.277	bias	0.486	-0.667	1.89E-02	ABCA1,BCL2L1,BSG,MXI1,SLC2A1	 	
Observation 1	 	APBA3	 	transporter	 	 	 	 	 	1.91E-02	SLC2A1	 	
Observation 1	 	BAD	 	other	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	BCL2A1	 	other	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	CD27	 	transmembrane receptor	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	CIMO	 	chemical reagent	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	EFNB1	 	kinase	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	EN2	 	transcription regulator	 	 	 	 	 	1.91E-02	SNCA	 	
Observation 1	 	GPR119	 	g-protein coupled receptor	 	 	 	 	 	1.91E-02	ABCA1	 	
Observation 1	 	GRM5	 	g-protein coupled receptor	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	GSI34	 	chemical reagent	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	IL12RB1	 	transmembrane receptor	 	 	 	 	 	1.91E-02	OAS2	 	
Observation 1	 	Muc4	 	other	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	PADI4	 	enzyme	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	PEBP4	 	other	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	Plin2	 	other	 	 	 	 	 	1.91E-02	SLC2A1	 	
Observation 1	 	RNF17	 	other	 	 	 	 	 	1.91E-02	MXI1	 	
Observation 1	 	RTKN	 	other	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	SLC16A1	 	transporter	 	 	 	 	 	1.91E-02	BSG	 	
Observation 1	 	SLIT2	 	other	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	SRPK1	 	kinase	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	SSPN	 	other	 	 	 	 	 	1.91E-02	CTSB	 	
Observation 1	 	WAC	 	other	 	 	 	 	 	1.91E-02	ALPL	 	
Observation 1	 	WDFY2	 	other	 	 	 	 	 	1.91E-02	SLC2A1	 	
Observation 1	 	ZNRF3	 	enzyme	 	 	 	 	 	1.91E-02	GLUL	 	
Observation 1	 	belinostat	 	chemical drug	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	dieldrin	 	chemical toxicant	 	 	 	 	 	1.91E-02	SNCA	 	
Observation 1	 	equol	 	chemical - endogenous non-mammalian	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	erismodegib	 	chemical drug	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	ferric nitrilotriacetate	 	chemical toxicant	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	ingenol mebutate	 	chemical drug	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	lestaurtinib	 	chemical drug	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	vinorelbine	 	chemical drug	 	 	 	 	 	1.91E-02	BCL2L1	 	
Observation 1	 	CSF2	 	cytokine	 	1.461	bias	0.784	 	1.99E-02	ABCA1,BCL2L1,BSG,MME,SLC2A1	 	
Observation 1	 	3,3'-diindolylmethane	 	chemical drug	 	 	 	 	 	2.03E-02	BCL2L1,OAS2	 	
Observation 1	 	ITGB3	 	transmembrane receptor	 	 	 	 	 	2.03E-02	BCL2L1,UBA52	 	
Observation 1	 	PLAU	 	peptidase	 	 	 	 	 	2.03E-02	BCL2L1,SLC2A1	 	
Observation 1	 	4-hydroxytamoxifen	 	chemical drug	 	 	 	 	 	2.06E-02	BCL2L1,HDGF,SLC2A1	 	
Observation 1	 	IL18	 	cytokine	 	 	 	 	 	2.06E-02	BCL2L1,BCL6,BSG	 	
Observation 1	 	MAVS	 	other	 	 	 	 	 	2.08E-02	ALPL,OAS2	 	
Observation 1	 	RIPK2	 	kinase	 	 	 	 	 	2.14E-02	ABCA1,ACSL1	 	
Observation 1	 	calphostin C	 	chemical - kinase inhibitor	 	 	 	 	 	2.14E-02	BCL2L1,SLC2A1	 	
Observation 1	 	KLF6	 	transcription regulator	 	 	 	 	 	2.20E-02	BCL2L1,BCL6	 	
Observation 1	 	TCOF1	 	transporter	 	 	 	 	 	2.20E-02	BNIP3L,SLC2A1	 	
Observation 1	 	E. coli serotype 0127B8 lipopolysaccharide	 	chemical - endogenous non-mammalian	 	 	 	 	 	2.21E-02	AQP9,GLUL,GMPR	 	
Observation 1	 	TCF7L2	 	transcription regulator	Activated	2.000	bias	0.881	 	2.22E-02	ACSL1,AQP9,CREB5,GLUL	 	
Observation 1	 	2-mercaptoethanol	 	chemical - endogenous mammalian	 	 	 	 	 	2.23E-02	SLC2A1	 	
Observation 1	 	20alpha-hydroxycholesterol	 	chemical - endogenous mammalian	 	 	 	 	 	2.23E-02	ABCA1	 	
Observation 1	 	24(S),25-epoxycholesterol	 	chemical - endogenous mammalian	 	 	 	 	 	2.23E-02	ABCA1	 	
Observation 1	 	ABL2	 	kinase	 	 	 	 	 	2.23E-02	CTSB	 	
Observation 1	 	ACIN1	 	enzyme	 	 	 	 	 	2.23E-02	BCL2L1	 	
Observation 1	 	AR-A014418	 	chemical reagent	 	 	 	 	 	2.23E-02	BCL2L1	 	
Observation 1	 	CLEC2A	 	other	 	 	 	 	 	2.23E-02	BCL2L1	 	
Observation 1	 	CTSE	 	peptidase	 	 	 	 	 	2.23E-02	CTSB	 	
Observation 1	 	ENO1	 	enzyme	 	 	 	 	 	2.23E-02	BCL2L1	 	
Observation 1	 	GABBR2	 	g-protein coupled receptor	 	 	 	 	 	2.23E-02	GLUL	 	
Observation 1	 	GLP1R	 	g-protein coupled receptor	 	 	 	 	 	2.23E-02	ABCA1	 	
Observation 1	 	GNMT	 	enzyme	 	 	 	 	 	2.23E-02	ABCA1	 	
Observation 1	 	IER3	 	other	 	 	 	 	 	2.23E-02	BCL2L1	 	
Observation 1	 	KD025	 	chemical drug	 	 	 	 	 	2.23E-02	BCL6	 	
Observation 1	 	KHDRBS1	 	transcription regulator	 	 	 	 	 	2.23E-02	BCL2L1	 	
Observation 1	 	LPCAT3	 	enzyme	 	 	 	 	 	2.23E-02	ABCA1	 	
Observation 1	 	LRP2	 	transporter	 	 	 	 	 	2.23E-02	CTSB	 	
Observation 1	 	Muscarinic cholinergic receptor	 	group	 	 	 	 	 	2.23E-02	ALPL	 	
Observation 1	 	NACC1	 	transcription regulator	 	 	 	 	 	2.23E-02	BCL2L1	 	
Observation 1	 	PTGDS	 	enzyme	 	 	 	 	 	2.23E-02	BCL2L1	 	
Observation 1	 	QRFP	 	other	 	 	 	 	 	2.23E-02	ACSL1	 	
Observation 1	 	RHOC	 	enzyme	 	 	 	 	 	2.23E-02	GLUL	 	
Observation 1	 	SDHA	 	enzyme	 	 	 	 	 	2.23E-02	SLC2A1	 	
Observation 1	 	SNED1	 	other	 	 	 	 	 	2.23E-02	SLC2A1	 	
Observation 1	 	TRPV2	 	ion channel	 	 	 	 	 	2.23E-02	BCL2L1	 	
Observation 1	 	WISP1	 	other	 	 	 	 	 	2.23E-02	BCL2L1	 	
Observation 1	 	casticin	 	chemical - endogenous non-mammalian	 	 	 	 	 	2.23E-02	BCL2L1	 	
Observation 1	 	diacerein	 	chemical drug	 	 	 	 	 	2.23E-02	BCL2L1	 	
Observation 1	 	gliotoxin	 	chemical toxicant	 	 	 	 	 	2.23E-02	BCL2L1	 	
Observation 1	 	miR-491-5p (and other miRNAs w/seed GUGGGGA)	 	mature microrna	 	 	 	 	 	2.23E-02	BCL2L1	 	
Observation 1	 	pictilisib	 	chemical drug	 	 	 	 	 	2.23E-02	SLC2A1	 	
Observation 1	 	triacetyl-3-hydroxyphenyladenosine	 	chemical reagent	 	 	 	 	 	2.23E-02	ABCA1	 	
Observation 1	 	PPARGC1B	 	transcription regulator	 	 	 	 	 	2.26E-02	ABCA1,PHOSPHO1	 	
Observation 1	 	minocycline	 	chemical drug	 	 	 	 	 	2.26E-02	BCL2L1,BSG	 	
Observation 1	 	PAX7	 	transcription regulator	 	 	 	 	 	2.31E-02	ABCA1,NFIX	 	
Observation 1	 	GCG	 	other	 	 	 	 	 	2.43E-02	BCL2L1,SLC2A1	 	
Observation 1	 	PTPN11	 	phosphatase	 	 	 	 	 	2.43E-02	BCL2L1,BSG	 	
Observation 1	 	isotretinoin	 	biologic drug	 	 	 	 	 	2.43E-02	ABCA1,BCL2L1	 	
Observation 1	 	NRAS	 	enzyme	 	 	 	 	 	2.44E-02	BCL2L1,RBM38,SLC2A1	 	
Observation 1	 	cocaine	 	chemical drug	 	 	 	 	 	2.44E-02	PITHD1,SIAH2,SNCA	 	
Observation 1	 	Il3	 	cytokine	 	 	 	 	 	2.49E-02	BAG1,BCL2L1	 	
Observation 1	 	3-deazaadenosine	 	chemical reagent	 	 	 	 	 	2.54E-02	BCL2L1	 	
Observation 1	 	AQP4	 	transporter	 	 	 	 	 	2.54E-02	SLC2A1	 	
Observation 1	 	CD8A	 	other	 	 	 	 	 	2.54E-02	BCL2L1	 	
Observation 1	 	COL4A1	 	other	 	 	 	 	 	2.54E-02	BCL2L1	 	
Observation 1	 	CXCR1	 	g-protein coupled receptor	 	 	 	 	 	2.54E-02	BCL2L1	 	
Observation 1	 	FYB1	 	other	 	 	 	 	 	2.54E-02	BCL2L1	 	
Observation 1	 	GCS-100	 	chemical drug	 	 	 	 	 	2.54E-02	BCL2L1	 	
Observation 1	 	GW 5074	 	chemical - kinase inhibitor	 	 	 	 	 	2.54E-02	BCL2L1	 	
Observation 1	 	MED12	 	transcription regulator	 	 	 	 	 	2.54E-02	CREB5	 	
Observation 1	 	N-methyl-3,4-methylenedioxyamphetamine	 	chemical drug	 	 	 	 	 	2.54E-02	BCL2L1	 	
Observation 1	 	NELFCD	 	other	 	 	 	 	 	2.54E-02	BSG	 	
Observation 1	 	PIWIL2	 	enzyme	 	 	 	 	 	2.54E-02	BCL2L1	 	
Observation 1	 	PSIP1	 	transcription regulator	 	 	 	 	 	2.54E-02	BCL2L1	 	
Observation 1	 	RNF40	 	enzyme	 	 	 	 	 	2.54E-02	ALPL	 	
Observation 1	 	SLC25A4	 	transporter	 	 	 	 	 	2.54E-02	BCL2L1	 	
Observation 1	 	TFR2	 	transporter	 	 	 	 	 	2.54E-02	BCL2L1	 	
Observation 1	 	acetone	 	chemical - endogenous mammalian	 	 	 	 	 	2.54E-02	ABCA1	 	
Observation 1	 	ciclopirox olamine	 	chemical drug	 	 	 	 	 	2.54E-02	BCL2L1	 	
Observation 1	 	collagen	 	group	 	 	 	 	 	2.54E-02	BSG	 	
Observation 1	 	glimepiride	 	chemical drug	 	 	 	 	 	2.54E-02	SLC2A1	 	
Observation 1	 	methadone	 	chemical drug	 	 	 	 	 	2.54E-02	BCL2L1	 	
Observation 1	 	oleoylethanolamide	 	chemical - endogenous mammalian	 	 	 	 	 	2.54E-02	BCL2L1	 	
Observation 1	 	pyrophosphate	 	chemical - endogenous mammalian	 	 	 	 	 	2.54E-02	ALPL	 	
Observation 1	 	sobetirome	 	chemical drug	 	 	 	 	 	2.54E-02	SLC4A1	 	
Observation 1	 	tectorigenin	 	chemical - endogenous non-mammalian	 	 	 	 	 	2.54E-02	BCL2L1	 	
Observation 1	 	IL1B	 	cytokine	 	1.965	bias	0.449	1.083	2.56E-02	ALPL,BCL2L1,BCL6,CTSB,OAS2,SLC2A1,SNCA	 	
Observation 1	 	FLT1	 	kinase	 	 	 	 	 	2.62E-02	BNIP3L,UBE2H	 	
Observation 1	 	MAP3K7	 	kinase	 	 	 	 	 	2.62E-02	MAP2K3,OAS2	 	
Observation 1	 	MMP9	 	peptidase	 	 	 	 	 	2.62E-02	BCL2L1,CTSB	 	
Observation 1	 	mir-17	 	microrna	 	 	 	 	 	2.62E-02	ABCA1,MAP2K3	 	
Observation 1	 	rottlerin	 	chemical toxicant	 	 	 	 	 	2.62E-02	ABCA1,APOBEC3A	 	
Observation 1	 	IRF3	 	transcription regulator	 	 	 	 	 	2.67E-02	GBP5,OAS2,SAMD9L	 	
Observation 1	 	PIK3R1	 	kinase	 	 	 	 	 	2.68E-02	BCL2L1,SLC2A1	 	
Observation 1	 	SREBF2	 	transcription regulator	 	 	 	 	 	2.68E-02	ABCA1,ACSL1	 	
Observation 1	 	let-7	 	microrna	 	 	 	 	 	2.70E-02	BCL2L1,IGF2BP2,RBM38	 	
Observation 1	 	etoposide	 	chemical drug	 	 	 	 	 	2.74E-02	BCL2L1,MME,SLC2A1	 	
Observation 1	 	N-Ac-Leu-Leu-norleucinal	 	chemical - protease inhibitor	 	 	 	 	 	2.74E-02	ABCA1,BCL2L1	 	
Observation 1	 	R5020	 	chemical reagent	 	 	 	 	 	2.74E-02	BCL2L1,BCL6	 	
Observation 1	 	ciglitazone	 	chemical drug	 	 	 	 	 	2.74E-02	ABCA1,BCL2L1	 	
Observation 1	 	curcumin	 	chemical drug	 	-1.130	bias	-0.366	-0.434	2.80E-02	ABCA1,BCL2L1,FKBP8,GLUL	 	
Observation 1	 	AICAR	 	chemical - endogenous mammalian	 	 	 	 	 	2.81E-02	ABCA1,FOXO4	 	
Observation 1	 	BMP2	 	growth factor	 	 	 	 	 	2.84E-02	ALPL,BCL2L1,BSG	 	
Observation 1	 	CD 437	 	chemical drug	 	 	 	 	 	2.84E-02	SLC25A37,UBA52,YBX1	 	
Observation 1	 	22(S)-hydroxycholesterol	 	chemical - endogenous mammalian	 	 	 	 	 	2.86E-02	ABCA1	 	
Observation 1	 	CD160	 	transmembrane receptor	 	 	 	 	 	2.86E-02	BCL2L1	 	
Observation 1	 	CD53	 	other	 	 	 	 	 	2.86E-02	BCL2L1	 	
Observation 1	 	Ck2	 	complex	 	 	 	 	 	2.86E-02	BCL2L1	 	
Observation 1	 	EPB41	 	other	 	 	 	 	 	2.86E-02	GYPC	 	
Observation 1	 	GPR183	 	g-protein coupled receptor	 	 	 	 	 	2.86E-02	BCL2L1	 	
Observation 1	 	HBP1	 	transcription regulator	 	 	 	 	 	2.86E-02	CTSB	 	
Observation 1	 	LRRK2	 	kinase	 	 	 	 	 	2.86E-02	SNCA	 	
Observation 1	 	MPL	 	transmembrane receptor	 	 	 	 	 	2.86E-02	SLC2A1	 	
Observation 1	 	NELFA	 	other	 	 	 	 	 	2.86E-02	BSG	 	
Observation 1	 	NELFE	 	other	 	 	 	 	 	2.86E-02	BSG	 	
Observation 1	 	NPC1L1	 	transporter	 	 	 	 	 	2.86E-02	ABCA1	 	
Observation 1	 	Presenilin	 	group	 	 	 	 	 	2.86E-02	FKBP8	 	
Observation 1	 	RPS6KB2	 	kinase	 	 	 	 	 	2.86E-02	BCL2L1	 	
Observation 1	 	SLC18A2	 	transporter	 	 	 	 	 	2.86E-02	SNCA	 	
Observation 1	 	ST6GAL1	 	enzyme	 	 	 	 	 	2.86E-02	SLC2A1	 	
Observation 1	 	TET3	 	enzyme	 	 	 	 	 	2.86E-02	PHOSPHO1	 	
Observation 1	 	TNFRSF17	 	transmembrane receptor	 	 	 	 	 	2.86E-02	BCL2L1	 	
Observation 1	 	TRAF1	 	other	 	 	 	 	 	2.86E-02	BCL2L1	 	
Observation 1	 	TWIST	 	group	 	 	 	 	 	2.86E-02	YBX1	 	
Observation 1	 	UTS2R	 	g-protein coupled receptor	 	 	 	 	 	2.86E-02	ABCA1	 	
Observation 1	 	ammonium trichloro(dioxoethylene-O,O'-)tellurate	 	chemical drug	 	 	 	 	 	2.86E-02	BCL2L1	 	
Observation 1	 	arachidic acid	 	chemical - endogenous mammalian	 	 	 	 	 	2.86E-02	SNCA	 	
Observation 1	 	cholesterol sulfate	 	chemical - endogenous mammalian	 	 	 	 	 	2.86E-02	ABCA1	 	
Observation 1	 	cysteamine	 	chemical drug	 	 	 	 	 	2.86E-02	CTSB	 	
Observation 1	 	cytidylyl-3'-5'-guanosine	 	chemical reagent	 	 	 	 	 	2.86E-02	BCL2L1	 	
Observation 1	 	miR-142-3p (and other miRNAs w/seed GUAGUGU)	 	mature microrna	 	 	 	 	 	2.86E-02	BCL2L1	 	
Observation 1	 	nilotinib	 	chemical drug	 	 	 	 	 	2.86E-02	BCL2L1	 	
Observation 1	 	phosphatidylcholine	 	chemical - endogenous mammalian	 	 	 	 	 	2.86E-02	ABCA1	 	
Observation 1	 	tangeretin	 	chemical - endogenous non-mammalian	 	 	 	 	 	2.86E-02	BCL2L1	 	
Observation 1	 	TCF4	 	transcription regulator	 	 	 	 	 	2.88E-02	BCL6,OPTN,SAMD9L	 	
Observation 1	 	ARNT2	 	transcription regulator	 	 	 	 	 	2.91E-02	GLUL,KCNJ15,SLC2A1	 	
Observation 1	 	FN1	 	enzyme	 	 	 	 	 	2.91E-02	BNIP3L,SLC2A1,UBE2H	 	
Observation 1	 	SCAP	 	other	 	 	 	 	 	2.94E-02	ABCA1,ACSL1	 	
Observation 1	 	TFRC	 	transporter	 	 	 	 	 	2.94E-02	SLC2A1,SNCA	 	
Observation 1	 	PAX6	 	transcription regulator	 	 	 	 	 	3.06E-02	CRISPLD2,DPM2,SNCA	 	
Observation 1	 	5-O-mycolyl-beta-araf-(1->2)-5-O-mycolyl-alpha-araf-(1->1')-glycerol	 	chemical - endogenous non-mammalian	 	 	 	 	 	3.07E-02	ACSL1,AQP9	 	
Observation 1	 	Hsp90	 	group	 	 	 	 	 	3.07E-02	BCL2L1,BCL6	 	
Observation 1	 	IFNL1	 	cytokine	 	 	 	 	 	3.07E-02	DDX60L,OAS2	 	
Observation 1	 	lithium	 	chemical drug	 	 	 	 	 	3.07E-02	BAG1,YBX1	 	
Observation 1	 	mycophenolic acid	 	chemical drug	 	 	 	 	 	3.07E-02	MGAM,MME	 	
Observation 1	 	amphetamine	 	chemical drug	 	 	 	 	 	3.13E-02	BCL2L1,SNCA	 	
Observation 1	 	AEBP1	 	peptidase	 	 	 	 	 	3.17E-02	ABCA1	 	
Observation 1	 	BQ-788	 	biologic drug	 	 	 	 	 	3.17E-02	AQP9	 	
Observation 1	 	FFAR1	 	g-protein coupled receptor	 	 	 	 	 	3.17E-02	SLC2A1	 	
Observation 1	 	IFNL4	 	cytokine	 	 	 	 	 	3.17E-02	OAS2	 	
Observation 1	 	KDM8	 	enzyme	 	 	 	 	 	3.17E-02	SLC2A1	 	
Observation 1	 	LIPA	 	enzyme	 	 	 	 	 	3.17E-02	ABCA1	 	
Observation 1	 	METRNL	 	other	 	 	 	 	 	3.17E-02	ACSL1	 	
Observation 1	 	PF-3084014	 	chemical drug	 	 	 	 	 	3.17E-02	BCL2L1	 	
Observation 1	 	PIM3	 	kinase	 	 	 	 	 	3.17E-02	BCL2L1	 	
Observation 1	 	PPM1D	 	phosphatase	 	 	 	 	 	3.17E-02	BCL2L1	 	
Observation 1	 	RELN	 	peptidase	 	 	 	 	 	3.17E-02	ABCA1	 	
Observation 1	 	SLC6A1	 	transporter	 	 	 	 	 	3.17E-02	BCL2L1	 	
Observation 1	 	Shc	 	group	 	 	 	 	 	3.17E-02	BCL2L1	 	
Observation 1	 	USP9X	 	peptidase	 	 	 	 	 	3.17E-02	BCL2L1	 	
Observation 1	 	allyl isothiocyanate	 	chemical toxicant	 	 	 	 	 	3.17E-02	BCL2L1	 	
Observation 1	 	astressin 2B	 	biologic drug	 	 	 	 	 	3.17E-02	SLC2A1	 	
Observation 1	 	doxazosin	 	chemical drug	 	 	 	 	 	3.17E-02	ABCA1	 	
Observation 1	 	gossypol	 	chemical drug	 	 	 	 	 	3.17E-02	BCL2L1	 	
Observation 1	 	mastoparan	 	chemical toxicant	 	 	 	 	 	3.17E-02	ABCA1	 	
Observation 1	 	pCPT-cAMP	 	chemical - kinase inhibitor	 	 	 	 	 	3.17E-02	ABCA1	 	
Observation 1	 	pevonedistat	 	chemical drug	 	 	 	 	 	3.17E-02	BCL2L1	 	
Observation 1	 	retinol acetate	 	chemical drug	 	 	 	 	 	3.17E-02	ALPL	 	
Observation 1	 	urea	 	chemical - endogenous mammalian	 	 	 	 	 	3.17E-02	GYPC	 	
Observation 1	 	P38 MAPK	 	group	 	1.944	bias	0.813	 	3.19E-02	ABCA1,ANK1,BCL2L1,BNIP3L	 	
Observation 1	 	CCL2	 	cytokine	 	 	 	 	 	3.20E-02	ABCA1,BCL2L1	 	
