© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_Random_Forest->randomforest_471genes_seed9_stdev0.5 - 2019-03-13 08:41 AM
Workspace	My Projects
Project	AIH_Random_Forest
Analysis	randomforest_471genes_seed9_stdev0.5 - 2019-03-13 08:41 AM
Date	Wed Mar 13 08:41:31 PDT 2019
Analysis ID	17549519

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_Random_Forest->randomforest_471genes_seed9_stdev0.5 - 2019-03-13 08:41 AM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
zopolrestat	chemical drug	3	 	 	0.000	5.21E-03	1.90E-03	AKT1,Ap1,APP,CaMKII,CEBPB,Creb,CREB1,CREBBP,CTNNB1,EGFR,ERBB2,ERK,ESR1,ETS1,ETS2,FOS,FOXO1,HIF1A,HOXA10,HRAS,HSF1,HSPB8,IRS1,IRS2,JAK2,JUN,KAT5,KLF4,LEPR,MAPK1,MAPK3,MED1,MKNK1,NFE2L2,NFKB1,NFKBIA,NR3C1,POU5F1,PPARA,PPARD,PRKAA,PRKCA,RAF1,RARA,RELA,RUNX1,RXRA,SIRT1,SP1,SPHK2,SREBF1,SREBF2,STAT4,STAT5a/b,STAT6,TFCP2,TOB1,TP53,TWIST1,XBP1,YBX1,zopolrestat	 	120 (62)	60	 	 	 	 	JAK2,MAPK1	 	 	 	 	
GAPDH	enzyme	1	 	 	0.000	5.21E-03	3.10E-03	GAPDH	 	4 (1)	1	ARNT,CD28,CD3,filgrastim,MYC	palmitic acid	 	IL10,PARP1	IFIT2,IFNB1,STAT1	 	 	 	 	
alefacept	biologic drug	1	 	 	0.000	5.46E-03	3.10E-03	alefacept	 	5 (1)	1	 	 	 	STAT1	CD3D,SOCS1,TRD,TRG	 	 	 	 	
carvacrol	chemical - endogenous non-mammalian	3	 	 	0.000	5.96E-03	2.70E-03	Akt,AKT1,APP,CaMKII,carvacrol,CEBPB,Creb,CREB1,CREBBP,CTNNB1,EGFR,ESR1,ETS1,ETS2,FOS,HIF1A,HNF4A,HSF1,IL2,IRS1,KAT5,KLF4,MAPK1,MKNK1,NFE2L2,NFKBIA,NR1H3,PGR,POU5F1,PPARA,PPARG,PPARGC1A,progesterone,RAF1,RARA,RB1,RELA,RUNX1,RXRA,SMAD2,SMAD3,SMAD4,Sod,SOD1,SP1,SREBF1,SREBF2,STAT3,STAT5B,SYK,TFCP2,TOB1,TP53,TWIST1,YBX1	 	118 (55)	53	 	 	 	IL10,MAPK1	 	 	 	 	 	
TAS-116	chemical drug	3	 	 	0.000	6.09E-03	1.10E-03	Akt,EGFR,ERK,ESR1,HSP90AA1,HSP90AB1,NADPH oxidase,NCL,RAF1,RELA,STAT3,TAS-116	 	55 (12)	9	 	 	 	 	 	 	 	 	 	
SU6657	chemical - kinase inhibitor	3	 	 	0.000	6.12E-03	2.50E-03	AKT1,Ap1,CaMKII,CD247,CEBPB,Creb,CREB1,CREBBP,CTNNB1,DAG1,EIF4E,ERBB2,ESR1,estrogen receptor,ETS1,ETS2,FADD,FGFR1,FOS,HIF1A,HRAS,HSF1,IRF4,IRF5,IRS1,ITGB1,JUN,KAT5,KLF4,KRAS,MAPK1,MET,MKNK1,MYC,NFE2L2,NFKB1,NFKBIA,NGF,NOS2,PDGFRB,PKD1,POU5F1,PPARG,PRKAA,PRKCD,RAF1,RARA,RB1,RELA,RUNX1,RXRA,SNCA,SP1,SRC,SREBF1,SREBF2,STAT6,SU6657,SYK,TFCP2,TOB1,TP53,TP73,TWIST1,YAP1,YBX1,ZAP70	 	123 (67)	64	 	 	 	 	MAPK1,MYC	 	 	 	 	
eptifibatide	biologic drug	3	 	 	0.000	6.31E-03	3.80E-03	APP,CaMKII,CD247,CEBPB,CEBPD,Creb,CREB1,CREBBP,CTNNB1,CXCL12,EGFR,EIF4E,eptifibatide,ESR1,ETS1,FCER1G,FOS,FOXO1,HIF1A,HSF1,JUN,KAT5,KLF4,MAPK1,MKNK1,MMP2,MMP9,MTOR,MYD88,NFE2L2,NFKB1,NFKBIA,NLRP3,NOTCH1,NR3C1,POU5F1,PPARG,PRKCD,RAF1,RARA,RB1,REL,RELA,RUNX1,RXRA,SMAD2,SP1,SREBF1,SREBF2,SYK,TGFB1,TICAM1,TNF,TOB1,TP53,TWIST1,VEGFA	 	118 (57)	54	 	 	 	MAPK1	 	 	 	 	 	
PDCD1	phosphatase	1	 	 	0.000	6.39E-03	1.60E-03	PDCD1	 	5 (1)	1	CD28,GSK3A,IFNB1,ionomycin,STAT3	PIN1,SATB1	 	STAT1	CD3D	 	 	 	 	
Glycoprotein 1B	complex	3	 	 	0.000	6.61E-03	2.50E-03	AHR,Akt,Ap1,CaMKII,CEBPB,CREB1,CREBBP,CTNNB1,EGFR,ERK,ESR1,ETS1,ETS2,FOS,Glycoprotein 1B,HCK,HIF1A,HSF1,IGF1R,IRF3,ITGA2B,ITGAM,ITGB3,JUN,JUND,KAT5,KLF4,MAP3K14,MAPK1,MAPK8,MKNK1,MTOR,NFE2L2,NFKBIA,NR3C1,PLA2G4A,POU5F1,PPARG,RAF1,RARA,REL,RELA,RUNX1,RXRA,SMAD2,SP1,SREBF1,SREBF2,STAT3,STAT6,SYK,TFCP2,TOB1,TP53,TWIST1	 	116 (55)	51	 	 	 	MAPK1	 	 	 	 	 	
GP9	other	3	 	 	0.000	6.71E-03	2.50E-03	AHR,Akt,Ap1,CaMKII,CEBPB,CREB1,CREBBP,CTNNB1,EGFR,ERK,ESR1,ETS1,ETS2,FOS,GP9,GPIIB-IIIA,HCK,HIF1A,HSF1,IGF1R,IRF3,ITGA2B,ITGAM,ITGB3,JUN,JUND,KAT5,KLF4,MAP3K14,MAPK1,MAPK8,MKNK1,MTOR,NFE2L2,NFKBIA,NR3C1,PLA2G4A,POU5F1,PPARG,RAF1,RARA,REL,RELA,RUNX1,RXRA,SMAD2,SP1,SREBF1,SREBF2,STAT3,STAT6,SYK,TFCP2,TOB1,TP53,TWIST1	 	116 (56)	51	 	(+)-MK-801	 	MAPK1	 	 	 	 	 	
SSPN	other	3	 	 	0.000	6.74E-03	1.90E-03	Akt,Ap1,BCL2L11,Creb,ERK,ESR1,FOXM1,JUN,LAT,MAP2K1,MAPK1,MAPK8,Nfat (family),P38 MAPK,PPARGC1A,PRKAA,Raf,RAF1,Rb,SOD2,SSPN,STAT3,ZAP70	 	63 (23)	20	HOXA10	 	 	 	 	 	 	 	 	
filgrastim	biologic drug	1	 	 	0.000	7.41E-03	4.40E-03	filgrastim	 	18 (1)	1	 	 	 	ATP2B4,GAPDH,IL10,JAK2,KLF9	CST5,ETV7,IFIT2,IGF2BP2,SOCS1,STAT1	 	 	 	 	
interferon beta-1a	biologic drug	2	 	 	0.000	7.52E-03	9.00E-04	IFNAR1,IFNAR2,interferon beta-1a,STAT1,STAT2	 	15 (5)	5	 	 	 	IFNAR1,IRF1,STAT1	 	 	 	 	 	
IFIT2	other	2	 	 	0.000	7.54E-03	1.90E-03	IFIT2,IRF3,PRKCI	 	10 (3)	2	DOCK8,IFN alpha/beta,IFNA2,Ifnar,IFNB1,IFNL1,Interferon alpha,IRF1,IRF5,IRF7,ISGF3,JAK1,MAVS,PARP9,poly rI:rC-RNA,SASH1,STAT1	filgrastim,GAPDH,IL10,IRF8,MAPK1,SOCS1,STAT3	 	 	PRKCI	 	 	 	 	
FFAR3	G-protein coupled receptor	1	 	 	0.000	7.88E-03	6.30E-03	FFAR3	 	6 (1)	1	pentanoic acid,propionic acid	 	 	 	 	 	 	 	 	
IFNL1	cytokine	1	 	 	0.000	7.88E-03	3.40E-03	IFNL1	 	6 (1)	1	IL27,IRF1,IRF3,IRF7,MAPK1,MAVS,poly rI:rC-RNA,SOCS1	PIN1	 	IFIT2,IL10,JAK1,SP110,STAT1,STAT3	miR-122-5p (miRNAs w/seed GGAGUGU)	 	 	 	 	
PIN1	enzyme	2	 	 	0.000	7.92E-03	2.00E-03	CDK5R1,CDKN1B,DAB2,ESR1,estrogen receptor,IRF3,JUN,MEF2C,NFkB (complex),NOTCH1,PIN1,PRKAA,RAF1,RELA,RUNX3,SMAD3,TFCP2,TP53,TP63	 	81 (19)	19	bexarotene	 	 	ESR1,MYC	IFNB1,IFNL1,IRF3,MMP3,PDCD1,PRKAA	 	 	 	 	
GIT2	other	3	 	 	0.000	7.97E-03	3.60E-03	Ap1,Cdc42,CDK5R1,CTNNB1,EGFR,ESR1,GIT2,HIF1A,HRAS,JUN,MAP2K1,MAPK8,MMP9,NR3C2,Pak,PRKCA,RAC1,RAF1,RELA,STAT3,TP53	 	73 (21)	17	ESR1	 	 	 	 	 	 	 	 	
mecamylamine	chemical drug	3	 	 	0.000	8.48E-03	2.10E-03	26s Proteasome,beta-estradiol,CFTR,CHRNA1,CHRNA10,CHRNA3,CHRNA7,CHRNA9,CREBBP,EGFR,ERK,ESR1,L-methionine,MAPK1,MAPT,mecamylamine,MMP9,MYC,NR3C1,RELA,SQSTM1,STAT3,tamoxifen,TP53	 	97 (24)	21	 	 	 	26s Proteasome	CHRNA1	 	 	 	 	
HRG	other	1	 	 	0.000	8.51E-03	5.10E-03	HRG	 	3 (1)	1	 	 	 	 	 	 	 	 	 	
CD3D	transmembrane receptor	3	 	 	0.000	8.67E-03	3.70E-03	Akt,Ap1,CaMKII,CD247,CD3D,CEBPB,CREB1,CREBBP,EGFR,EGR1,ERK,ESR1,ETS1,ETS2,FOS,HIF1A,HRAS,HSF1,KAT5,KLF4,LAT,MAPK1,MKNK1,NCL,NFE2L2,NFKB1,NFKBIA,NR3C1,PLCG1,POU5F1,PPARG,PRKCA,RAF1,RARA,RELA,RUNX1,RXRA,SMAD2,SP1,SREBF1,SREBF2,STAT3,SYK,TFCP2,TOB1,TP53,TWIST1,YAP1,YBX1	 	109 (49)	47	CD3	alefacept,PDCD1	 	MAPK1	 	 	 	 	 	
DNMT3L	transcription regulator	2	 	 	0.000	8.99E-03	5.90E-03	DNMT3A,DNMT3B,DNMT3L	 	10 (3)	2	 	 	 	 	 	 	 	 	 	
alpha-cyano-(3-ethoxy-4-hydroxy-5-phenylthiomethyl)cinnamamide	chemical - kinase inhibitor	3	 	 	0.000	9.11E-03	3.80E-03	Akt,alpha-cyano-(3-ethoxy-4-hydroxy-5-phenylthiomethyl)cinnamamide,Ap1,CaMKII,CEBPB,CREB1,CREBBP,EGFR,ERK,ESR1,ETS1,ETS2,FOS,HIF1A,HSF1,JUN,JUND,KAT5,KLF4,MAPK1,MKNK1,NFE2L2,NR3C1,POU5F1,PPARG,RAF1,RARA,RUNX1,RXRA,SLC4A1,SMAD2,SP1,SREBF1,SREBF2,STAT3,SYK,TFCP2,TOB1,TP53,TWIST1,YBX1	 	109 (41)	40	 	 	 	 	MAPK1,SLC4A1	 	 	 	 	
FNIP1	other	3	 	 	0.000	9.20E-03	5.80E-03	AKT1,AMPK,Ap1,caspase,Creb,CREB1,CTNNB1,EIF2AK2,EIF4E,ERK,ESR1,FMR1,FNIP1,FOXO1,HIF1A,HNF4A,HRAS,HSF1,Insulin,MAPK1,MAPK8,MED1,MKNK1,MLXIPL,MTOR,NFkB (complex),NFKB1,NOS2,NR3C1,PARP1,PGR,PPARGC1A,PRKAA1,PRKCA,PRKCD,RB1,RORC,RPS6KB1,RPTOR,SMAD3,STAT3,TFEB,TSC2	 	83 (43)	40	 	 	 	 	 	 	 	 	 	
idarubicin	chemical drug	3	 	 	0.000	9.51E-03	3.40E-03	26s Proteasome,Ap1,beta-estradiol,CDKN2A,CFTR,Creb,CREBBP,EGFR,ESR1,fulvestrant,HMGA1,idarubicin,IRS1,L-methionine,MAPK1,MAPK9,NFkB (complex),NR3C1,p70 S6k,PLA2G6,RELA,SQSTM1,STAT3,tamoxifen,TP53	 	98 (25)	23	 	 	 	 	26s Proteasome	 	 	 	 	
ESR2	ligand-dependent nuclear receptor	2	 	 	0.000	9.58E-03	2.30E-03	Akt,Ap1,EGFR,ERK,ERK1/2,ESR1,ESR2,JUN,MAPK1,MTOR,NFkB (complex),PPARG,RELA,SP1,STAT3,STAT5A	 	71 (16)	16	ARHGDIA,ARNT,daidzein,estrone,norethindrone acetate	mir-25,PSMC5,toremifene	 	CSF2,FOXO3,GRPR,LRP1B,PTGDS	CTSD,Esr1-Esr1-estrogen-estrogen,MAPK1	 	 	 	 	
calmidazolium	chemical drug	3	 	 	0.000	9.96E-03	6.10E-03	AKT1,ANXA7,Ap1,calmidazolium,CCND1,CD247,Creb,CREB1,CREBBP,CTNNB1,DAG1,DDIT3,EGFR,EIF4E,EPAS1,ERBB2,ESR1,estrogen receptor,ETS1,ETS2,ETV5,F2,F3,FOS,GATA2,HIF1A,HRAS,HSF1,IRF4,IRF5,IRS1,ITGB1,JUN,KAT5,KLF4,KRAS,Mapk,MAPK1,MAPK8,MITF,MKNK1,MYC,NDRG1,NFE2L2,NFKB1,NFKBIA,nitric oxide,NOS2,PGR,PKD1,POU5F1,PPARG,PRKAA,PRKCD,PTHLH,PTK2B,RAF1,RARA,RB1,RELA,RUNX1,RXRA,SNCA,SOX9,SP1,SRC,Sry,STAT6,SYK,tamoxifen,TFCP2,TOB1,TP73,TWIST1,ZAP70	 	111 (75)	69	 	 	 	 	MAPK1	 	 	 	 	
nebivolol	chemical drug	3	 	 	0.000	1.00E-02	6.80E-03	ACACA,ADRB1,ADRB2,AKT1,CD247,Creb,doxorubicin,EGFR,ESR1,FOXO1,HIF1A,HNF4A,HRAS,MAPK1,MAPK8,mitomycin C,NADPH oxidase,nebivolol,NFKBIA,norepinephrine,Nos,NOS2,NOS3,NR5A2,NRF1,PPARA,PPARG,PPARGC1A,PRKCD,RAF1,RXRA,RYR2,SP1,STAT3,TNF,UCP1,ZAP70	 	91 (37)	32	 	 	 	 	 	 	 	 	 	
Ntrk dimer	complex	3	 	 	0.000	1.01E-02	4.70E-03	AKT1,Ap1,Calcineurin protein(s),CEBPB,CREB1,CTNNB1,EGFR,EIF4E,ERK,ESR1,FRS2,Hdac,HRAS,JUN,KRAS,MAPK7,MAPK8,MAPT,MTOR,MYC,Nfat (family),NFkB (complex),NFKBIA,Ntrk dimer,P38 MAPK,PRKAA,RAF1,RAS,REL,RELA,SHC1,SPI1,STAT1,STAT3,STAT5A,Trk Receptor,TSC2,voltage-gated calcium channel,YAP1	 	90 (39)	35	 	 	 	 	 	 	 	 	 	
PPEF2	phosphatase	3	 	 	0.000	1.03E-02	4.90E-03	Ap1,CaMKII,CASP3,CEBPB,CREB1,CREBBP,EGFR,ERK,ESR1,ETS1,ETS2,FOS,HIF1A,HSF1,IL18,JUN,KAT5,KLF4,MAP3K5,MAPK1,MAPK8,MKNK1,NFE2L2,NR3C1,PLA2G6,POU5F1,PPARG,PPEF2,PRKCD,PTEN,RAF1,RARA,RUNX1,RXRA,SMAD2,SP1,SREBF1,SREBF2,STAT3,SYK,TFCP2,TOB1,TP53,TWIST1,YBX1	 	110 (45)	43	 	 	 	 	MAPK1	 	 	 	 	
mir-145	microRNA	1	 	 	0.000	1.04E-02	5.20E-03	mir-145	 	4 (1)	1	FOXO3	 	 	IL10	CD28,PDE3B	 	 	 	 	
RASGRP2	other	3	 	 	0.000	1.04E-02	6.20E-03	ADAM17,Ap1,CaMKII,CEBPB,CREB1,CTNNB1,EGFR,EIF2AK2,EIF4E,ELK1,ERK,ESR1,FOS,HCK,Hdac,HIF1A,HRAS,IRS2,ITGAM,ITGB1,ITGB2,JUN,KRAS,MAPK1,MAPK7,MAPK8,MTOR,MYC,Nfat (family),NFkB (complex),NFKBIA,PRKAA,PRKCD,Rap1,RAP1A,RAP1B,RAS,RASGRP2,RELA,SPI1,STAT6,SYK,TSC2,YAP1	 	90 (44)	38	 	SATB1	 	 	 	 	 	 	 	
26s Proteasome	complex	2	 	 	0.000	1.08E-02	3.60E-03	26s Proteasome,beta-estradiol,CFTR,CREBBP,EGFR,ERK1/2,ESR1,fulvestrant,L-methionine,MAPK1,MTORC1,NFATC1,NFkB (complex),NR3C1,RELA,SQSTM1,STAT1,STAT3,tamoxifen,TP53	 	97 (20)	20	mecamylamine,NHLRC1	chloroquine,idarubicin,N-Ac-Leu-Leu-norleucinal,palmitic acid,PRKAA	 	MYC	ARNT,CTSD,ESR1,IFNB1,MAPK1,MICA,PKD1,STAT1,STAT3,VPS18	 	 	 	 	
BSCL2	other	3	 	 	0.000	1.08E-02	6.10E-03	ADAM17,Ampa Receptor,Ap1,BSCL2,CEBPB,Creb,CREB1,CREBBP,CTNNB1,EGFR,ERK,ESR1,ETS1,ETS2,FOS,HIF1A,HSF1,JUN,KAT5,KLF4,KRAS,LPIN1,MAPK1,MKNK1,NFE2L2,NR3C1,NR5A2,POU5F1,PRKCA,RAF1,RARA,RUNX1,RXRA,SMAD2,SP1,SREBF1,STAT3,SYK,TFCP2,TOB1,TWIST1	 	96 (41)	38	 	 	 	MAPK1	 	 	 	 	 	
Interferon alpha	group	1	 	 	0.000	1.12E-02	1.80E-03	Interferon alpha	 	14 (1)	1	HSPD1,IFNA2,IRAK1,IRF5,MAVS,poly rI:rC-RNA,vanadium pentoxide	chloroquine	 	IFIT2,Ifnar,Il12 receptor,IL12RB2,IL27,ISGF3,JAK1,SOCS1	CSF2,IL12RB1,MAPK1,MMP3,MYC	 	 	 	 	
methyl methanesulfonate	chemical toxicant	1	 	 	0.000	1.13E-02	6.80E-03	methyl methanesulfonate	 	4 (1)	1	 	 	 	CTSD	 	 	 	 	 	
DNA-PK	complex	2	 	 	0.000	1.14E-02	2.80E-03	Akt,AKT1,DNA-PK,ESR1,IRF3,JUN,NFKB1,PDX1,PRKDC,TP53,VCP	 	70 (11)	10	 	 	 	ESR1,IRF3	 	 	 	 	 	
phosphoramidon	chemical - endogenous non-mammalian	3	 	 	0.000	1.15E-02	5.50E-03	Akt,AKT1,Ap1,CaMKII,CEBPB,CREB1,CREBBP,ECE1,EGFR,ERK,ESR1,ETS1,ETS2,FOS,GZMB,HIF1A,HSF1,JUN,JUND,KAT5,KLF4,MAPK1,MKNK1,MME,NFE2L2,NOTCH1,NR3C1,phosphoramidon,POU5F1,PPARG,RAF1,RARA,RELA,RUNX1,RXRA,SMAD2,SP1,SREBF1,SREBF2,STAT3,SYK,TFCP2,TOB1,TP53,TWIST1,YBX1	 	109 (46)	42	 	 	 	 	MAPK1	 	 	 	 	
PHB2	transcription regulator	2	 	 	0.000	1.20E-02	5.00E-03	ESR1,estrogen receptor,PHB2	 	37 (3)	3	CD28,CD3	 	 	SOCS1	Esr1-Esr1-estrogen-estrogen,STAT3	 	 	 	 	
RPS6KA1	kinase	2	 	 	0.000	1.35E-02	4.40E-03	BCL2L11,CDKN1B,Creb,CREB1,CREBBP,ESR1,FOS,Gsk3,MITF,MKNK1,NFkB (complex),Pka catalytic subunit,RELA,RPS6KA1,STK11,TOB1,TSC2	 	73 (17)	16	MAPK1	 	 	ESR1,WWC1	 	 	 	 	 	
POR	enzyme	1	 	 	0.000	1.36E-02	1.06E-02	POR	 	6 (1)	1	 	 	 	 	ACAT2,LSS,STAT1	 	 	 	 	
miR-122-5p (miRNAs w/seed GGAGUGU)	mature microRNA	1	 	 	0.000	1.36E-02	1.13E-02	miR-122-5p (miRNAs w/seed GGAGUGU)	 	5 (1)	1	 	IFNL1	 	 	BACH2,FOXP1,NUMBL	 	 	 	 	
mir-132	microRNA	3	 	 	0.000	1.38E-02	4.80E-03	ADCY,AKT1,Ap1,CEBPB,Creb,CREB1,cyclic AMP,EIF2AK2,EIF4E,ESR1,FASN,FOXO1,Hdac,HRAS,ITGAM,KRAS,MAP2K1,MAP2K4,MAPK1,MAPK7,MAPT,mir-132,MTOR,MYC,MYOD1,Nfat (family),NFE2L2,NFkB (complex),NFKBIA,PEA15,PRKAA,PRKCA,RAF1,RAS,SELP,SPI1,STAT3,STAT5A,STK11,TSC2,voltage-gated calcium channel,YAP1	 	98 (42)	40	 	 	 	 	ARHGEF11,FOXO3	 	 	 	 	
GRB14	other	3	 	 	0.000	1.41E-02	5.80E-03	ADAM17,CD247,CD3E,EGFR,ERK,ESR1,GRB14,IFNAR1,INSR,IRF3,ITGB1,JAK1/2,KDR,LAT,LEPR,MAPK1,MAPT,NFE2L2,NFKB1,NR1H3,PPARA,PRKCI,PTPN1,RAF1,RAS,RELA,SREBF1,STAT6	 	71 (28)	27	FOXO3	 	 	 	 	 	 	 	 	
TRG	other	3	 	 	0.000	1.42E-02	6.50E-03	Akt,Ap1,CaMKII,CEBPB,CEBPD,CREB1,CREBBP,EGFR,ERK,ESR1,ETS1,ETS2,FCER1G,FOS,HIF1A,HSF1,JUN,JUND,KAT5,KLF4,MAPK1,MKNK1,NFE2L2,NR3C1,POU5F1,PPARG,RAF1,RARA,RB1,RUNX1,RXRA,SMAD2,SP1,SREBF1,SREBF2,STAT3,SYK,TFCP2,TOB1,TP53,TRG,TWIST1,YBX1,ZAP70	 	108 (44)	43	CSF2,trans-hydroxytamoxifen	alefacept	 	MAPK1	 	 	 	 	 	
toremifene	chemical drug	2	 	 	0.000	1.43E-02	7.40E-03	ESR1,ESR2,estrogen receptor,toremifene	 	39 (4)	3	 	 	 	ESR1	ESR2	 	 	 	 	
ANKRD17	other	2	 	 	0.000	1.44E-02	4.70E-03	ANKRD17,IRF3	 	9 (2)	2	MYC	 	 	IFNB1,IRF3	 	 	 	 	 	
histrelin	biologic drug	3	 	 	0.000	1.47E-02	1.13E-02	Akt,EGR1,EIF4E,ESR1,FOS,FSH,FST,GNRH,GNRH1,GNRH2,GNRHR,histrelin,IRS1,JUN,MKNK1,NFkB (complex),NR3C1,PGR,PRKAA,RELA,voltage-gated calcium channel	 	57 (21)	16	 	 	 	 	 	 	 	 	 	
CDC73	other	1	 	 	0.000	1.49E-02	8.50E-03	CDC73	 	2 (1)	1	daidzein	 	 	IRF1,MYC,SOCS1,STAT1	 	 	 	 	 	
6-aminopyrazolopyrimidine derivative compound II	chemical - kinase inhibitor	2	 	 	0.000	1.51E-02	3.30E-03	6-aminopyrazolopyrimidine derivative compound II,IRF3,TBK1	 	10 (3)	3	 	 	 	 	IFNB1,IL10,IRF3,IRF7	 	 	 	 	
PKD1	ion channel	1	 	 	0.000	1.54E-02	1.33E-02	PKD1	 	9 (1)	1	 	26s Proteasome	 	JAK2,SLC4A1,STAT1,STAT3	cyclic AMP	 	 	 	 	
DNMT3B	enzyme	2	 	 	0.000	1.55E-02	1.03E-02	DNMT3A,DNMT3B	 	10 (2)	2	MYC	 	 	STAT1	RASSF1	 	 	 	 	
MAPK1	kinase	2	 	 	0.000	1.56E-02	7.20E-03	Akt,Ap1,CaMKII,CEBPB,CREB1,CREBBP,EGFR,ERK,ESR1,ETS1,ETS2,FOS,HIF1A,HSF1,JUN,JUND,KAT5,KLF4,MAPK1,MKNK1,NFE2L2,NR3C1,POU5F1,PPARG,RAF1,RARA,RUNX1,RXRA,SMAD2,SP1,SREBF1,SREBF2,STAT3,SYK,TFCP2,TOB1,TP53,TWIST1,YBX1	 	107 (39)	39	ADAP1,alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid,BSCL2,C5AR1,carvacrol,CD28,CD3,CD3D,CSF2,Ctf2,cyclic AMP,D-serine,eptifibatide,fenoterol,Glycoprotein 1B,GP9,GRPR,IFNA2,IFNB1,IGF2BP2,ionomycin,IQGAP1,IRAK1,JAK2,lavendustin A,leukotriene D4,palmitic acid,poly rI:rC-RNA,PRLH,TRD,TRG,vanadium pentoxide	26s Proteasome,alpha-cyano-(3-ethoxy-4-hydroxy-5-phenylthiomethyl)cinnamamide,calmidazolium,cetrorelix,DUSP22,ESR2,Go 6976,IL10,Interferon alpha,JAK1,phosphoramidon,PPEF2,RASSF1,simvastatin,SOCS1,SU6657,W7,wogonin,zopolrestat	 	IFNL1,PARP1,RPS6KA1,RXRA	FOXP3,IFIT2,IRF7,MYC,SP110,STAT3	 	 	 	 	
GPR68	G-protein coupled receptor	3	 	 	0.000	1.57E-02	9.10E-03	Akt,Ap1,CDK5R1,Creb,EGFR,ESR1,GPR68,HIF1A,HRAS,Nfat (family),NR3C2,PRKCA,RAC1,Ras homolog,RELA,TP53,YAP1	 	65 (17)	15	 	 	 	 	 	 	 	 	 	
IFNA17	cytokine	2	 	 	0.000	1.59E-02	3.20E-03	IFNA17,STAT1,STAT4	 	18 (3)	2	IRF3,IRF7	 	 	STAT1	 	 	 	 	 	
SIKE1	other	2	 	 	0.000	1.60E-02	3.10E-03	IKBKE,IRF3,SIKE1,TBK1	 	10 (4)	3	 	 	 	 	IFNB1,IRF3	 	 	 	 	
Il12 receptor	complex	3	 	 	0.000	1.60E-02	9.10E-03	ADAM17,AHR,AKT1,Ap1,CCND1,CEBPA,CEBPB,Creb,CREB1,CSF2,cytokine,DDIT3,EDN1,EGFR,EIF4E,ERBB2,ERBB3,ERK,ESR1,estrogen receptor,FOS,GATA3,HIF1A,HNF4A,HOXA10,HRAS,IFNG,IL12 (complex),IL12 (family),Il12 receptor,IL12RB1,IL12RB2,IL1B,IRS1,IRS2,JAK,JAK2,LEPR,MAPT,MKNK1,MTOR,MYC,MYCN,Nfat (family),NFE2L2,NFkB (complex),NFKB1,NFKB2,NFKBIA,NLRP3,NOS2,NR1I2,PPARG,PRKCD,RAF1,RELA,RORC,SIRT1,SP1,STAT1,STAT4,STAT5a/b,STAT6,STK11,TOB1,TP53,TSC2,TYK2	 	131 (68)	64	CD28,CD3,IFNB1,Interferon alpha	IL10	 	STAT1	 	 	 	 	 	
IFNA10	cytokine	2	 	 	0.000	1.62E-02	3.30E-03	IFNA10,STAT1,STAT4	 	18 (3)	2	IRF3,IRF7	 	 	STAT1	 	 	 	 	 	
IFNA14	cytokine	2	 	 	0.000	1.62E-02	3.30E-03	IFNA14,STAT1,STAT4	 	18 (3)	2	IRF3,IRF7	 	 	STAT1	 	 	 	 	 	
IFNA21	cytokine	2	 	 	0.000	1.62E-02	3.30E-03	IFNA21,STAT1,STAT4	 	18 (3)	2	IRF3,IRF7	 	 	STAT1	 	 	 	 	 	
IFNA7	cytokine	2	 	 	0.000	1.62E-02	3.30E-03	IFNA7,STAT1,STAT4	 	18 (3)	2	IRF3,IRF7	 	 	STAT1	 	 	 	 	 	
ethynodiol diacetate	chemical drug	2	 	 	0.000	1.62E-02	7.70E-03	ESR1,ethynodiol diacetate,PGR	 	37 (3)	2	 	 	 	ESR1	 	 	 	 	 	
etonogestrel	chemical drug	2	 	 	0.000	1.62E-02	7.70E-03	ESR1,etonogestrel,PGR	 	37 (3)	2	 	 	 	ESR1	 	 	 	 	 	
IFNA16	cytokine	2	 	 	0.000	1.65E-02	3.40E-03	IFNA16,STAT1,STAT4	 	18 (3)	2	IRF3,IRF7	 	 	STAT1	 	 	 	 	 	
desogestrel	chemical drug	2	 	 	0.000	1.68E-02	7.80E-03	desogestrel,ESR1,PGR	 	37 (3)	2	 	 	 	ESR1	 	 	 	 	 	
norgestimate	chemical drug	2	 	 	0.000	1.70E-02	8.10E-03	ESR1,norgestimate,PGR	 	37 (3)	2	 	 	 	ESR1	 	 	 	 	 	
IFNW1	cytokine	2	 	 	0.000	1.71E-02	3.50E-03	IFNW1,STAT1,STAT4	 	18 (3)	2	IRF3,IRF7,SP110	 	 	STAT1	 	 	 	 	 	
KLF9	transcription regulator	2	 	 	0.000	1.72E-02	8.50E-03	ESR1,KLF9,PGR	 	37 (3)	2	filgrastim	 	 	 	ESR1	 	 	 	 	
