© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_DESeq2_formanuscript_041119->AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM
Workspace	My Projects
Project	AIH_DESeq2_formanuscript_041119
Analysis	AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM
Date	Sat Dec 29 20:24:02 PST 2018
Analysis ID	17253753

Experimental Metadata
projectname	AIH
organism	Human
case.tissue	Peripheral Blood
control.tissue	Peripheral Blood

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	down regulated -0.6 and up regulated 0.6
Cutoff for Expression qvalue	0.05
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_DESeq2_formanuscript_041119->AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	MUC1	 	other	 	1.000	bias	0.451	0.098	4.87E-03	ARG1,IFIT1B,IFIT3,OASL	CEBPA,IRF3,JUN,MUC1,MYD88,NFKB1,NFkB (complex),NR3C1,RELA,STAT1,STAT3,TNF	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	trichostatin A	 	chemical drug	 	0.667	bias	0.430	-0.650	5.05E-03	ABCA1,ALPL,ARG1,BCL2A1,CAMP,CDKN2D,DUSP1,GADD45A,MMP9,OSM,SAT1,SIAH2,SLC8A1,TLR2,TLR4	ATF2,Ap1,CSF2,FOS,JUN,NFKB1,NFKBIA,NFkB (complex),RELA,SP1,SREBF1,STAT1,STAT3,STAT5A,STAT5a/b,TP53,trichostatin A	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	morphine	 	chemical drug	 	1.277	bias	0.283	0.645	5.08E-03	ADM,CA1,MMP9,TLR2,TLR4,TXN	CEBPD,CREB1,CREBBP,HMGB1,IL1,IL12 (complex),JUN,NFKB1,NFKBIA,NFkB (complex),NR3C1,RELA,STAT1,STAT3,STAT4,STAT5a/b,beta-estradiol,cytokine,morphine	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	NFAT5	0.078	transcription regulator	 	 	 	 	 	5.19E-03	BCL2A1,CD24,LCN2	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	NGFR	 	transmembrane receptor	 	 	 	 	 	5.19E-03	A2M,IL1RL1,SORT1	CREB1,JUN,NFKB1,NFkB (complex),NGF,NGFR,TP53	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	TYK2	0.064	kinase	 	 	 	 	 	5.19E-03	CD274,IL18R1,SOCS3	EP300,HMGB1,IL1B,MYC,NFKB1,NFkB (complex),PI3K (complex),RELA,RNA polymerase II,STAT1,STAT3,TYK2,estrogen receptor	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	Bay 11-7082	 	chemical - kinase inhibitor	 	-1.964	bias	-0.745	 	5.48E-03	BCL2A1,MMP9,SAMSN1,TLR2	ATF2,Bay 11-7082,HMGB1,IL2,JUN,NFKB1,NFKBIA,NFkB (complex),NR3C1,P38 MAPK,RELA,STAT1,STAT3,STAT5A,STAT5a/b,Tnf (family)	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	CIP2A	-0.232	other	 	-1.177	bias	-0.311	-0.567	5.48E-03	E2F2,GADD45A,SAT1,SLC22A4	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	PDCD1	-0.127	phosphatase	 	0.000	bias	-0.342	0.684	5.48E-03	HIST1H3B,KLRF1,PADI2,SH2D1B	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	SIN3A	-0.002	transcription regulator	 	 	 	 	 	5.48E-03	BCL6,E2F2,MMP9,S100A9	HDAC1,KLF5,SIN3A,TP53	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	ADCY7	-0.019	enzyme	 	 	 	 	 	5.48E-03	IL1RL1,TLR4	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	MIR320	 	group	 	 	 	 	 	5.48E-03	ETS2,MMP9	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	RNF216	-0.148	enzyme	 	 	 	 	 	5.48E-03	IFIT1,ISG15	IFNB1,IRF1,IRF3,IRF5,IRF7,NFkB (complex),RELA,RNF216,STAT1,STAT2,STAT3,TICAM1,TLR3,TLR9	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	IL27	0.280	cytokine	 	1.035	bias	0.418	0.033	5.63E-03	CD163,CD274,CEBPD,CR1,OAS1,SOCS3	EP300,IL10,IL17A,IL27,IRF8,IRF9,JUN,MYC,NFKB1,NFKBIA,NFkB (complex),RELA,RNA polymerase II,SPI1,STAT1,STAT2,STAT3,STAT5a/b	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	Vegf	 	group	 	1.000	bias	0.584	 	5.66E-03	A2M,ALOX5AP,BCL2A1,FKBP5,GRB10,IL1R1,KLF1,LCN2,MMP9,RGS2,SOCS3,TMEM158,TPST1	Akt,Ap1,CEBPB,CREB1,CREM,ERK1/2,FOXO3,HMGB1,JUN,MAPK14,MYC,NFKB1,NFKBIA,NFkB (complex),NR3C1,PI3K (complex),PPARG,RELA,STAT1,STAT3,Vegf,estrogen receptor	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	MAPK14	0.512	kinase	 	1.949	bias	0.471	0.737	5.75E-03	ABCA1,ALOX5AP,CEBPD,DUSP1,GADD45A,MMP9,SOCS3	ATF2,CREB1,EGF,ERK,FOXO3,JUN,Jnk,MAPK14,MAPK8,MYC,NFKB1,NFKBIA,NFkB (complex),NR3C1,P38 MAPK,RELA,RXRA,SRF,STAT3,TP53	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	ZBTB16	0.627	transcription regulator	 	1.067	 	0.060	0.948	5.83E-03	BCL6,CD274,IL18R1,IL18RAP,MMP9,TSC22D3	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	TO-901317	 	chemical reagent	 	0.405	 	0.244	-0.214	5.84E-03	ABCA1,ACSL1,ADM,HP,LGALS3,MMP9,PGLYRP1,TLR4	CEBPA,ESR1,JUN,NFkB (complex),NR3C1,PGR,PPARA,PPARG,RXRA,SREBF1,STAT3,TNF,TO-901317,cholesterol,progesterone	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	TP53	-0.136	transcription regulator	 	1.785	 	0.176	0.948	6.01E-03	A2M,ACSL1,ANXA3,BCAT1,BCL2A1,CDKN2D,CEBPD,COL6A2,DUSP1,E2F2,F5,FKBP5,FOXO3,GADD45A,GBP1,HERC5,HMGB2,ISG15,KCNJ2,LGALS3,MMP9,MYBL2,MYL4,NLRC4,OAS1,PADI2,SAT1,SERPING1,TCN2,TFDP1,TGFA,TRIM22,TSC22D3	ATF4,BRCA1,CDKN2A,HDAC1,MAPK1,MYC,NCOA2,NFKB1,NFKBIA,NFkB (complex),RELA,RNA polymerase II,STAT1,STAT3,STAT5a/b,TP53	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	Cdk	 	group	 	 	 	 	 	6.20E-03	DUSP1,GADD45A,RGS2	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	IL17RA	0.318	transmembrane receptor	 	 	 	 	 	6.20E-03	MMP9,S100A8,S100A9	IL17A,IL17RA,IL1B,JUN,MYC,NFKB1,NFKBIA,NFkB (complex),RELA,STAT3,TRAF3IP2	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	lactic acid	 	chemical - endogenous mammalian	 	 	 	 	 	6.20E-03	BSG,CLEC4E,TXN	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	GATA1	0.438	transcription regulator	 	0.243	 	0.199	-0.241	6.29E-03	ALOX5AP,BLVRB,CA1,CDKN2D,EPB42,IL1RL1,KLF1,NFIL3	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	AIRE	-0.160	transcription regulator	 	 	 	 	 	6.47E-03	LTF,MMP9,PTGDR,S100A9	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	BSCL2	0.393	other	 	 	 	 	 	6.47E-03	ACSL1,IL1RL1,PYGL,RSAD2	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	GFI1	-0.018	transcription regulator	 	 	 	 	 	6.54E-03	AZU1,ELANE,ETS2,IL1R1,SERPINA1	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	genistein	 	chemical drug	 	-1.929	 	0.223	-2.631	6.54E-03	A2M,ADM,ARG1,DUSP1,IFIT2,KCNJ2,LTF,MMP9,PER1,SLC1A5,SORT1	CEBPB,CREB1,Creb,EP300,IL6,MYC,NFKB1,NFKBIA,NFkB (complex),Pkc(s),RELA,RNA polymerase II,STAT1,STAT3,STAT5a/b,TP53,genistein	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	DUSP4	-0.175	phosphatase	 	 	 	 	 	6.65E-03	DUSP1,IL1RL1	ATF2,Ap1,DUSP4,FOS,JUN,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,RELA	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	MED14	-0.023	transcription regulator	 	 	 	 	 	6.65E-03	DUSP1,ISG15	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	MTF1	0.273	transcription regulator	 	 	 	 	 	6.65E-03	MMP9,MT2A	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	ST3-Hel2A-2	 	chemical reagent	 	 	 	 	 	6.65E-03	BCL6,GADD45A	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	CYP27B1	 	enzyme	 	 	 	 	 	6.74E-03	ALPL,SLC8A1,TLR2	CEBPA,CYP27B1,NFKBIA,NFkB (complex),RNA polymerase II,RXRA,calcitriol	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	Histone h3	 	group	 	 	 	 	 	6.78E-03	CA4,CEACAM1,FKBP5,IFI6,IFITM3,MMP9,MYBL2,RSAD2,S100A8,S100A9,SOCS3,TLR2	Histone h3,IFNA2,IFNG,IL4,IRF1,IRF4,IRF5,IRF8,ISGF3,SP1,SREBF1,STAT1,STAT2,STAT3,STAT5a/b,STAT6	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	bexarotene	 	chemical drug	 	-0.294	bias	0.350	-1.200	6.80E-03	ABCA1,DUSP1,MMP9,S100A9,SIAH2,TGFA,TSC22D3	CEBPA,CEBPB,IL6,JUN,MYC,NFkB (complex),NR3C1,STAT1,STAT3,TNF,bexarotene	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	TBX5	 	transcription regulator	 	1.000	bias	0.540	 	6.83E-03	CACNA1C,KCNJ2,MYL4,SLC8A1	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	mir-15	 	microrna	 	1.192	bias	-0.266	1.720	6.83E-03	IFIT1,ISG15,MMP9,OAS1	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	triptolide	 	chemical drug	 	 	 	 	 	6.83E-03	DUSP1,SOCS3,TLR2,TLR4	ATF2,CREBBP,EP300,HMGB1,IL17A,JUN,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,RELA,STAT1,STAT3,STAT5a/b,cytokine,triptolide	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	sirolimus	 	chemical drug	Inhibited	-2.264	bias	-0.398	-0.892	6.84E-03	ADM,ARG1,BCL2A1,CDA,CREG1,IRS2,ISG15,LCN2,LGALS3,MMP9,SLC1A5,SOCS3,TUBB2A	Akt,Ap1,CEBPA,FOXO3,IL1B,JUN,MYC,NFKB1,NFKBIA,NFkB (complex),PPARG,RELA,STAT1,STAT3,STAT5a/b,TP53,sirolimus	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	ELAVL1	-0.173	other	 	 	 	 	 	7.08E-03	ABCA1,DUSP1,MYBL2,SAT1,TSC22D3	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	PTGER2	-0.065	g-protein coupled receptor	Activated	2.236	bias	0.532	 	7.08E-03	CLEC4D,IL1R2,MMP9,TNFAIP6,TREM1	Creb,FOS,IL1B,JUN,MYC,NFKB1,NFkB (complex),PTGER2,RELA,STAT3,prostaglandin E2	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	ATP-gamma-S	 	chemical reagent	 	 	 	 	 	7.20E-03	FOXO3,IL1R2,MMP9,TGFA	ATP-gamma-S,HMGB1,IL2,JUN,STAT1,STAT5A,STAT5a/b	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	HIPK2	0.117	kinase	 	0.492	bias	0.258	-0.004	7.20E-03	ALOX5AP,KLF1,LGALS3,SLC25A37	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	RXRA	0.336	ligand-dependent nuclear receptor	Activated	2.000	bias	0.413	1.174	7.26E-03	ABCA1,ACSL1,CEBPD,LCN2,LTF,MPO,S100A8,SAT1,TXN	CEBPA,NFKBIA,PGR,PPARA,PPARG,RXRA,SREBF1,estrogen receptor	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	CTNNB1	0.097	transcription regulator	 	 	 	 	 	7.29E-03	CDKN2D,CEACAM1,CREG1,FCER1G,GPA33,HDGF,IFIT1,IL1R1,KLF5,LGALS3,LY6E,MMP9,MYL4,S100A8,SERPINA1,SLC1A5,TGFA	CTNNB1,TCF	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	CSF1R	0.095	kinase	 	 	 	 	 	7.31E-03	ARG1,CD163,MMP9	CSF1,CSF1R,STAT5a/b	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	LGR4	-0.673	transmembrane receptor	 	 	 	 	 	7.31E-03	AQP9,BLVRB,PLBD1	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	CLOCK	-0.067	transcription regulator	 	 	 	 	 	7.32E-03	ACVR2B,CA1,FKBP5,GADD45A,NFIL3,PER1	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	PTGER4	0.073	g-protein coupled receptor	 	-0.577	 	-0.188	-0.121	7.32E-03	CMPK2,IFIT1B,IFIT2,MMP9,OSM,RSAD2	CREBBP,EP300,IFNG,IRF1,IRF5,MYC,NFkB (complex),NR3C1,PTGER4,RELA,RNA polymerase II,STAT1,STAT2,STAT3	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	SMAD7	-0.226	transcription regulator	 	0.816	 	-0.232	1.385	7.32E-03	ACVR2B,ADAMTS2,GADD45A,MMP9,TGFA,TXN	EGFR,FOXO3,MYC,PPARG,SIN3A,SMAD7,STAT5a/b	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	pyrrolidine dithiocarbamate	 	chemical reagent	 	-1.938	bias	-0.561	 	7.37E-03	BCL2A1,MMP9,SAMSN1,TLR2,TLR4	Ap1,IL17A,JUN,NFKB1,NFKBIA,NFkB (complex),RELA,STAT1,STAT3,STAT5a/b,TP53,pyrrolidine dithiocarbamate	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	MAP3K14	-0.116	kinase	 	1.982	bias	0.641	 	7.58E-03	GADD45A,IL1R2,MMP9,TNFAIP6	JUN,Jnk,MAP3K14,MYC,NFKB1,NFKBIA,NFkB (complex),NR3C1,RELA,STAT1,STAT3	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	romidepsin	 	biologic drug	 	 	 	 	 	7.58E-03	BCL2A1,CDKN2D,DUSP1,MMP9	CDKN1A,CDKN2A,CREM,ERK1/2,HDAC1,JUN,KLF5,MYC,NFKB1,NFKBIA,NFkB (complex),NR3C1,PPARG,RELA,SIN3A,TP53,romidepsin	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	MET	 	kinase	Activated	2.219	bias	0.521	 	7.66E-03	CD274,IFIT1B,SLA,SOCS3,TGFA	HMGB1,MET,PARP1	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	phenethyl isothiocyanate	 	chemical drug	 	 	 	 	 	7.66E-03	IFIT1,IFIT2,IFIT3,TGFA,TXN	IRF3,IRF5,IRF7,NFkB (complex),STAT1,TLR3,phenethyl isothiocyanate	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	CTF1	0.372	cytokine	 	 	 	 	 	7.91E-03	A2M,CEBPD,SOCS3	CTF1,IL6ST,IRF8,IRF9,JUN,Jnk,MYC,NFKB1,NFKBIA,NFkB (complex),NR3C1,RELA,SPI1,STAT,STAT1,STAT2,STAT3	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	mercuric chloride	 	chemical toxicant	 	 	 	 	 	7.91E-03	GADD45A,HP,TXN	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	MTORC2	 	complex	 	 	 	 	 	7.92E-03	IFIT2,ISG15	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	STAT1/3/5 dimer	 	complex	 	 	 	 	 	7.92E-03	MT2A,SOCS3	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	azithromycin	 	chemical drug	 	 	 	 	 	7.92E-03	MMP9,TREM1	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	glycerol	 	chemical - endogenous mammalian	 	 	 	 	 	7.92E-03	ABCA1,TLR4	CEBPA,PGR,PPARA,PPARG,RXRA,SREBF1,glycerol	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	VIP	 	other	 	0.485	 	-0.055	0.607	7.96E-03	CD274,CEBPD,IL1RL1,SORT1,TLR4	CEBPB,IL1B,IL6,MYC,NFKB1,NFKBIA,NFkB (complex),RELA,STAT1,STAT3,VIP	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	AICAR	 	chemical - endogenous mammalian	 	-1.067	 	-0.023	-1.021	7.98E-03	ABCA1,FOXO4,MMP9,SOCS3	AICAR,ATF2,CEBPB,CREB1,CREM,ERK1/2,HMGB1,JUN,Jnk,MAPK14,MYC,NFKB1,NFKBIA,NFkB (complex),NR3C1,P38 MAPK,PI3K (complex),PPARG,RELA,STAT1,STAT3,estrogen receptor	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	FANCC	-0.426	other	 	 	 	 	 	7.98E-03	AQP9,IFI44L,IL1R1,OAS1	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	MAP3K8	0.261	kinase	Activated	2.219	 	0.103	1.990	8.04E-03	ARG1,CEBPD,HP,MMP9,SLA,SOCS3	ATF2,CEBPB,CHUK,CREB1,IL1B,IL6,IRF3,IRF5,JUN,MAP3K8,MAPK14,MYC,NFKB1,NFKBIA,NFkB (complex),NR3C1,P38 MAPK,RELA,STAT1,STAT3	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	cytokine	 	group	Activated	2.380	bias	0.630	 	8.29E-03	DUSP1,MMP9,SOCS3,TLR2,TLR4,TNFAIP6	ATF2,CEBPD,HMGB1,IL1,JUN,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,PI3K (complex),RELA,STAT1,STAT3,cytokine,estrogen receptor,hyaluronic acid	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	GNB2	0.352	enzyme	 	 	 	 	 	8.54E-03	DUSP1,IL1R2,TSC22D3	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	NPM1	0.008	transcription regulator	 	 	 	 	 	8.54E-03	LTF,MMP8,MMP9	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	STAT	 	group	 	 	 	 	 	8.54E-03	A2M,CEBPD,SOCS3	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	NCOA2	0.221	transcription regulator	Activated	2.214	bias	0.443	1.233	8.58E-03	IFIT1B,IFIT2,ISG15,OASL,TSC22D3	CREBBP,IRF8,IRF9,JUN,NCOA2,NR3C1,RELA,RNA polymerase II,SPI1,STAT1,STAT2,STAT3	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	INS	 	other	 	-1.320	 	0.117	-1.582	8.81E-03	ADM,AQP9,ASPH,DUSP1,GRB10,IRS2	CEBPB,CREB1,CREM,Creb,IGF1,INS,JUN,NFKBIA,NFkB (complex),RNA polymerase II	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	linoleic acid	 	chemical - endogenous mammalian	 	0.692	bias	0.281	0.143	8.81E-03	ABCA1,DUSP1,S100A8,S100A9	CREB1,CREM,Ca2+,Creb,FOS,IL12B,MYC,NFKB1,NFKBIA,PPARA,PPARG,Pkc(s),RXRA,STAT,STAT3,estrogen receptor,linoleic acid	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	cilostazol	 	chemical drug	 	 	 	 	 	9.20E-03	ABCA1,MMP9,TLR4	CREM,ERK1/2,HMGB1,JUN,MYC,NFkB (complex),PI3K (complex),PPARG,RELA,STAT1,cilostazol,estrogen receptor	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	hexamethylene bisacetamide	 	chemical reagent	 	 	 	 	 	9.20E-03	BCL2A1,CREG1,IFIT3	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	Calcineurin protein(s)	 	complex	 	1.969	bias	0.454	1.075	9.25E-03	DUSP1,NFIL3,RGS2,SLC8A1	CEBPB,CREB1,CREM,Calcineurin protein(s),Creb,HDAC4,RNA polymerase II	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	RXRB	-0.030	ligand-dependent nuclear receptor	 	 	 	 	 	9.25E-03	ABCA1,ACSL1,LCN2,S100A8	CEBPA,IRF1,NR3C1,RXRB,STAT1,STAT3,tretinoin	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	1-chloro-2-(2,2,2-trichloro-1-(4-chlorophenyl)ethyl)benzene	 	chemical toxicant	 	 	 	 	 	9.29E-03	GADD45A,LTF	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	BPIFA1	 	other	 	 	 	 	 	9.29E-03	CAMP,LTF	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	CLEC10A	-0.331	other	 	 	 	 	 	9.29E-03	MMP9,MPO	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	IL13RA2	 	transmembrane receptor	 	 	 	 	 	9.29E-03	MMP9,VNN1	CREM,ERK1/2,IL13RA2,JUN,MYC,PPARG,RELA	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	LPAR1	0.279	g-protein coupled receptor	 	 	 	 	 	9.29E-03	KLF5,MMP9	CREB1,ERK,FOXO3,LPAR1,RXRA,TP53	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	OPRM1	 	g-protein coupled receptor	 	 	 	 	 	9.29E-03	ADM,MMP9	Akt,Ap1,FOXO3,HIF1A,JUN,MTOR,NFkB (complex),OPRM1,RELA,STAT,STAT1,STAT3,morphine	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	PLA2G2D	 	enzyme	 	 	 	 	 	9.29E-03	ARG1,S100A9	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	PLA2G2E	 	enzyme	 	 	 	 	 	9.29E-03	CAMP,S100A9	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	PPIA	0.107	enzyme	 	 	 	 	 	9.29E-03	BSG,MMP9	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	SLC4A1	0.531	transporter	 	 	 	 	 	9.29E-03	FCER1G,FCGR1A	 	
AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM	 	TLE1	-0.152	transcription regulator	 	 	 	 	 	9.29E-03	BCL2A1,DUSP1	 	
