© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_Random_Forest->randomforest_4389genes_seed7_stdev0.5 - 2019-03-12 05:18 PM
Workspace	My Projects
Project	AIH_Random_Forest
Analysis	randomforest_4389genes_seed7_stdev0.5 - 2019-03-12 05:18 PM
Date	Tue Mar 12 17:18:38 PDT 2019
Analysis ID	17546322

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_Random_Forest->randomforest_4389genes_seed7_stdev0.5 - 2019-03-12 05:18 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
RPS6KA3	kinase	2	 	 	0.000	2.90E-04	1.02E-02	AKT1,ATF1,ATF4,BCL2L11,CEBPB,Creb,CREB1,EIF2AK2,ESR1,FLNA,GATA4,H2AFX,Ikb,MAPK1,MAPK3,NFkB (complex),NFKBIA,NR4A1,PDPK1,RPS6KA3,TBX21,TP53,YBX1	 	710 (23)	23	APP,dexamethasone,filgrastim,IL4,phorbol esters	 	 	DDIT3,EIF2AK2,IFNG,IRF4,MYC,TP53	MAPK3	 	 	 	 	
MUC5AC	peptidase	3	 	 	0.000	2.91E-04	3.09E-02	ACHE,Akt,AKT1,AMPK,BAX,BCL2,BRCA1,CASP3,caspase,CCND1,CDKN1A,CDKN1B,CEBPB,CHUK,Creb,CREBBP,CTNNB1,CYP19A1,disulfiram,E2f,EGFR,ELK1,EP300,ERK,ESR1,ESR2,estrogen receptor,EZH2,FLT1,FOXG1,FOXO1,FOXO3,FOXO4,GSK3B,HAND1,HIF1A,HTT,I kappa b kinase,IRF3,IRS1,JUN,KLF11,MAP3K3,MAP3K8,Mapk,MAPK1,MDM2,MMP2,MMP9,MTOR,MUC5AC,NCF1,Nfat (family),NFAT5,NFATC2,NFE2L2,NFkB (complex),NFKB1,NFKBIA,NOS3,NR4A1,NRF1,P38 MAPK,p70 S6k,PAK1,PDX1,PI3K (complex),POU5F1,PPARGC1A,PRKAA1,PTEN,RB1,RELA,RHOA,RPS6KB1,RUNX2,SKI,SLC2A1,SLC2A4,SMAD3,SMAD5,SP1,SRC,SREBF1,SREBF2,SRSF1,STAT1,STAT5A,STAT5a/b,STK11,TAL1,TERT,TP53,TP73,TSC2,TWIST1,YAP1,YBX1	 	897 (98)	98	DUOX1,ETS1,FOXM1,lipopolysaccharide,MAPK1,misoprostol,MYC,platelet activating factor,SP1,SPDEF,XDH	dexamethasone,fluticasone propionate,silibinin,TXN,wogonin	 	FLT1	IFNG	 	 	 	 	
fludarabine	chemical drug	2	 	 	0.000	2.92E-04	1.60E-03	ATM,CASP9,ERK,fludarabine,H2AFX,Jnk,MAP2K1/2,RB1,STAT1,TP53	 	416 (10)	10	DCK	 	 	FAS,PPM1D,TP53	STAT1	 	 	 	 	
HIC1	transcription regulator	3	 	 	0.000	2.93E-04	3.54E-02	ACHE,Akt,AKT1,AMPK,Ap1,BAX,BCL2,BMI1,BRCA1,CASP3,caspase,CCND1,CDKN1A,CDKN1B,CEBPB,CHUK,Creb,CREBBP,CTNNB1,CYP19A1,disulfiram,E2f,EGFR,ELK1,EP300,ERK,ESR1,ESR2,estrogen receptor,EZH2,FOXC1,FOXG1,FOXO1,FOXO3,FOXO4,GSK3B,HAND1,HIC1,HIF1A,HTT,I kappa b kinase,IRF3,IRS1,JUN,KLF11,MAP3K3,MAP3K8,MAPK1,MDM2,MMP2,MMP9,MTOR,NCF1,Nfat (family),NFAT5,NFE2L2,NFkB (complex),NFKB1,NFKBIA,NOS3,NR4A1,NRF1,p70 S6k,PAK1,PDX1,POU5F1,PPARGC1A,PRKAA1,PTEN,RAC1,RB1,RELA,RHOA,RPS6KB1,RUNX2,S1PR1,SKI,SLC2A1,SLC2A4,SMAD3,SMAD5,SP1,SRC,SREBF1,SREBF2,SRSF1,STAT1,STAT3,STAT5a/b,STK11,TAL1,TERT,TP53,TP73,TSC2,TWIST1,Vegf,YAP1,YBX1	 	967 (99)	99	TP53	TOPBP1	 	CA2,CCNE2	SOX9	 	 	 	 	
PF-4217903	chemical drug	3	 	 	0.000	2.94E-04	3.26E-02	ADAM17,Akt,AKT1,AMPK,Ap1,ASCL1,ATF2,ATR,BCL2L11,CASP3,CASP8,CBL,CCND1,CDH1,CEBPB,Creb,CREB1,CTNNB1,DDIT3,DUSP1,EDN1,EGFR,EIF4E,ELK1,ERBB3,ERK,ERK1/2,ESR1,estrogen receptor,EZR,FADD,Focal adhesion kinase,FOS,GAB1,GATA4,GRB2,GSK3B,Ikb,Jnk,JUN,JUN/JUNB/JUND,MAP2K1,Mapk,MAPK1,MAPK3,MAPK7,MAPK8,MAPKAPK3,MAPT,MEF2C,MET,MKNK1,MTOR,MYC,MYCN,NCF4,NCOA2,Nfat (family),NFATC1,NFE2L2,NFKB1,NGF,NOS2,Notch,NPPB,p70 S6k,PDPK1,PF-4217903,PI3K (family),PIK3R1,PLA2G4A,PLAU,PPARG,PTK2B,RAS,RELA,RHOA,RPS6KA3,RPS6KB1,RUNX2,RXRA,SHC1,SIRT1,SMAD2,SMAD3,SP1,SP7,SRC,SRC (family),SRF,STAT3,STAT5a/b,STAT6,STK11,SYN1,TNFRSF1A,TOB1,TP53,TSC2,YY1,ZBTB17	 	942 (101)	100	 	 	 	 	 	 	 	 	 	
E2F1	transcription regulator	1	 	 	0.000	2.94E-04	3.00E-04	E2F1	 	84 (1)	1	BTK,camptothecin,cobalt chloride,ERBB2,Gcn5l,MED1,SERTAD2,SP110,TBX2,TRIM28	Ahr-aryl hydrocarbon,cadmium,COPS2,CTDSP1,E2F6,lipopolysaccharide,miR-34a-5p (and other miRNAs w/seed GGCAGUG),Raf,SMARCB1	 	Arf,BIRC5,BNIP3,CA2,CCNE2,DUSP4,EIF2AK2,FBXO5,FLT1,FOXO3,IFNA2,let-7,let-7a-5p (and other miRNAs w/seed GAGGUAG),mir-143,miR-143-3p (and other miRNAs w/seed GAGAUGA),miR-16-5p (and other miRNAs w/seed AGCAGCA),miR-221-3p (and other miRNAs w/seed GCUACAU),MMP3,PIN1,PPP1R13B,TP53BP2	DDIT3,SRSF1,UCP1	 	 	 	 	
SNS 314	chemical drug	3	 	 	0.000	2.95E-04	2.20E-03	AJUBA,AKT1,ATM,AURKA,AURKB,BCL2L11,BIRC5,BRCA1,CDK1,ERK1/2,FADD,GFAP,HNRNPK,MBD3,MYC,NFKBIA,PKM,PLK1,PPP1CA,RASSF1,SNS 314,SRC (family),TACC3,TERT,TP53	 	508 (25)	24	 	 	 	 	 	 	 	 	 	
melatonin	chemical - endogenous mammalian	2	 	 	0.000	3.02E-04	8.20E-03	3,4-methylenedioxyamphetamine,ADCY,Akt,ATF1,BAX,Calmodulin,CASP1,CASP8,Creb,CREB1,CXCL8,CYP19A1,ERK1/2,FOXO1,FOXO3,GPX1,GSK3B,IL10,IL6,JAK2,Jnk,KISS1,Mapk,MAPK1,MAPT,melatonin,MMP2,MMP3,MMP9,NFATC2,NFkB (complex),NOS2,P38 MAPK,PI3K (complex),Pka,RELA,SIRT1,SPHK1,STAT1,STAT3,TP53	 	673 (41)	41	 	Pde4	 	FAS,FOXO3,GSR,Mapk,MAPK1,TP53,UCP1	8-oxo-7-hydrodeoxyguanosine,ascorbic acid,DNA-methyltransferase,estrogen receptor,GGT1,MMP3,STAT1,STAT3	 	 	 	 	
NUMBL	other	3	 	 	0.000	3.11E-04	6.20E-03	AKT1,AMPK,ATF2,BECN1,Ca2+,caspase,CD40,CREB3L3,EGFR,EIF2AK2,FOS,FOXO3,FYN,GATA3,HIF1A,HTT,I kappa b kinase,IL1A,IRF3,IRF5,IRF7,JUN,MAP3K1,MAP3K14,Map3k7,MAP3K8,MAP4K4,Mapk,MAPK11,MAPK14,MAPK8IP1,MAVS,Mek,MMP2,MMP9,MTOR,Nfat (family),NFKB1,NFKBIA,NOTCH1,NUMBL,P38 MAPK,p70 S6k,PDPK1,PI3K (complex),PRKACA,PRKCZ,PTGS2,RAF1,Rb,RBPJ,REL,RUNX2,SMAD2,SMAD3,SQSTM1,SRC,STAT3,STAT5a/b,TCF3,TP53,TRAF6,Vegf	 	663 (63)	63	STAT3	mir-122,miR-122-5p (miRNAs w/seed GGAGUGU)	 	 	MYC,YY1	 	 	 	 	
interferon beta-1a	biologic drug	2	 	 	0.000	3.15E-04	2.00E-04	IFNAR1,IFNAR2,interferon beta-1a,STAT1,STAT2	 	95 (5)	5	 	 	 	CXCR4,IFNAR2,IRF1,STAT1	 	 	 	 	 	
1,10-phenanthroline	chemical toxicant	2	 	 	0.000	3.19E-04	1.30E-03	1,10-phenanthroline,ADAM12,ADAMTS1,ERAP1,GAPDH,Jnk,MAOA,MAPK1,MAPK3,MMP1,MMP2,TP53	 	400 (12)	12	 	 	 	CXCR3,TP53	FLT1,MAPK1,MAPK3	 	 	 	 	
AMG 900	chemical drug	3	 	 	0.000	3.21E-04	2.40E-03	AJUBA,AKT1,AMG 900,ATM,AURKA,AURKB,BCL2L11,BIRC5,BRCA1,CDK1,ERK1/2,FADD,GFAP,HNRNPK,MBD3,MYC,NFKBIA,PKM,PLK1,PPP1CA,RASSF1,SRC (family),TACC3,TERT,TP53	 	508 (25)	24	 	 	 	 	 	 	 	 	 	
TTP607	chemical drug	3	 	 	0.000	3.21E-04	2.40E-03	AJUBA,AKT1,ATM,AURKA,AURKB,BCL2L11,BIRC5,BRCA1,CDK1,ERK1/2,FADD,GFAP,HNRNPK,MBD3,MYC,NFKBIA,PKM,PLK1,PPP1CA,RASSF1,SRC (family),TACC3,TERT,TP53,TTP607	 	508 (25)	24	 	 	 	 	 	 	 	 	 	
andrographolide	chemical drug	2	 	 	0.000	3.23E-04	2.00E-03	Akt,andrographolide,CASP3,CASP8,CASP9,ERK,ERK1/2,HMOX1,JUN,MMP2,P38 MAPK,REL,RELA,STAT3,TP53	 	466 (15)	15	 	 	 	GATA3,STAT3,TP53	OXTR,REL	 	 	 	 	
CNTN5	other	3	 	 	0.000	3.26E-04	3.73E-02	ACHE,Akt,AKT1,AMPK,Ap1,BAX,BCL2,BMI1,BRCA1,CASP3,caspase,CCND1,CDKN1A,CDKN1B,CEBPB,CHUK,CNTN5,Creb,CREBBP,CTNNB1,CYP19A1,disulfiram,E2f,EGFR,ELK1,EP300,ERK,ESR1,ESR2,estrogen receptor,EZH2,FOXC1,FOXG1,FOXO1,FOXO3,FOXO4,GSK3B,HAND1,HIF1A,HTT,I kappa b kinase,IRF3,IRS1,JUN,KLF11,MAP3K3,MAP3K8,MAPK1,MDM2,MMP2,MMP9,MTOR,MYO16,NCF1,Nfat (family),NFAT5,NFE2L2,NFkB (complex),NFKB1,NFKBIA,NOS3,NR4A1,NRF1,NYAP1,NYAP2,p70 S6k,PAK1,PDX1,PI3K (complex),PIK3R1,POU5F1,PPARGC1A,PRKAA1,PTEN,RAC1,RB1,RELA,RHOA,RPS6KB1,RUNX2,S1PR1,SKI,SLC2A1,SLC2A4,SMAD3,SMAD5,SP1,SRC,SREBF1,SREBF2,SRSF1,STAT1,STAT3,STAT5a/b,STK11,TAL1,TERT,TP53,TP73,TSC2,TWIST1,Vegf,YAP1,YBX1	 	957 (104)	100	 	topotecan	 	 	 	 	 	 	 	
EID1	transcription regulator	3	 	 	0.000	3.29E-04	2.53E-02	Ahr-aryl hydrocarbon-Arnt,Ap1,AR,ATF2,ATM,BCL6,BTK,CREBBP,CRTC2,EID1,EP300,ESR1,ESR2,estrogen receptor,FOXA2,FOXM1,FOXO1,GATA1,GATA4,HCFC1,HIF1A,HNF4A,JUN,JUNB,KLF1,MAP3K1,MDM2,MEF2C,MYOD1,NCOA1,NEUROD1,NEUROG1,NEUROG2,NFE2L2,NFkB (complex),NR3C1,NR3C2,PARP1,PDX1,PPARA,PPARG,RB1,RBL1,RBL2,RELA,SP1,SP3,SRF,STAT1,STAT3,T3-TR-RXR,TFAP2A,TP53,VitaminD3-VDR-RXR,XBP1,ZBTB7B	 	866 (56)	55	 	phorbol 12,13-didecanoate	 	 	CREBBP	 	 	 	 	
GCKs	group	3	 	 	0.000	3.31E-04	9.90E-03	ATF2,calpain,CASP3,caspase,CHUK,CRKL,CTNNB1,EIF4EBP1,EP300,ERK,ESR1,EZR,FADD,GCKs,GSK3B,I kappa b kinase,IKBKB,IKK (complex),IRF3,Jnk,JUN,MAP2K1,MAP2K1/2,MAP2K3,MAP2K4,MAP2K5,MAP2K7,MAP3K1,MAP3K7,MAP4K1,MAP4K2,MAP4K3,MAP4K4,MAP4K5,Mapk,MAPK1,MAPK10,MAPK14,MAPK3,MAPK8,MAPK9,MAPT,MBP,Mek,MINK1,MTOR,Nfat (family),NFkB (complex),NFKB1,NFKBIA,NFKBIB,P38 MAPK,PAX2,PGR,PLAU,PRKCQ,RAF1,RAS,RHOA,RPTOR,SMAD2,SPI1,STAT3,TRAF2,ZFP36	 	605 (65)	59	 	 	 	 	 	 	 	 	 	
cobalt chloride	chemical reagent	2	 	 	0.000	3.34E-04	2.10E-03	cobalt chloride,DIO2,ERK,ERK1/2,Hif,Hif1,HIF1A,HMOX1,Irp,JUN,NFkB (complex),P38 MAPK,PI3K (complex),PRKAA2,SPHK1,SRC,STAT3,TP53	 	530 (18)	18	 	 	 	BNIP3,CXCR4,E2F1,FLT1,Hif,STAT3,TP53,WT1	E2F6,MITF,SERPINF1	 	 	 	 	
IRF1	transcription regulator	2	 	 	0.000	3.36E-04	2.10E-03	CASP1,CASP3,CASP8,ERK1/2,IFN Beta,IRF1,NFkB (complex),nitric oxide,NOS2,RELA,STAT1,STAT3,STAT5a/b,TP53	 	483 (14)	14	aldesleukin,anisomycin,APP,bromodeoxyuridine,camptothecin,CD3,CREBBP,EBF1,IFNA2,Ifnar,IFNGR,IFNK,interferon beta-1a,IRF3,lipopolysaccharide,MARK2,NFYA,PDLIM2,ribavirin,Salmonella enterica serotype abortus equi lipopolysaccharide,stallimycin,Stat1-Stat2,STAT4,TICAM1,Tlr11	BTK,dexamethasone,FAS,geldanamycin,GFI1,NPM1,PARP9,SMURF1,STAT5A,TRIM24,UBE2I	 	CIITA,IFNL1,IL12B,ISG15,MAP4K4,MYC,TAP1,TNFSF10,UBD	IL5	 	 	 	 	
SIGLEC9	other	3	 	 	0.000	3.40E-04	4.37E-02	ACHE,Akt,AKT1,AMPK,Ap1,BAX,BCL2,BMI1,BRCA1,Calcineurin protein(s),CASP3,caspase,CCND1,CDKN1A,CDKN1B,CEBPB,CHUK,Creb,CREBBP,CSF2,CTNNB1,CYP19A1,disulfiram,E2f,EGFR,ELK1,EP300,ERK1/2,ESR1,ESR2,estrogen receptor,EZH2,FOXG1,FOXO1,FOXO3,FOXO4,GATA4,GSK3B,HAND1,HIF1A,HTT,I kappa b kinase,IRF3,IRS1,ITGB1,JUN,KLF11,MAP3K3,MAP3K8,Mapk,MAPK1,MAPK14,MDM2,MMP2,MMP9,MTOR,NCF1,Nfat (family),NFATC2,NFATC4,NFE2L2,NFKB1,NFKBIA,NOS3,NR4A1,NRF1,P38 MAPK,p70 S6k,PDX1,PI3K (complex),POU5F1,PPARGC1A,PRKAA1,PRKCQ,PTEN,RAS,RB1,RELA,RHOA,RPS6KB1,RUNX2,SHC1,SIGLEC9,SLC2A4,SLC4A1,SMAD3,SMAD5,SP1,SRC,SREBF1,SREBF2,SRSF1,STAT1,STAT3,STAT5a/b,STK11,TAL1,TCF7,TCR,TERT,TP53,TP73,TSC2,TWIST1,Vegf,YAP1,ZAP70	 	927 (107)	106	dexamethasone,filgrastim	 	 	 	 	 	 	 	 	
3-deazaneplanocin	chemical drug	3	 	 	0.000	3.43E-04	6.20E-03	3-deazaneplanocin,AHCY,AKT1,ESR1,ESR2,estrogen receptor,NFkB (complex),PI3K (complex),Pkc(s),PRL,STAT1,STAT4,STAT5A,STAT5B,TP53	 	657 (15)	15	 	 	 	DUSP4,FZR1,IFNG,NUPR1,STAT5A	FAS,IRF8,MYC	 	 	 	 	
NEV-801	chemical drug	3	 	 	0.000	3.46E-04	5.00E-04	ATM,F3,MAPK12,NEV-801,PTPMT1,RAD9A,SRSF1,STAT3,TOP1,Top2,TP53,TRIM28	 	396 (12)	10	 	 	 	 	TOP1	 	 	 	 	
PARG	enzyme	3	 	 	0.000	3.49E-04	4.15E-02	ACHE,Akt,AKT1,AMPK,Ap1,BAX,BCL2,BMI1,BRCA1,CASP3,caspase,CCND1,CDKN1A,CDKN1B,CEBPB,CHUK,Creb,CREBBP,CTNNB1,CYP19A1,disulfiram,E2f,EGFR,ELK1,EP300,ERK,ESR1,ESR2,estrogen receptor,EZH2,FOXC1,FOXG1,FOXO1,FOXO3,FOXO4,GSK3B,HAND1,HIF1A,HTT,I kappa b kinase,IRF3,IRS1,JUN,KLF11,MAP3K3,MAP3K8,MAPK1,MDM2,MMP2,MMP9,MTOR,NCF1,Nfat (family),NFAT5,NFE2L2,NFkB (complex),NFKB1,NFKBIA,NOS3,NR4A1,NRF1,p70 S6k,PAK1,PARG,PARP,PARP1,PARP9,PDX1,POU5F1,PPARGC1A,PRKAA1,PTEN,RAC1,RB1,RELA,RHOA,RPS6KB1,RUNX2,S1PR1,SKI,SLC2A1,SLC2A4,SMAD3,SMAD5,SP1,SRC,SREBF1,SREBF2,SRSF1,STAT1,STAT3,STAT5a/b,STK11,TAL1,TERT,TNKS,TNKS2,TP53,TP73,TSC2,TWIST1,Vegf,YAP1,YBX1	 	958 (104)	104	 	 	 	 	GDF15	 	 	 	 	
HOXA1	transcription regulator	3	 	 	0.000	3.61E-04	1.33E-02	AKT1,CASP3,EGFR,ESR1,ESR2,estrogen receptor,FOXA2,HNF4A,HOXA1,PI3K (complex),PPARA,PPARG,PRL,RELA,STAT1,STAT4,STAT5A,STAT5B,TP53	 	677 (19)	19	RAC1	ethylene glycol tetraacetic acid,mir-10,mir-210	 	STAT5A	 	 	 	 	 	
CHCHD4	enzyme	2	 	 	0.000	3.64E-04	9.00E-04	CHCHD4,HIF1A,TP53	 	372 (3)	2	 	 	 	 	TP53	 	 	 	 	
Cop9 Signalosome	complex	2	 	 	0.000	3.64E-04	9.00E-04	Cop9 Signalosome,COPS5,IRF8,JUN,TP53	 	375 (5)	4	 	 	 	IRF8,TP53	DDB1/CUL4A/RBX1	 	 	 	 	
CCS-Cu2+	complex	3	 	 	0.000	3.69E-04	6.60E-03	26s Proteasome,ACHE,ACO1,Akt,AMPK,APP,ATM,ATP7B,Calcineurin protein(s),CASP3,caspase,CCR1,CCR5,CCS,CCS-Cu2+,copper,Cu2+,CYP1A1,ERK1/2,HIF1A,IL2,MAPK8,MAPT,MET,NFkB (complex),P2RY2,PPP3CA,PRKAA,RET,SMPD2,SOD1,SOD2,STAT1,TP53	 	563 (34)	31	 	 	 	 	 	 	 	 	 	
MITF	transcription regulator	1	 	 	0.000	3.69E-04	1.00E-03	MITF	 	64 (1)	1	CSF1,HSF1,LEF1,Mapk,PIK3R1,tanespimycin	cobalt chloride,ERBB2,IFNG,L-dopa,MAPK1,miR-221-3p (and other miRNAs w/seed GCUACAU),miR-96-5p (and other miRNAs w/seed UUGGCAC),MYC,STAT3,TRIM28	 	ACAN,ATP1A1,CDKN2A,CHAF1A,DAPK1,GZMB,INPP4B,MDC1,SOX9,TACC3,TBX2	TP53	 	 	 	 	
SNX9	transporter	3	 	 	0.000	3.69E-04	2.30E-03	Akt,CASP3,CDC42,CXCR2,DNM1,DNM2,ERK,ERK1/2,HTR2A,IRS1,MAPK1,MAPK3,MMP14,MMP2,MTORC1,PTK2B,RAC1,SNX9,SRF,TP53	 	449 (20)	17	 	L-dopa	 	 	 	 	 	 	 	
PURA	transcription regulator	2	 	 	0.000	3.77E-04	7.00E-04	let-7,PURA	 	62 (2)	2	 	miR-16-5p (and other miRNAs w/seed AGCAGCA),TP53	 	CDK5,GFAP	let-7	 	 	 	 	
PDCD4	other	2	 	 	0.000	3.82E-04	1.10E-03	Ap1,Jnk,JUN,PDCD4,TP53	 	375 (5)	5	ASXL1,dexamethasone,ERBB3,Igm,PTEN,trastuzumab,TRIM65	AKT2,APP,ERBB2,IL15,L-dopa,miR-1-3p (and other miRNAs w/seed GGAAUGU),miR-16-5p (and other miRNAs w/seed AGCAGCA),NCL,RPL11	 	 	MMP3,TP53	 	 	 	 	
CALR	transcription regulator	2	 	 	0.000	3.83E-04	1.70E-03	CALR,CASP3,CTNNB1,LPL,MAPK14,MEF2C,Nfat (family),PI3K (complex),STAT3,TGM2,TP53	 	469 (11)	11	aldesleukin,BTK,dexamethasone,lipopolysaccharide,THBS4,valproic acid	GnRH analog	 	CDH2,STAT3,TP53	TGM2	 	 	 	 	
YY1	transcription regulator	2	 	 	0.000	3.85E-04	2.70E-03	CDKN1B,MYC,RUNX2,SMAD7,TFCP2,TP53,VitaminD3-VDR-RXR,YY1	 	466 (8)	8	CD3,valproic acid,YY1AP1	NUMBL,PEBP1,PKD1,POL6326	 	ERBB2,IL4,TH2 Cytokine	CDKN2A,IFNG,let-7,TP53	 	 	 	 	
STAT5A	transcription regulator	2	 	 	0.000	3.85E-04	7.00E-03	AKT1,ESR1,ESR2,estrogen receptor,NFkB (complex),PI3K (complex),PRL,STAT1,STAT4,STAT5A,STAT5B,TP53	 	644 (12)	12	3-deazaneplanocin,BTK,DDIT3,dexamethasone,FLT1,FLT4,HOXA1,IFNA2,IL12B,IL15,IL21,IL2RG,MPL,PGR,SP110	26s Proteasome,cloprostenol,INSIG1,lapatinib,lipopolysaccharide,PTEN,SOCS4,tanespimycin	 	IL4	FAS,GADD45A,IRF1,MYC,STAT1,STAT4,TP53	 	 	 	 	
CREBBP	transcription regulator	2	 	 	0.000	3.86E-04	2.41E-02	Ap1,AR,ATF2,CREBBP,EP300,ESR1,ESR2,estrogen receptor,FOXM1,FOXO1,GATA1,HNF4A,JUN,KAT2B,KLF1,MEF2C,MYOD1,NCOA1,NEUROG1,NEUROG2,NFE2L2,NFkB (complex),NR3C1,NR3C2,PPARA,PPARG,RB1,RBL1,RBL2,RELA,SP1,SP3,STAT1,STAT2,STAT3,TFAP2A,TP53	 	803 (37)	37	26s Proteasome,CD3,IL4,lipopolysaccharide,MAPK1,metribolone,NGF,valproic acid	APP,CST5,dexamethasone,EID1,GFI1,HOXA10,IL15,PKD1	 	BIRC5,CSF1,estrogen receptor,FOXM1,HLA-B,IRF1,NCOA,PGR,SP3,STAT1,STAT3,TP53,TWIST1,UCP1	CXCR3,IFNG,MYC	 	 	 	 	
USE1	other	3	 	 	0.000	3.90E-04	6.10E-03	Akt,CAMK2A,CaMKII,CDC42,ESR1,HTT,LCK,PGR,PSMD4,RAC1,SOX9,TERT,TP53,UBE2D2,UBE2L3,UBE3A,USE1	 	537 (17)	17	 	 	 	 	DDIT3,UBE3A	 	 	 	 	
hoechst 33342	chemical reagent	3	 	 	0.000	3.93E-04	7.00E-04	ABCB1,ATM,CASP1,F3,hoechst 33342,SRSF1,STAT3,TOP1,TP53,TRIM28	 	395 (10)	9	 	 	 	 	TOP1	 	 	 	 	
dyphylline	chemical drug	3	 	 	0.000	3.96E-04	1.03E-02	ADORA1,ADORA2A,ADORA2B,ADORA3,ADRB2,Akt,APEX1,BDNF,CASP1,caspase,CREB1,dyphylline,EGFR,ERK,Jnk,MAP2K1/2,Mapk,MAPK1,MAPK11,MAPK12,MAPK14,MAPK3,NFkB (complex),NFKBIA,NTRK2,Pde,PDE3A,PDE4B,PDE4D,PDE5A,PDE8A,PRKACA,PTEN,RAF1,Rb,RHOA,SCAP,SPHK1,SREBF2,STAT1,TP53	 	591 (41)	37	 	 	 	 	PDE3A,PDE8A	 	 	 	 	
CDC14A	phosphatase	2	 	 	0.000	4.01E-04	1.30E-03	CDC14A,CDK1,FZR1,IREB2,SIRT2,TP53	 	340 (6)	5	APP	miR-16-5p (and other miRNAs w/seed AGCAGCA)	 	FZR1	SIRT2,TP53	 	 	 	 	
OPTN	other	3	 	 	0.000	4.02E-04	2.47E-02	ADAM17,AHR,Akt,AKT1,AMPK,Ap1,BECN1,CASP8,CCND1,CD40,CEBPA,CHUK,Creb,CSF2,CXCL8,cytokine,EIF2AK2,ELF3,ERK,estrogen receptor,GRM2,GRM3,HIF1A,HNF4A,HTT,I kappa b kinase,IFN type 1,IFNA2,IFNA4,IFNB1,IFNE,IL1A,IL1B,IL6,IRF3,IRF4,IRF5,IRF7,Jnk,JUN,MAP3K1,MAP3K14,Map3k7,MAP4K4,Mapk,MAPK1,MAPK11,MAPK14,MAPK3,MAPK9,MAVS,mGluR,MMP2,MTOR,Nfat (family),NFkB (complex),NLRP3,NOS2,NOS3,NR1I2,OPTN,P38 MAPK,POU2F2,PPARG,PPARα-RXRα,PRKCD,PRKCZ,RAF1,REL,SMAD2,SMAD3,SP1,SRC,STAT3,Stat3-Stat3,STAT4,STAT5A,TANK,TBK1,TMEM173,TP53,TRAF6	 	777 (82)	80	IFNG,IKBKE,lipopolysaccharide,Ubiquitin	 	 	IRF3	 	 	 	 	 	
ELOA	transcription regulator	3	 	 	0.000	4.03E-04	1.60E-03	ELOA,ELOC,HIF1A,PRKCI,RELA,RNA polymerase II,TP53,Ubiquitin,VHL	 	403 (9)	8	 	 	 	 	 	 	 	 	 	
CCDC6	other	3	 	 	0.000	4.33E-04	1.74E-02	Akt,AKT1,AKT2,AMPK,AR,CASP3,CASP8,CCDC6,CCNE1,Cdc42,CDK2,CHEK1,CREB1,CTNNB1,EGFR,EIF4E,EIF4EBP1,ELK1,ERBB3,ERK1/2,estrogen receptor,FASN,FGF10,Focal adhesion kinase,FOXO1,GSK3B,HIF1A,HRAS,IGF1R,ILK,IRS1,ITK,Jnk,lipid,MAP2K1/2,MAP3K5,MAPK1,Mek,MMP2,MTOR,MTORC1,NCOA3,NFkB (complex),NFKB1,NOS3,P38 MAPK,p70 S6k,phosphatidylinositol,PI3K (complex),PI3K (family),PIK3R1,PTEN,PTK2,RAC1,RB1,RELA,RHOA,RPS6KB1,RPTOR,SHC1,SMAD2,SMAD3,SP1,SRC,STAT1,STAT3,STAT5A,STAT5a/b,STAT6,TP53,TSC2	 	822 (71)	70	P-TEFb	UCP1	 	PTEN	 	 	 	 	 	
colcemid	chemical - endogenous non-mammalian	2	 	 	0.000	4.34E-04	1.10E-03	colcemid,MAPK1,MAPK3,MBP,TP53	 	383 (5)	4	 	 	 	MAPK1,MAPK3,TP53	 	 	 	 	 	
UBE3A	enzyme	2	 	 	0.000	4.36E-04	6.60E-03	Akt,CAMK2A,CaMKII,CDC42,ESR1,HTT,LCK,PGR,PSMD4,RAC1,SOX9,TERT,TP53,UBE2D2,UBE2L3,UBE3A	 	536 (16)	16	ATXN3,dexamethasone,HERC2,topotecan	NDUFA13,UBA6,USE1	 	 	CDKN2A,PGR,RAC1,RAD23A,SOX9,TP53	 	 	 	 	
policosanol	chemical drug	3	 	 	0.000	4.39E-04	1.04E-02	26s Proteasome,Akt,AKT1,BAK1,CASP3,ERK,ERK1/2,FASN,FOXO1,GSK3B,HIF1A,HMGCR,HSD11B1,HSF1,Jnk,Mapk,MTOR,MTORC1,MYC,NOS3,NR3C1,policosanol,PPARGC1A,PPP2R5C,PRKAA,PRKAA1,PRKAA2,PRKACA,PRKCZ,RAF1,RAS,RPTOR,SIRT1,SREBF1,STIM1,TP53,TSC1,TSC2,YAP1	 	633 (39)	38	 	 	 	 	 	 	 	 	 	
