© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_DESeq2_Bootstrap_TreatmentNaive->AIH_041019_~spl_plate+sex+age+status_coll_aihelite_AIHnaiv - 2019-04-10 06:41 PM->seed993408
Workspace	My Projects
Project	AIH_DESeq2_Bootstrap_TreatmentNaive
Analysis	seed993408
Date	Wed Apr 10 18:41:35 PDT 2019
Analysis ID	17675923

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	down regulated -0.6 and up regulated 0.6
Cutoff for Expression qvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_DESeq2_Bootstrap_TreatmentNaive->AIH_041019_~spl_plate+sex+age+status_coll_aihelite_AIHnaiv - 2019-04-10 06:41 PM->seed993408
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
SEMA4C	other	-0.460	2	 	 	0.356	4.15E-03	3.79E-02	ERBB2,RHOA,SEMA4C	ACTA2,ADORA3,ANLN,AURKA,BCL2L1,BIRC5,CCNB1,CCND1,CDC25C,CDC37L1,CDC42BPG,CDCA7,CDH1,CDH2,CHD4,CHRNE,CLEC11A,CLU,COL5A1,COL6A2,COL6A3,COL7A1,CRIP1,E2F5,ECT2,GBP6,GINS2,GINS4,HBEGF,HIST1H4C,HMGB2,IGF2,IGFBP3,IGFBP4,ITGB3,JAG2,KIFC3,MITF,MXI1,MYL9,MYLPF,MYO10,NET1,NOTCH3,NOTCH4,PBX1,PCK2,PDK4,PDLIM4,PINK1,PLAT,PMEPA1,POLD4,POLE2,POLR2A,POLR2J2/POLR2J3,PRLR,PRR15L,RRM2,S100P,SDC2,SPAG4,SPARC,TGM1,TIMP3,TNC,TNNT3,TUBB4A,UBE2C,WNT5B,ZWINT	71 (3)	2	 	PKD1	 	ERBB2	 	 	 	 	 	
SP110	transcription regulator	0.057	1	Inhibited	 	-2.858	4.58E-03	1.87E-02	SP110	CLU,DAB2IP,EGR3,FUS,IFI27,IFI6,IFIH1,IFIT1,IFIT3,IFITM1,IFITM3,IL18,LMNA,MX1,MYH9,OAS1,OAS3,PERP,PLK1,RARRES2,RIPK2,SMARCD3,STAT1,TNFRSF21	24 (1)	1	bromodeoxyuridine,IFNA2,IFNL1,IRF5,PARP9,PRL,SPI1,stallimycin,TGM2	MAPK1,NKX2-3,RARA,SIRT1	 	IFNW1,MRTFB,MYCN,SUMO3,TCF7	IRF9,MCL1,MYC,PRKCA,SMARCA4,TCF3	 	 	 	 	
2-(4-amino-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-3-yl)-1H-indol-5-ol	chemical reagent	 	1	 	 	0.775	4.62E-03	9.40E-03	2-(4-amino-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-3-yl)-1H-indol-5-ol	ASF1B,AURKA,BIRC5,CCNB1,CXCL6,DYRK4,EGR2,HIST1H1C,HIST1H2BI,HIST3H2A,KNL1,MTHFD2,PML,SGO2,TROAP	15 (1)	1	 	 	 	PDLIM2,PML	BIRC5,E2F2,JAK	 	 	 	 	
BO-653	chemical drug	 	1	 	 	-1.732	4.64E-03	9.20E-03	BO-653	PSMA1,PSMA2,PSMA4	3 (1)	1	 	 	 	 	 	 	 	 	 	
CC-122	chemical drug	 	1	 	 	1.732	4.64E-03	8.30E-03	CC-122	DDX58,IFIT3,IRF7	3 (1)	1	 	 	 	DDX58,IRF7	 	 	 	 	 	
DACT3	other	 	1	 	 	0.577	4.64E-03	3.20E-03	DACT3	AXIN2,CCND1,DVL2	3 (1)	1	GH1	 	 	 	CCND1,MYC	 	 	 	 	
DNAJB4	other	0.464	1	 	 	-0.577	4.64E-03	5.20E-03	DNAJB4	CCND1,CDH1,STAT1	3 (1)	1	 	PML	 	STAT1	CCND1,STAT3	 	 	 	 	
E2F8	transcription regulator	 	1	 	 	1.732	4.64E-03	5.00E-03	E2F8	CCND1,ECT2,RACGAP1	3 (1)	1	E2f,ERBB2,TBX2	NUPR1,RARA	 	 	 	 	 	 	 	
EGOT	other	 	1	 	 	-0.577	4.64E-03	7.90E-03	EGOT	GBP1,ISG15,RNASE2	3 (1)	1	DDX58,EIF2AK2	 	 	 	ISG15	 	 	 	 	
LARP1	translation regulator	-0.280	1	 	 	-1.732	4.64E-03	6.10E-03	LARP1	RPL32,RPS20,RPS6	3 (1)	1	 	 	 	 	 	 	 	 	 	
LY5	chemical reagent	 	1	 	 	0.577	4.64E-03	5.30E-03	LY5	BCL2L1,BIRC5,CCND1	3 (1)	1	 	 	 	 	BIRC5,CCND1,mir-21,STAT3	 	 	 	 	
MPP5	kinase	-0.003	1	 	 	-0.577	4.64E-03	6.60E-03	MPP5	CDH1,PARD3,PMP22	3 (1)	1	 	miR-199a-5p (and other miRNAs w/seed CCAGUGU)	 	 	 	 	 	 	 	
S3I-1757	chemical reagent	 	1	 	 	0.577	4.64E-03	3.60E-03	S3I-1757	BCL2L1,BIRC5,CCND1	3 (1)	1	 	 	 	 	BIRC5,CCND1,STAT3	 	 	 	 	
pegintron	biologic drug	 	1	 	 	1.732	4.64E-03	8.60E-03	pegintron	DDX58,ISG15,USP18	3 (1)	1	 	 	 	DDX58,IFNAR2,ISG15,USP18	 	 	 	 	 	
FOXO1	transcription regulator	-0.046	1	 	 	1.640	4.70E-03	1.98E-02	FOXO1	A2M,ADIPOR1,AIFM2,ANLN,ATP5PF,BCL2A1,BIRC5,CASP6,CCNB1,CCNB2,CCND1,CD40,CD79B,CDKN1C,DLGAP5,EGR2,FOXP3,GPD1,GZMA,IGLL1/IGLL5,IL18,ITGB6,KIF18A,MRPL14,MRPL57,MRPS14,MRPS2,MRPS7,MXI1,NDUFA4,NDUFA7,NDUFA8,NDUFAF1,NDUFAF4,NKX3-1,NUSAP1,PCK2,PDK4,PMAIP1,SERPINE1,SPRY2,TNFRSF11A,TNNT1,TRIB3,VPREB3	45 (1)	1	AMPK,benzyl isothiocyanate,CGP 74514A,dexamethasone,sirolimus,SU 9516,TCF3,TWIST1	ACKR2,AREG,BRCA1,CDH2,CDK2,miR-182-5p (and other miRNAs w/seed UUGGCAA),miR-9-5p (and other miRNAs w/seed CUUUGGU),miR-96-5p (and other miRNAs w/seed UUGGCAC),NLK,palmitoleic acid,PIK3R2,PKD1,PRDX2,PXR ligand-PXR-Retinoic acid-RXRα,STAT1,VEGFA,YWHAB	 	ATF4,BIRC5,CCND1,CDKN1C,JUN,LTBR,MAVS,PRL,STAT2	MYC,TRIB3,UCP1	 	 	 	 	
FAAH	enzyme	-0.165	1	 	 	-1.414	4.83E-03	8.50E-03	FAAH	ATP5PD,MAP6D1,RPL5,RPL7,RPS18,RPS2,RPS6,SLC22A17	8 (1)	1	CRHR1,LTBR	palmitoleic acid	 	ERBB2	 	 	 	 	 	
crizotinib	chemical drug	 	1	 	 	-0.707	4.83E-03	8.40E-03	crizotinib	CD274,CDH1,ERBB3,MITF,OSMR,SERPINE1,SPARC,TGFB3	8 (1)	1	 	 	 	 	PTPN11,STAT3,VCAN,ZEB1	 	 	 	 	
ZAP70	kinase	-0.127	1	 	 	-0.277	4.98E-03	1.23E-02	ZAP70	ANXA1,CSTF2,DNASE1L2,HSP90AA1,LYPD3,NDUFB6,PLEC,SCD,SEC14L1,SNRNP70,SRP14,SSR4,XAF1	13 (1)	1	CD3-TCR,IGF2R,IL-2R,Interferon alpha,MSC,PRL	BTN2A2,ELF1,PTPN11,SIGLEC9	 	Mucin	 	 	 	 	 	
ERBB2	kinase	0.005	1	 	 	0.246	4.98E-03	4.33E-02	ERBB2	ACTA2,ADORA3,AURKA,BCL2L1,BIRC5,CCNB1,CCND1,CDC25C,CDC37L1,CDC42BPG,CDCA7,CDH1,CDH2,CHD4,CHRNE,CLEC11A,CLU,COL5A1,COL6A2,COL6A3,COL7A1,CRIP1,E2F5,GBP6,GINS2,GINS4,HBEGF,HIST1H4C,HMGB2,IGF2,IGFBP3,IGFBP4,ITGB3,JAG2,KIFC3,MITF,MXI1,MYL9,MYO10,NET1,NOTCH3,NOTCH4,PBX1,PCK2,PDK4,PDLIM4,PINK1,PLAT,PMEPA1,POLD4,POLE2,POLR2A,POLR2J2/POLR2J3,PRR15L,RRM2,S100P,SPAG4,SPARC,TGM1,TIMP3,TNC,TNNT3,TUBB4A,UBE2C,WNT5B,ZWINT	66 (1)	1	ASGR2,CBR3-AS1,DGCR8,FAAH,HAS1,PIM1,PLXNB2,PRKCA,SEMA4C	GH1,PTPN18,PTPN3,sirolimus,toremifene	 	BIRC5,CCNE1,CDC20,CDH2,CDK2,CHEK2,CKS2,Cyclin E,E2F2,E2F8,ELF2,FSTL3,GTP,ITGA6,JUN,MAPK1,MCL1,mir-21,MXD1,NOTCH3,ORC2,PIK3R2,PRDX2,RB1,STAT1,STAT3,VEGFA	ACTB,JUP,NID1,VCAN	 	 	 	 	
tetralinoleoyl cardiolipin	chemical - endogenous mammalian	 	3	 	 	-0.577	5.06E-03	1.45E-02	COX4I1,COX7A2,cytochrome-c oxidase,MAOA,Mitochondrial complex 1,MT-CO1,MT-ND1,NDUFA13,SURF1,tetralinoleoyl cardiolipin	A2M,BCL2L1,CCNB1,CCND1,COX4I1,HLA-G,NDUFA1,OXT,PDK4,SFRP2,SLC18A2,STAR	12 (10)	7	 	 	 	Mitochondrial complex 1	 	 	 	 	 	
antigen	group	 	2	Activated	 	3.571	5.16E-03	2.80E-02	antigen,Fcer1,SPHK1,TCR	ACTA2,ATP5PB,ATP5PD,BCAT1,BCL2A1,BCL2L1,CCND1,CCR4,CDH1,CDK2,CTTN,DDIT3,EGR2,FOXP3,GADD45G,IFIT2,IL7,KIR3DL1,KMO,LAT,LSM3,NRP1,PHB2,PRELID1,RPL10A,RPL13A,RPL15,RPL18A,RPL3,RPL30,RPL31,RPL4,RPL5,RPL6,RPL7,RPL9,RPLP0,RPS13,RPS15,RPS16,RPS17,RPS2,RPS3,RPS3A,RPSA,SERPINE1,SOCS1,TNFRSF18,TNFRSF4	49 (4)	3	IFN type 1	 	 	TCR	 	 	 	 	 	
olanzapine	chemical drug	 	1	 	 	-0.229	5.20E-03	1.51E-02	olanzapine	ACKR2,BDNF,CDHR1,GRIP1,HLA-G,IGFBP2,KCNMB4,MCHR1,NAALADL1,NRG1,S100A8,S100A9,SC5D,SCNN1A,SLC12A1,SOD1,SPRY2,TRIM17,YBX3	19 (1)	1	 	 	 	ACKR2,AMPK,MAPK1,S100A9	 	 	 	 	 	
mir-21	microRNA	 	1	 	 	-1.067	5.43E-03	2.06E-02	mir-21	ACTA2,AIF1,ALOX15,ANLN,CARD6,CCNB1,CCND1,CD180,CD19,CD274,CDH1,CLEC5A,CLU,CREBBP,DLGAP5,ECT2,EGR2,FCGR1A,FOXP3,GBP5,GBP6,GTSE1,IL18,KIF4A,MSH2,NPAS2,NUSAP1,OAS2,PIP4K2A,PLAT,RACGAP1,SIGLEC1,SOCS6,SPRY2,STAT1,STMN1,TACC3,TGM1,TIMP3,TP53RK,TRMT10C,UBE2L6,ZW10	43 (1)	1	5-fluorouracil,AGO2,dexamethasone,DGCR8,ERBB2,estrogen receptor,Interferon alpha,JUN,MAPK1,PRKCA,RARA,sirolimus	LY5	 	CCND1,SMARCA4	BTG2,CKS2,CSF3R,FLT3LG,IL23R,IRF1,Irgm1,MYC,SKI,STAT1,STAT2,UBA7,YWHAB,YWHAZ	 	 	 	 	
Gamma tubulin	group	 	2	 	 	0.662	5.47E-03	3.67E-02	E2F1,E2F2,E2F3,Gamma tubulin	ABCG2,AKR1C1/AKR1C2,ATP5MC1,AURKA,BCL2L1,BIRC5,C1orf198,CA2,CALD1,CCND1,CCNE2,CD9,CDK2,CDKN1C,CHEK1,COX5A,CTNNBIP1,DDIT3,DUSP4,ECT2,EGR2,ERH,EZH2,FBXO5,FHIT,GABARAP,GMNN,HELLS,HIST1H1C,HIST1H2AE,HIST1H2BJ,HIST1H3D,HIST1H4B,HIST3H2A,HMGB2,HSPE1,IGF2,JAG2,KRT1,L3MBTL4,NECTIN1,NRP1,PAWR,PDK4,PLK1,RHOBTB2,RRM2,S100A8,SERPINE1,SERPINF2,TGM1,TIMP3,TP73,UBE2C,ULK1,XRCC1,YBX3	57 (4)	3	 	 	 	 	E2F2	 	 	 	 	
TFDP2	transcription regulator	-0.171	2	 	 	-0.662	5.47E-03	3.67E-02	E2F1,E2F2,E2F3,TFDP2	ABCG2,AKR1C1/AKR1C2,ATP5MC1,AURKA,BCL2L1,BIRC5,C1orf198,CA2,CALD1,CCND1,CCNE2,CD9,CDK2,CDKN1C,CHEK1,COX5A,CTNNBIP1,DDIT3,DUSP4,ECT2,EGR2,ERH,EZH2,FBXO5,FHIT,GABARAP,GMNN,HELLS,HIST1H1C,HIST1H2AE,HIST1H2BJ,HIST1H3D,HIST1H4B,HIST3H2A,HMGB2,HSPE1,IGF2,JAG2,KRT1,L3MBTL4,NECTIN1,NRP1,PAWR,PDK4,PLK1,RHOBTB2,RRM2,S100A8,SERPINE1,SERPINF2,TGM1,TIMP3,TP73,UBE2C,ULK1,XRCC1,YBX3	57 (4)	3	GATA1	BNIP3L	 	E2F2	 	 	 	 	 	
UCP1	transporter	 	1	 	 	-0.200	5.59E-03	1.70E-02	UCP1	AARS,ARHGAP33,BCAT2,BCKDHA,CEBPG,CPNE2,CTH,DDIT3,DKK3,EEF1A1,GNMT,GSTM1,GSTO1,MTHFD2,PCK2,PHYHD1,PSAT1,PSD3,PSPH,RAB40B,SERPINE1,TENM4,TRIB3,TTLL7,TXN2	25 (1)	1	alitretinoin,VEGFA	FOXO1,GDP,GTP,JUN,MRTFA,PML,PRL,RB1,TO-901317	 	ANKRD1,ATF4,GNMT,L-serine,MYC,NUPR1,TRIB3	AMD1,palmitoleic acid	 	 	 	 	
KHK	kinase	0.209	3	Inhibited	 	-2.449	5.59E-03	2.61E-02	D-fructose,IRS1,KHK,SIRT1,Sod	ABCA1,ABCG1,ACTA2,BDNF,CCNB2,CCND1,CD79B,CDH2,CMPK2,COX4I1,COX7A1,CRYBG2,DDX58,DDX60,DVL2,EVPL,FOXP3,GBP6,HLA-DQA1,HLA-DRA,ID2,IFI44,IFIT3,IFITM3,IRF7,JCHAIN,LY6E,MPO,OAS1,OAS2,PARP14,PCK2,PDK4,PMAIP1,PML,RNF39,RSAD2,RTP4,SCD,SCNN1A,SDS,SERPINE1,SLC2A5,SNRNP70,SSBP3,STAT1,TACSTD2,TAL1,TFPI,TIMP3,TP73,UQCRFS1,USP18,WNT10A	54 (5)	5	 	 	 	 	 	 	 	 	 	
Plk	group	 	2	 	 	-0.110	5.75E-03	4.08E-02	APC (complex),FOS,JUND,MAPKAPK2,NEK7,NFATC2,Plk,PLK1,PLK2,PLK4,PRDM1,SAMSN1	ACOX2,AIM2,APOM,ATP9A,AXIN2,BCL2A1,CCNB1,CCND1,CD40,CD80,CEP112,CFH,CHI3L1,CLU,CMPK2,COL8A2,CTH,CXCL6,DBNDD1,DDIT3,E2F5,ENPP2,FAM167A,FBN1,FBXO5,FOXP3,FSTL1,GBP4,GMNN,GPER1,GPSM2,HBEGF,HLA-DQA1,HLA-DRA,ID3,IFIT2,IL1RL1,IRF7,ISG15,JCHAIN,LOX,LRRN1,MAP7D2,ME1,MITF,MS4A4A,MSR1,NAA80,NQO1,NUBP1,OASL,OCIAD2,OCM,PMAIP1,PML,PSMA2,PSMB10,PTPRO,PTPRS,RARRES3,RORC,RPL39,RPL9,RPLP0,RPS18,RPS24,RPS6,RPS7,RPS9,S100A8,S100A9,SAP30,SERPINE1,SLC2A5,SOCS1,SPIB,STAT1,SULT2B1,TAL1,TNFRSF17,TNFSF13B,UBE2C,XAF1	83 (12)	11	 	CHEK2	 	IFNB1	 	 	 	 	 	
miR-193a-5p (miRNAs w/seed GGGUCUU)	mature microRNA	 	2	 	 	1.786	5.85E-03	3.67E-02	miR-193a-5p (miRNAs w/seed GGGUCUU),TP73	ACTA2,ADORA2B,ALAS2,AURKA,BIRC5,BLZF1,C3,CCNB1,CDC25C,CDH1,CDK2,CDKN1C,CLIP3,COX4I1,CTH,DAB1,DDIT3,DHRS3,EPHA2,G0S2,GLS2,GTSE1,HBEGF,HIC1,ID2,IGFBP4,IL7,JAG2,KIT,LTBP1,LYZ,NCAM1,PDGFRB,PERP,PIGF,PML,PMP22,PROCR,RAN,RFX2,RIPOR3,SCRG1,SERPINE1,SERPING1,SMUG1,STMN1,TCEAL1,TP73,TRIM22,UBE2C,ULK1,WNT10A,XRCC1	53 (2)	2	 	 	 	 	 	 	 	 	 	
miR-217-5p (and other miRNAs w/seed ACUGCAU)	mature microRNA	 	2	Activated	 	2.359	5.85E-03	2.62E-02	LPIN1,miR-217-5p (and other miRNAs w/seed ACUGCAU),SIRT1	ABCA1,ABCG1,BDNF,CCNB2,CCND1,CD79B,CDH1,CDH2,CMPK2,COX4I1,CRYBG2,DDX58,DDX60,EVPL,FOXP3,GBP6,HLA-DQA1,IFI44,IFIT3,IFITM3,IRF7,JCHAIN,LY6E,OAS1,OAS2,PARP14,PCK2,PDK4,PML,RETN,RNF39,RSAD2,RTP4,SCD,SCNN1A,SDS,SERPINE1,SNRNP70,SSBP3,STAT1,TACSTD2,TAL1,TFPI,TP73,UQCRFS1,USP18	46 (3)	3	 	 	 	 	SIRT1	 	 	 	 	
SIRT1	transcription regulator	-0.256	1	Inhibited	 	-2.111	5.96E-03	2.61E-02	SIRT1	ABCA1,ABCG1,BDNF,CCNB2,CCND1,CD79B,CDH1,CDH2,CMPK2,COX4I1,CRYBG2,DDX58,DDX60,EVPL,FOXP3,GBP6,HLA-DQA1,IFI44,IFIT3,IFITM3,IRF7,JCHAIN,LY6E,OAS1,OAS2,PARP14,PCK2,PDK4,PML,RNF39,RSAD2,RTP4,SCNN1A,SDS,SERPINE1,SNRNP70,SSBP3,STAT1,TACSTD2,TAL1,TFPI,TP73,UQCRFS1,USP18	44 (1)	1	BRCA1,GH1,MYCN,sirolimus	acetate,FSTL3,IRF9,MAPK1,miR-199a-5p (and other miRNAs w/seed CCAGUGU),miR-217-5p (and other miRNAs w/seed ACUGCAU),miR-34a-5p (and other miRNAs w/seed GGCAGUG),MST1	 	AFP,CCND1,CDH2,GTP,IFNB1,PER1,PML,RARB,ZEB1	BIRC5,DDX58,IRF7,Irgm1,KDM2B,Mitochondrial complex 1,RB1,SKI,SP110,STAT1,STAT3,TP73,UBA7,USP18	 	 	 	 	
NOTCH3	transcription regulator	-0.941	1	 	 	-0.302	6.05E-03	1.17E-02	NOTCH3	ACTA2,BIRC5,CDH1,COL5A1,FOXP3,MSR1,PBX1,PDGFRB,PTX3,SDC2,SPARC	11 (1)	1	ERBB2,estrogen receptor,STAT3,VCAN	 	 	BIRC5,cyclic GMP	 	 	 	 	 	
TREX1	enzyme	0.676	1	Inhibited	 	-2.236	6.07E-03	1.22E-02	TREX1	IFI44,IFIT2,ISG15,OASL,USP18	5 (1)	1	IFNA2,IRF3,IRF7	dexamethasone,filgrastim	 	 	IFN type 1,IFNB1,ISG15,USP18	 	 	 	 	
PPP6R3	other	-0.094	2	Inhibited	 	-2.353	6.09E-03	2.20E-02	AURKA,BRCA1,PPP6R3	BIRC5,CCNB1,CCND1,CDH1,CYP3A4,DDIT3,DDX58,ENPP2,IFI27,IFI6,IFIT1,IFIT2,IFIT3,IFITM1,IRF7,KIT,MX1,NQO1,PERP,PLK1,PLTP,PMAIP1,ROBO1,RUVBL2,TNFRSF18,TP73	26 (3)	2	 	 	 	 	BRCA1	 	 	 	 	
CYP27B1	enzyme	0.912	2	 	 	-1.800	6.15E-03	1.91E-02	cholecalciferol,CYP27B1	ANKRD22,BCL2L1,BDNF,BIRC5,CCR4,CD40,CD80,CDH1,CLC,F13A1,FOXP3,IGFBP3,IL18,KIT,MCEMP1,ME1,MYO6,NDUFAF4,PDGFRB,PRTN3,PTPRB,RORC,SERPINE1,TRPV5,TRPV6	25 (2)	2	 	dexamethasone,fluticasone propionate	 	cholecalciferol	 	 	 	 	 	
acitretin	chemical drug	 	2	 	 	0.788	6.51E-03	3.96E-02	acitretin,ACSL3,ADAM10,ODC1,RARA,RARB,RARG,RXRA,RXRB,RXRG	AASS,ABCA1,AKR1C1/AKR1C2,ANGPTL3,ATP1A3,BIRC5,BMP2,CCNB1,CCND1,CENPM,CHST10,DDX58,EGR2,EGR3,FAM186A,FOLR2,FOXP3,GPT,HELLS,HIST1H4C,HLA-G,IFI27,IFI44,IFI44L,IFIT1,IFITM1,IGFBP3,KNL1,KRT1,LTF,MED7,MUC20,NAV2,NCAPH,NDUFC2,NRP1,OAS1,PDGFRB,PDK4,PHLDB1,PI3,PLK4,PVR,RBP2,RET,RORC,RPL15,RSAD2,RTP4,SCD,SERPINE1,SSR4,STAT1,TGM1,TIMP3,USP18,XK,ZNF367	58 (10)	10	 	 	 	RARA,RARB,RARG	Ifn	 	 	 	 	
4-hydroxy-all-trans-retinoic acid	chemical - endogenous mammalian	 	2	 	 	0.762	6.62E-03	3.42E-02	4-hydroxy-all-trans-retinoic acid,RARA,RARB,RARG	AASS,BIRC5,BMP2,CCND1,CENPM,CHST10,DDX58,EGR2,EGR3,FAM186A,FOLR2,FOXP3,HELLS,HIST1H4C,HLA-G,IFI27,IFI44,IFI44L,IFIT1,IFITM1,IGFBP3,KNL1,KRT1,MED7,MUC20,NAV2,NCAPH,NRP1,OAS1,PHLDB1,PLK4,PVR,RBP2,RET,RORC,RPL15,RSAD2,RTP4,SSR4,STAT1,USP18,XK,ZNF367	43 (4)	3	 	 	 	RARA,RARB,RARG	 	 	 	 	 	
TCR	complex	 	1	Activated	 	3.592	6.72E-03	2.99E-02	TCR	ATP5PB,ATP5PD,BCAT1,BCL2L1,CCR4,CDH1,CDK2,EGR2,FOXP3,GADD45G,IL7,KIR3DL1,LAT,LSM3,NRP1,PHB2,PRELID1,RPL10A,RPL13A,RPL15,RPL18A,RPL3,RPL30,RPL31,RPL4,RPL5,RPL6,RPL7,RPL9,RPLP0,RPS13,RPS15,RPS16,RPS17,RPS2,RPS3,RPS3A,RPSA,SOCS1,TNFRSF18,TNFRSF4	41 (1)	1	antigen,CD8A,CD8B	 	 	AMPK,CTSD,cyclic GMP,IL-2R,Interferon alpha,IRF1,JUN,MAP3K7,MAPK1,MCL1,MYC,PHB2,PIM1,PRKCA,SIGLEC9,SKIL,SOCS1,STAT1,STAT3	CDK2,TCF3	 	 	 	 	
Mitochondrial complex 1	complex	 	2	 	 	0.378	6.75E-03	1.03E-02	MAOA,Mitochondrial complex 1,MT-ND1,NDUFA13	A2M,BCL2L1,CCNB1,CCND1,HLA-G,OXT,SLC18A2	7 (4)	3	LONP1,MUT,tetralinoleoyl cardiolipin	1-methyl-4-phenylpyridinium,3-amino-N-(carboxycarbonyl)-L-alanine,3-hydroxykynurenine,mito-met10,SIRT1	 	 	 	 	 	 	 	
NGFR	transmembrane receptor	 	1	 	 	-1.134	6.75E-03	9.30E-03	NGFR	A2M,CCND1,CDK2,IL1RL1,NCAM1,PLAT,SERPINE1	7 (1)	1	(+)-MK-801,dexamethasone,NUPR1	DGCR8,MYCN,S100A9	 	JUN	CCND1,CCNE1,CDK2	 	 	 	 	
TET2	enzyme	-0.135	1	 	 	-1.528	6.80E-03	1.60E-02	TET2	ADORA2B,APOBR,ATP1A3,CLEC4D,FAM129A,HIST1H3B,IFITM3,MMP8,MUC6,NAV1,PDGFRB,PPP1R13L,PXDC1,RAB44,S100A8,SEC14L1,SGPP1,SLC6A4,SLC6A8,TCL1A,TGM1	21 (1)	1	 	DCAF1,OGT	 	TCL1A	 	 	 	 	 	
PHB2	transcription regulator	0.890	1	 	 	0.000	6.86E-03	1.43E-02	PHB2	BMP2,CDKN1C,HAX1,RORC,SOCS1,TXN	6 (1)	1	SGPL1,TCR	SKP2	 	SOCS1	AREG,CDKN1C,estrogen receptor,PRL,STAT3	 	 	 	 	
RHO	G-protein coupled receptor	 	1	 	 	-0.832	6.86E-03	2.19E-02	RHO	AQP1,B2M,C1QA,EPB41,HFE,HIST1H1C,HMGB2,MAK,NCAM1,PCOLCE,PRPH2,SERPING1,SPOCK1	13 (1)	1	 	GRK6,GTP,VEGFA	 	AQP1	NID1	 	 	 	 	
GAPDH	enzyme	0.235	1	Inhibited	 	-3.000	6.89E-03	1.38E-02	GAPDH	BCL2L1,IFI6,IFIT2,IFITM1,OAS1,OAS2,OAS3,STAT1,UBE2L6	9 (1)	1	dexamethasone,filgrastim,MYC,MYCN	5-fluorouracil,torin1,transglutaminase	 	 	EIF2AK2,IFNB1,STAT1	 	 	 	 	
IFNE	cytokine	 	1	Activated	 	2.333	6.89E-03	1.19E-02	IFNE	ANGPTL3,CD40,CD80,IFIH1,IFIT2,RARRES3,STAT1,USP18,ZBP1	9 (1)	1	IRF3,IRF7	 	 	JAK,STAT1,USP18	estrogen receptor	 	 	 	 	
S100A9	other	0.869	1	 	 	0.756	7.04E-03	2.05E-02	S100A9	A2M,ABCG1,BACE2,C3,CCND1,CCNE2,CD274,CLEC9A,DYRK3,EFNA1,ENPP2,ENTPD2,IL1RL1,ISG15,KCNMA1,LTBP1,MYCT1,NRG1,PCDHGB5,PLXNB3,PTPRO,S100A8,SHC3,SLC6A12,TKTL1,TNFRSF4,TUBA8,USP18	28 (1)	1	glyphosate,Interferon alpha,isotretinoin,mir-223,olanzapine,PRKCA,TCL1A	dexamethasone,IL1RN,MRTFA,MRTFB	 	AKAP12,AREG,CCND1,IFNB1,ISG15,MAPK1,USP18,VCAN	NGFR,PER1	 	 	 	 	
18-hydroxy-retinoic acid	chemical - endogenous mammalian	 	2	 	 	0.762	7.06E-03	3.56E-02	18-hydroxy-retinoic acid,RARA,RARB,RARG	AASS,BIRC5,BMP2,CCND1,CENPM,CHST10,DDX58,EGR2,EGR3,FAM186A,FOLR2,FOXP3,HELLS,HIST1H4C,HLA-G,IFI27,IFI44,IFI44L,IFIT1,IFITM1,IGFBP3,KNL1,KRT1,MED7,MUC20,NAV2,NCAPH,NRP1,OAS1,PHLDB1,PLK4,PVR,RBP2,RET,RORC,RPL15,RSAD2,RTP4,SSR4,STAT1,USP18,XK,ZNF367	43 (4)	3	 	 	 	RARA,RARB,RARG	 	 	 	 	 	
all-trans-4-Oxo-retinoic acid	chemical - endogenous mammalian	 	2	 	 	0.762	7.06E-03	3.56E-02	all-trans-4-Oxo-retinoic acid,RARA,RARB,RARG	AASS,BIRC5,BMP2,CCND1,CENPM,CHST10,DDX58,EGR2,EGR3,FAM186A,FOLR2,FOXP3,HELLS,HIST1H4C,HLA-G,IFI27,IFI44,IFI44L,IFIT1,IFITM1,IGFBP3,KNL1,KRT1,MED7,MUC20,NAV2,NCAPH,NRP1,OAS1,PHLDB1,PLK4,PVR,RBP2,RET,RORC,RPL15,RSAD2,RTP4,SSR4,STAT1,USP18,XK,ZNF367	43 (4)	3	 	 	 	RARA,RARB,RARG	 	 	 	 	 	
MAP3K7	kinase	-0.184	1	 	 	0.258	7.08E-03	1.75E-02	MAP3K7	CXCL6,DDX58,GBP1,IFI44,IFIT1,IFIT2,IFIT3,IFITM1,IRF7,ITGB5,OAS2,OASL,SERPINE1,TNFSF13B,XAF1	15 (1)	1	PRKCA,RNF31,TAB1,TCR,Tgf beta receptor,USP18	XIAP	 	AMPK,DDX58,IFN Beta,Ikb,IRF1,IRF3,JUN,MAPK1,NKX2-5,NLK,STAT3	IRF7	 	 	 	 	
