© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_DESeq2_formanuscript_041119->AIH_041119_~spl_plate+sex+age+steroid+status_coll_aihelite_Non-elite.vs.Elite
Workspace	My Projects
Project	AIH_DESeq2_formanuscript_041119
Analysis	AIH_041119_~spl_plate+sex+age+steroid+status_coll_aihelite_Non-elite.vs.Elite
Date	Thu Apr 11 21:47:51 PDT 2019
Analysis ID	17683029

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	down regulated -0.6 and up regulated 0.6
Cutoff for Expression qvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_DESeq2_formanuscript_041119->AIH_041119_~spl_plate+sex+age+steroid+status_coll_aihelite_Non-elite.vs.Elite
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
manganese	chemical - endogenous mammalian	 	2	 	 	-0.655	7.85E-04	1.93E-02	ADCY5,Akt,CASP3,caspase,CHEK2,HSPB8,JUN,manganese,MAP2K4,P38 MAPK,PRKCD,SP1,TP53	ABCB4,ADCY6,ADGRB1,ALDH4A1,AURKB,BAG2,CBS/CBSL,CCDC80,CDC20,CDK5R1,CKM,CMBL,CNN3,CTSF,CTSK,CTSL,DIAPH3,DLC1,EFNA1,EPHA2,ERRFI1,FABP3,FABP6,FAT1,FBN1,FCER2,FLT1,GADD45G,GPR179,GPR19,GPR61,GPR63,GPRC5C,GSTM1,HRK,IGF2,IGFBP2,IL1RL1,INHBA,KCNMA1,KHDC1,KIT,KL,KLF1,KLLN,LAMA5,LAMB3,LCN2,ME1,MELK,MKI67,MUC4,MYBPH,MYL4,MYLPF,NAV2,NDC80,NPPA,NRCAM,NRP2,PAK3,PANK1,PEMT,PERP,PHLDA1,PHLDA3,PLOD2,PMEPA1,PRDX2,PTTG1,ROBO1,SDC2,SFRP2,SLC5A5,SLC9A3,SORBS1,SYN1,TCL1A,TOP2A,TP73,TRPC1,UBE2C,UNC5B,VWCE	84 (13)	12	 	 	 	YY1	 	 	 	 	 	
Lefty	group	 	3	 	 	-1.066	8.03E-04	2.50E-02	AR,ERK1/2,Lefty,MTOR,Rb,SMAD2,SMAD5,SP1,STAT3,TGFB1,TGFBR1	ADAMTS2,ADGRB1,ADGRG2,ALAS2,AOC1,ARMCX2,AXL,BAG2,BEX2,BGLAP,BOC,BRIP1,BSG,CALML4,CBS/CBSL,CD72,CDK5R1,CEND1,CHST8,CKM,CNN3,COL5A1,CRMP1,CTF1,CTSK,CXCR5,CYP11B1,DIAPH3,DLC1,DSC2,EXTL2,FABP6,FBN1,FLT1,FXYD6,GABARAP,GADD45G,GJA4,GPR19,GPRC5B,GSTM1,IFI27,IGF2,IGFBP2,IL9R,INHBA,ITGA7,ITIH3,KIF15,KIT,KLF1,L1CAM,LAMA5,LAMB3,LCN2,LIN37,LMOD1,LTF,MELTF,MGAT3,MUC4,MYLPF,MYO1B,NEGR1,NPPA,NRP2,PAX6,PEMT,PKIG,PLAT,PLOD2,PMEPA1,PTTG1,RASL11B,RETN,SCN5A,SELENBP1,SLC38A5,SLC4A1,SLC5A2,SLC7A5,SLC9A3,SP7,TOP2A,TRPC1,UBE2C,VNN1,ZWINT	88 (11)	10	TGFB1	 	 	 	SMAD2	 	 	 	 	
NEK2	kinase	 	3	 	 	1.424	8.03E-04	3.39E-02	Akt,BCL2L1,CDC20,CDC42,CXCL12,ERK1/2,HBEGF,Jnk,MAPK1,MMP14,NEK2,P38 MAPK,Pp1c,RAC1,RASSF1,RHOA,STAT3,TGFB1,TP53	ABCB4,ADAMTS2,ADGRG2,ALAS2,ALDH4A1,ANKRD37,AOC1,ATP8A2,AURKB,BCAM,BEX2,BGLAP,BOC,BRIP1,BSG,CALML4,CCDC80,CCR8,CD72,CHST8,CMBL,COL13A1,COL5A1,CPT1B,CRMP1,CTF1,CTSF,CXCR5,CYP11B1,DLC1,DOCK4,DSC2,EFNA1,EPHA2,FABP3,FAT1,FBN1,FCER2,FGFR2,FXYD6,GABARAP,GAS2,GPR179,GPR61,GPR63,GPRC5B,GPRC5C,GSTM1,IGFBP2,IL9R,ITGA7,ITIH3,KCNMA1,KIT,KL,KLLN,L1CAM,LAMA5,LAMB3,LCN2,LIN37,LTF,MAP1B,ME1,MELK,MELTF,MGAT3,MMP28,MUC4,MYBPH,MYL4,MYLPF,NDC80,NEGR1,NR2F6,NRN1,PAK3,PANK1,PAX6,PERP,PHLDA1,PHLDA3,PKIG,PLAT,PLOD2,PRDX2,PTPRK,RASL11B,RBP2,RETN,ROBO1,SDC2,SELENBP1,SFRP2,SLC4A1,SLC5A2,SLC7A5,SLC9A3,SORBS1,SOX5,SPRY2,SYN1,TCL1A,TMEM158,TNFRSF21,TP73,TRPC1,UBE2C,UNC5B,VNN1,VWCE	111 (19)	18	AR,HGF,okadaic acid,Vegf,YAP1	 	 	 	 	 	 	 	 	
pantoprazole	chemical drug	 	3	 	 	-0.106	8.06E-04	4.06E-02	2-amino-1-methyl-6-phenylimidazo-4-5-b-pyridine,26s Proteasome,9,10-dimethyl-1,2-benzanthracene,ABCG2,AR,benzo(a)pyrene,Creb,CYP1A1,CYP1A2,CYP2C19,CYP3A4,docetaxel,ERK,HMOX1,IRF3,MMP9,monocrotaline,MPO,NFE2L2,NFkB (complex),NFKB1,NQO1,okadaic acid,P38 MAPK,pantoprazole,Pkc(s),PLG,RELA,SERPINE1,SMAD2,SMAD3,STAT3,thalidomide	ABCB4,AHRR,ALAS2,ARMCX2,ATG9B,AXL,BAG2,BCL2L15,BGLAP,BOC,BTG3,CACHD1,CBS/CBSL,CCDC80,CDC20,CEND1,CPT1B,CR2,CTF1,CTSF,CTSK,CXCR5,CYP17A1,CYP51A1,DBH,DOCK1,DOCK4,EFNA1,EXTL2,FCER2,FGFR2,FLT1,GADD45G,GAS2,GFPT2,GPRC5C,GSTM1,ICOSLG/LOC102723996,IFI27,IGF2,IGFBP2,IGLL1/IGLL5,IL1RL1,IL9R,JAG2,KCNMA1,KCNMB4,KIF15,KIT,KLRC4-KLRK1/KLRK1,L1CAM,LAMA5,LAPTM4B,LMOD1,LTF,ME1,MEOX1,MUC4,MYBPH,MYLPF,MYO1B,NDC80,PAX6,PHLDA1,PLAT,PLOD2,PMEPA1,PTMS,PTPRK,PTTG1,RBP2,SCN5A,SDC2,SELENBP1,SHBG,SLC38A5,SLC7A5,SLC9A3,SMAD9,SOX5,STAB2,TEK,THBS2,TNF,TOP2A,TRPC6,UBB,UBE2C,ZWINT	89 (33)	28	 	 	 	CYP1A1	 	 	 	 	 	
RAF1	kinase	-0.160	1	 	biased	1.000	8.20E-04	3.10E-03	RAF1	CA2,CDC42EP1,CTSL,CXCR5,DCBLD2,EGR1,EMP1,KLRC2,MKI67,NPPA,PHLDA1,PLAT,SELENBP1,SPRY2,TNF,ZNF680	16 (1)	1	BG60,CDC42,EPHA2,FGF2,HGF,Igm,IL18,MAP3K1,NRAS,phosphatidic acid,PIN1,PPP5C,tempol,TRAF2-TRAF5,tretinoin,Vegf,YAP1	CCT239065,CH5126766,encorafenib,estrogen,geldanamycin,HM95573,L-779450,PD98059,Rp-8-CPT-cAMPS,SB203580,TAK-632,XL281,ZM 336372	 	AREG,BECN1,CALCA,CCND1,CDKN2A,DUSP5,NFkB (family),TIMP1,TSC22D1	SCNN1A	 	 	 	 	
PDLIM2	other	-0.099	2	 	 	-0.302	8.27E-04	2.72E-02	GLI1,IRF1,IRF3,JUN,NFkB (complex),NR3C1,PDLIM2,RELA,SMAD4,STAT4,TP53,TRIM24	ABCB4,ADGRB1,AHRR,ALDH4A1,ANGPTL6,AURKB,BAG2,BEX2,BGLAP,BRIP1,BSG,CA2,CBS/CBSL,CCDC80,CDC20,CDK5R1,CHPF,CKM,CMBL,CNN3,CTSF,CTSK,CTSL,CYP11B1,CYP17A1,DLC1,DOCK4,EGR1,ENC1,EPHA2,ERRFI1,FABP3,FAT1,FBN1,FXYD6,GADD45G,GFPT2,GPR179,GPR19,GPR61,GPR63,GPRC5C,GREM2,GSTM1,HILPDA,ICOSLG/LOC102723996,IFI27,IGF2,IL1RL1,INHBA,ITGA7,JAG2,KCNMA1,KIT,KLLN,LAMA5,MCF2,ME1,MELK,MEOX1,MKI67,MMP8,MUC4,MYL4,MYLPF,NDC80,NRCAM,OBSL1,PAK3,PANK1,PAX6,PERP,PHLDA1,PHLDA3,PMEPA1,PRDX2,PTGR1,PTMS,PTPRK,PTTG1,RAD51,ROBO1,SELENBP1,SERF1A/SERF1B,SFRP2,SHBG,SLC2A5,SLC7A5,SORBS1,SYN1,TCL1A,THBS2,TOP2A,TP73,TRPV6,UBE2C,UNC5B,VWCE,WNT2B	99 (12)	12	2-(4-amino-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-3-yl)-1H-indol-5-ol	 	 	F2RL2	CCND1,CDH1	 	 	 	 	
TRPS1	transcription regulator	-0.037	1	 	 	0.447	8.29E-04	5.00E-04	TRPS1	BGLAP,KCNMA1,PHOSPHO1,SERPING1,SP7	5 (1)	1	 	 	 	RUNX2	TGFB1	 	 	 	 	
alfuzosin	chemical drug	 	2	 	 	-0.447	8.29E-04	2.00E-04	ADRA1,ADRA1A,ADRA1B,ADRA2B,alfuzosin	EGR1,FLT1,MKI67,MYLPF,NPPA	5 (5)	4	 	 	 	 	ADRA1B,ADRA2B	 	 	 	 	
CCND1	transcription regulator	0.418	2	 	 	-0.322	8.53E-04	2.08E-02	Akt,AR,CCND1,CDK5,E2F3,EP300,ERK,estrogen receptor,HDAC1,MYBL2,PPARG,RB1,Rock,RUNX3,STAT3,THRB,TSC2,WT1	AKAP6,ALAS2,ALOX15B,ARMCX2,AXL,BEX2,BOC,BRIP1,BTG3,CA2,CBS/CBSL,CDCA7,CDCA8,CEND1,CKM,CLDN23,COL13A1,COL5A1,CPT1B,CTF1,CTSE,CTSL,CYP17A1,DEFA1 (includes others),EFNA1,EPHA2,ERRFI1,ESCO2,EXTL2,FABP3,FBN1,FLT1,GADD45G,GPR179,GPR19,GPR61,GPR63,GSTM1,HECTD2,IGF2,IGFBP2,IL9R,INHBA,KCNMA1,KIF15,KL,KLRC4-KLRK1/KLRK1,LAMA5,LAMB3,LMOD1,LTF,MAP1B,ME1,MPP1,MYL4,MYLPF,MYO1B,MYOM2,NEGR1,NRP2,OLFM4,PAPPA,PAX6,PHLDA1,PLAT,PLOD2,PMEPA1,RAD51,RARB,RMI2,SCN5A,SELENBP1,SFRP2,SHBG,SLC38A5,SLC9A3,SMN1/SMN2,SORBS1,SP7,THBS2,TMEM176A,TMEM176B,TOP2A,TP73,VNN1,WNT2B,ZWINT	87 (18)	18	3-methylcholanthrene,ABL1,BRD4,CDC42,CYP1A1,enterolactone,estrogen,F2R,FGF2,FGF8,FHL2,FLI1,HDL,Hedgehog,HGF,IKBKE,kainic acid,KLF5,LEF1,MAP3K1,MDM2,Mek,methylnitronitrosoguanidine,MNAT1,NCOA1,NOTCH1,NRAS,okadaic acid,PIN1,PPM1D,PTPN11,RAF1,RUNX2,Stat5 dimer,TEAD,TGFB1,TNF,WNT3A,YAP1	acyclic retinoid,ADRA2B,alvocidib,AVP,BMP2,BTG2,CUL1,deferoxamine,DICER1,fulvestrant,geldanamycin,HIC1,ILX-23-7553,Laminin (complex),lenalidomide,mifepristone,PAX5,PAX6,PD184352,PD98059,PDLIM2,phosphorylethanolamine,PPP5C,PTCH1,RB1CC1,SB203580,SMARCA4,SMARCB1,SU6656,tretinoin,UBE2D3,Z-VEID-FMK	 	EPHA2	 	 	 	 	 	
UBE2L3	enzyme	-0.034	2	 	 	1.152	8.60E-04	1.09E-02	AR,EGFR,NOTCH1,NR3C1,PGR,PRKN,RARA,UBE2L3	ARMCX2,BGLAP,CDC20,CEND1,CENPM,CKM,CPT1B,CTSG,CTSK,CYP11B1,CYP17A1,DSC2,EFNA1,EIF5A2,ELANE,ENAH,EPHA2,ERRFI1,EXTL2,FAM186A,FBN1,FGFR2,FLT1,GATD3A/GATD3B,GSTM1,GYPA,IGF2,IGFBP2,KCNG1,KIF15,LAMA5,LCN2,LMOD1,MAP1B,MCF2,MED7,MYO1B,NAV2,NAV3,PBX1,PLAT,PLOD2,PMEPA1,PRDX2,PTGR1,PTPRK,PTTG1,RARB,RBP2,SCN5A,SLC2A5,SLC38A5,SLC5A5,SLC7A5,SMPDL3B,TEK,TIE1,TNFRSF21,UBE2C,XK,ZWINT	61 (8)	7	 	 	 	AR	NOTCH1	 	 	 	 	
IKBKE	kinase	-0.056	2	 	 	-1.166	8.72E-04	4.07E-02	ERK1/2,FOXO1,GSK3B,IKBKB,IKBKE,IRF3,JUN,MAP2K1/2,MAPK8,MTOR,NFkB (complex),NFKB1,NFKBIA,P38 MAPK,REL,RELA,STAT1,TBK1,TP53	ABCB4,ADGRB1,ADIPOR1,AHRR,ALAS2,ALDH4A1,ALOX15B,AOC1,ATP5PF,BAG2,BEX2,BGLAP,BRIP1,C1QTNF7,CACNA1E,CBS/CBSL,CCDC80,CD200,CDC20,CDK5R1,CKM,CMBL,CNN3,CPT1B,CR2,CTSF,CTSL,CXCR5,CYP17A1,DLC1,EFNA1,EPHA2,FABP3,FAT1,FCER2,FLT1,GATD3A/GATD3B,GFPT2,GPR179,GPR19,GPR61,GPR63,GPRC5C,GSTM1,HRK,ICOSLG/LOC102723996,IFI27,IGFBP2,IGLL1/IGLL5,IL1RL1,INHBA,KCNMA1,KIT,KLLN,LAMA5,ME1,MELK,MEOX1,MMP8,MRPL46,MSC,MUC4,MYBPH,MYL4,MYLPF,NDC80,NDUFA7,NDUFAF4,NPPA,NRCAM,OGN,PAK3,PANK1,PAX6,PERP,PHLDA1,PHLDA3,PLAT,PLOD2,PMEPA1,PRDX2,PTMS,PTTG1,ROBO1,SDC2,SFRP2,SHBG,SLC5A5,SLC7A5,SORBS1,SOX5,SPRY2,SYN1,TCL1A,TFCP2L1,THBS2,TMEM176B,TNF,TOP2A,TP73,TRPC1,TTLL1,TUBB4A,UNC5B,VNN1,VWCE	106 (19)	19	IKBKG,TRAF3	dATP	 	CCND1,Vegf	CDKN1B	 	 	 	 	
Cdc2	group	 	2	 	 	-0.232	8.89E-04	1.18E-02	Cdc2,JUN,KAT5,KRT8,MAPT,MYT1,RUNX2,SRSF1,TP53,VIM	ABCB4,ADGRB1,ALDH4A1,AURKB,AXL,CCDC80,CD200,CDC20,CDK5R1,CKM,CMBL,CNN3,CTSF,CTSK,CTSL,DLC1,EFNA1,EGR1,EPHA2,FABP3,FABP6,FAT1,FGFR2,GADD45G,GPR179,GPR19,GPR61,GPR63,GPRC5C,GSTM1,IGF2,IGFBP2,IL1RL1,IL20RB,INHBA,KCNMA1,KLLN,LAMA5,MAP1B,ME1,MELK,MMP8,MYL4,MYLPF,NDC80,NPPA,NRCAM,OGN,PAK3,PANK1,PERP,PHLDA1,PHLDA3,PLCH1,PLOD2,PMEPA1,PRDX2,PTGR1,PTTG1,RAD51,ROBO1,SFRP2,SLC4A1,SMN1/SMN2,SORBS1,SOX5,SYN1,TCL1A,THBS2,TOP2A,TP73,UBE2C,UNC5B,VWCE	74 (10)	9	beta-glycerophosphoric acid,HGF,TGFB1	CDKN1B	 	KRT8,RUNX2	 	 	 	 	 	
methimazole	chemical drug	 	3	 	 	-1.106	8.92E-04	3.77E-02	2-amino-1-methyl-6-phenylimidazo-4-5-b-pyridine,9,10-dimethyl-1,2-benzanthracene,acetaminophen,Akt,AR,BCL2L1,benzene,benzo(a)pyrene,carbon tetrachloride,CCL2,CYP1A2,CYP2A6 (includes others),CYP2C19,CYP2C9,CYP2D6,CYP2E1,CYP3A4,DIO2,DIO3,docetaxel,ERK,ERK1/2,ethanol,FOXO1,JUN,L-triiodothyronine,LPL,MAPK1,methimazole,MMP9,monocrotaline,MPO,nicotine,NOS2,okadaic acid,P38 MAPK,PI3K (complex),PLG,RELA,RUNX2,SMAD3,STAT1,STAT5a/b,tamoxifen,thalidomide,trichloroethylene	ABCB4,ABCC11,ACOX2,AHRR,ALAS2,ALOX15B,AOC1,ARMCX2,ATP5PF,ATP8A2,AXL,C1QTNF7,CA1,CACHD1,CACNA1F,CBS/CBSL,CCDC80,CCR8,CDC20,CEND1,CNR1,CPT1B,CTSL,CYP11B1,CYP17A1,DOCK1,DOCK4,EGR1,EMP1,EPHA2,ERFE,EXTL2,FABP6,FCER2,FXYD6,GJA4,GPRC5C,GREM2,GSTM1,HLF,HRK,ICOSLG/LOC102723996,IFI27,IGFBP2,IGLL1/IGLL5,IL20RB,INHBA,ITGA7,ITIH3,JAG2,KCNMA1,KIF15,LAMA5,LAPTM4B,LCN2,LMOD1,MAP1B,ME1,MKI67,MMP28,MMP8,MRPL46,MUC4,MYBPH,MYO1B,NDC80,NDUFA7,NDUFAF4,NR2F6,NRCAM,NRN1,OPN1SW,PAX6,PEMT,PERP,PHLDA1,PHOSPHO1,PLAT,PLOD2,PMEPA1,PRDX2,PTPRS,RBP2,SCN5A,SDC2,SELENBP1,SLC38A5,SMAD9,SMN1/SMN2,SORBS1,STAB2,THBS2,TMEM158,TNF,TNFRSF21,TRPC1,UBE2C,VNN1,ZWINT	99 (46)	38	 	 	 	DIO3,TNF	Calbindin	 	 	 	 	
RANBP9	other	-0.104	2	Activated	 	2.271	9.17E-04	3.30E-03	AR,DYRK1A,ERK,NR3C1,RANBP9	ARMCX2,AXL,BTG3,CDK5R1,CEND1,CTSK,CYP11B1,CYP17A1,EFNA1,EGR1,ENC1,EPHA2,ERRFI1,EXTL2,FGFR2,GPRC5C,GSTM1,IGF2,KIF15,LAMA5,LCN2,LMOD1,MCF2,MYO1B,NAV3,NPPA,PLAT,PLOD2,PMEPA1,PTGR1,RARB,SCN5A,SLC2A5,SLC38A5,SP7,TP73,UBE2C,ZWINT	38 (5)	5	P-TEFb,TNF	SB203580	 	AR	 	 	 	 	 	
lomefloxacin	chemical drug	 	3	 	 	0.447	9.48E-04	3.64E-02	2-amino-1-methyl-6-phenylimidazo-4-5-b-pyridine,9,10-dimethyl-1,2-benzanthracene,AR,BAX,benzo(a)pyrene,BID,CASP3,CASP8,caspase,CYP1A2,ERK1/2,IL1B,lomefloxacin,MAPK8,NFkB (complex),NFKB1,NLRP3,P38 MAPK,PRKN,SRC (family),STAT1,TYR	A4GALT,AHRR,ALAS2,AOC1,ARMCX2,AXL,BAG2,BEX2,BGLAP,BTG3,C1QTNF7,CACHD1,CCDC80,CCL28,CCR8,CDCA8,CDK5R1,CEND1,CR2,CTSK,CXCR5,CYP17A1,EFNA1,EPHA2,ERRFI1,EXTL2,FCER2,GFPT2,GSTM1,HRK,ICOSLG/LOC102723996,IFI27,IGF2,IGFBP2,IL1RL1,IL26,INHBA,KCNH8,KIR2DL1/KIR2DL3,KIT,LAMA5,LAMB3,LAPTM4B,LMOD1,MEF2B,MEOX1,MMP8,MUC4,MYBPH,MYLPF,MYO1B,NFYB,NPPA,PAPPA,PAX6,PHLDA1,PLAT,PLOD2,PMEPA1,PRDX2,PTTG1,RARB,SCN5A,SDC2,SELENBP1,SERPINF2,SLC12A1,SLC38A5,SLC5A2,SLC5A5,SLC7A5,SLC9A3,SOX5,SP7,SUCNR1,TNF,TRPC6,UBE2C,VNN1,ZWINT	80 (22)	21	 	 	 	MDM2	 	 	 	 	 	
GRK5	kinase	-0.131	2	 	 	-0.206	9.81E-04	2.63E-02	ADRB,ADRB2,EDNRB,EGFR,ERK1/2,F2R,GRK5,HDAC5,NFkB (complex),NPM1,PTH1R,RELA,RHO,SNCA,TP53,TSHR	ABCB4,ADGRB1,AHRR,ALDH4A1,AOC1,AURKB,AXL,BAG2,BEX2,BGLAP,CBS/CBSL,CCDC80,CDC20,CKM,CMBL,CNN3,COL13A1,CTSF,CTSK,CYP51A1,DLC1,DSC2,EFNA1,EPHA2,FABP3,FAM110C,FAT1,FBN1,FGFR2,GADD45G,GFPT2,GPR179,GPR19,GPR61,GPR63,GPRC5C,GSTM1,ICOSLG/LOC102723996,IGF2,IGFBP2,INHBA,KCNG1,KCNIP4,KCNMA1,KIT,KL,KLLN,LAMA5,LAMB3,LCN2,LTF,ME1,MELK,MEOX1,MYL4,NDC80,PAK3,PANK1,PDC,PDE6G,PERP,PHLDA1,PHLDA3,PLOD2,PMEPA1,PRDX2,PTTG1,RAD51,RETN,ROBO1,SERPING1,SFRP2,SHBG,SLC5A5,SLC7A5,SLCO4A1,SORBS1,SOX5,SP7,SPRY2,SYN1,SYN3,TCL1A,TEK,THBS2,TMEM117,TOP2A,TP73,TRPC1,UBE2C,UNC5B,VNN1,VWA5B1,VWCE	94 (16)	15	HGF,Vegf	RUNX3	 	CHRM2,F2R	ADRA2B	 	 	 	 	
apraclonidine	chemical drug	 	3	 	 	0.516	9.83E-04	1.03E-02	ADRA1A,ADRA1B,ADRA1D,ADRA2B,ADRA2C,apraclonidine,ERK1/2,Jnk,Mapk,MAPK1,MAPK14,MAPK3,MAPK8,p70 S6k,PI3K (complex),STAT3,TGM2	ADIPOR1,ALAS2,AOC1,BEX2,BGLAP,BOC,CA2,CCL4L1/CCL4L2,CCR8,CDCA7,CDK5R1,CTF1,CXCR5,CYP17A1,CYP51A1,DEFA1 (includes others),DEFA4,EFNA1,EGR1,EMP1,FGFR2,FLT1,GADD45G,ICOSLG/LOC102723996,IFI27,IGF2,IGFBP2,IL9R,KLRC4-KLRK1/KLRK1,LCN2,LTF,MKI67,MMP28,MMP8,MYLPF,NPPA,NRN1,NRP2,OLFM4,PAX6,PHLDA1,PLAT,PRDX2,PTPRK,PTTG1,RAD51,RTKN2,SFRP2,SLC5A5,SLC9A3,SMN1/SMN2,SP7,SPRY2,SRD5A3,TMEM158,TOP2A,TRPA1,TRPC1,UBE2C,VNN1	60 (17)	14	 	 	 	 	ADRA1B,ADRA2B	 	 	 	 	
ACVR2A	kinase	0.071	3	 	 	0.089	9.95E-04	3.98E-02	26s Proteasome,ACVR2A,Alp,AR,caspase,Creb,ERK1/2,FOSL1,HIF1A,Nos,NOS2,P38 MAPK,PPARG,PRKCD,PRL,SMAD1,Smad1/5/8,SMAD2,SP1,STAT3,TGFB1,TGFBR1,TP53	ABCB4,ADAMTS2,ADGRB1,ADGRG2,ALAS2,ALDH4A1,ALOX15B,AOC1,ARMCX2,ATG9B,ATP5PF,AURKB,AXL,BAG2,BCL2L15,BEX2,BGLAP,BOC,BRIP1,BSG,CA2,CALML4,CBS/CBSL,CCDC80,CD72,CDC20,CDK5R1,CEND1,CHST8,CMBL,CRMP1,CTF1,CTSL,CXCR5,CYP11B1,CYP51A1,DBH,DIAPH3,DLC1,DSC2,EFNA1,EGR1,EPHA2,EXTL2,FABP3,FABP6,FAT1,FBN1,FCER2,FLT1,FXYD6,GABARAP,GADD45G,GJA4,GMPR,GPR179,GPR19,GPR61,GPR63,GPRC5B,GPRC5C,HILPDA,HRK,ICOSLG/LOC102723996,IFI27,IGLL1/IGLL5,IL9R,INHBA,ITGA7,ITIH3,KCNMA1,KHDC1,KIF15,KIT,KLF1,KLLN,L1CAM,LAMB3,LCN2,LIN37,LMOD1,LTF,MELK,MELTF,MGAT3,MKI67,MUC4,MYBPH,MYL4,MYO1B,NAV2,NDC80,NEGR1,NRN1,NRP2,PAK3,PANK1,PAX6,PEMT,PHLDA1,PHLDA3,PMEPA1,PRDX2,PTTG1,RASL11B,RETN,ROBO1,SCN5A,SDC2,SELENBP1,SFRP2,SHBG,SLC38A5,SLC4A1,SLC5A2,SLC7A5,SLC9A3,SMN1/SMN2,SORBS1,SP7,SPACA9,SYN1,TCL1A,UNC5B,VNN1,VWCE,ZWINT	127 (23)	20	 	 	 	SMAD2	 	 	 	 	 	
4-hydroxymercuribenzoate	chemical - protease inhibitor	 	3	 	 	-0.557	9.95E-04	4.70E-02	4-hydroxymercuribenzoate,Akt,AR,BCL2L1,CDKN1B,CDKN2A,CHUK,CTNNB1,ERK,ERK1/2,FOXA2,GLI1,GSK3B,HTT,IKBKB,IKK (complex),IRF1,IRF3,JUN,MAP2K4,Mek,MMP9,MTOR,NCOA3,NFkB (complex),NFKB1,NFKB2,NFKBIA,NFKBIB,NOTCH1,NR3C1,P38 MAPK,PFKFB3,RB1,RELA,RELB,STAT3,TP73	ABCB4,ADAMTS2,AHRR,ALAS2,ALOX15B,AOC1,ARMCX2,ATP8A2,AXL,BAG2,BOC,BRIP1,CA6,CBS/CBSL,CCDC80,CCR8,CD200,CDC20,CDCA7,CEND1,CENPK,CLDN23,CMBL,CNN3,CNR1,CPT1B,CR2,CTF1,CTSF,CTSG,CTSK,CTSL,CXCR5,CYP51A1,DIAPH3,EGR1,ELANE,ENAH,ENC1,ERRFI1,EXTL2,FCER2,FXYD6,GABARAP,GATD3A/GATD3B,GFPT2,GPR179,GPR19,GPR61,GPR63,GREM2,GSTM1,HAUS1,HOXB4,ICOSLG/LOC102723996,IFI27,IGFBP2,IL1RL1,IL9R,JAG2,KIF15,KIT,KL,KLRC4-KLRK1/KLRK1,LCN2,LDHD,LMOD1,LTF,MCF2,MELK,MEOX1,MMP28,MMP8,MSC,MYBPH,MYL4,MYLPF,MYO1B,MYOM2,NPPA,NRCAM,OGN,PARD3,PCSK4,PERP,PHLDA1,PLOD2,PMEPA1,PTGR1,PTMS,PTPRK,PTTG1,RETN,SCAMP5,SCN5A,SDC2,SERPING1,SHBG,SLC2A5,SLC38A5,SLC7A5,SLC9A3,SMN1/SMN2,SYN1,TEK,TFCP2L1,TIE1,TMEM176B,TNF,TNFRSF21,TOP2A,TRPC1,TUBB4A,VNN1,WNT2B,ZWINT	116 (38)	37	 	 	 	 	 	 	 	 	 	
3-methylcholanthrene	chemical toxicant	 	2	 	 	-0.483	1.00E-03	2.82E-02	3-methylcholanthrene,AHR,ARNT,CYP1A1,CYP1A2,ESR1,MAPK14,NFkB (complex),RHOA,TP53	ABCB4,ADAMTS2,ADGRB1,AHRR,ALDH4A1,AURKB,AZU1,BAG2,BEX2,BGLAP,CA2,CACHD1,CALML4,CCDC80,CDC20,CDCA8,CENPK,CENPL,CENPM,CFL2,CKM,CMBL,CNN3,COL13A1,COL5A1,CTSF,CTSK,CYP17A1,CYP51A1,DCBLD2,DIAPH3,DLC1,DOCK4,DTNA,EGR1,EIF5A2,ENAH,EPHA2,FABP3,FAM186A,FAT1,FLT1,FXYD6,GADD45G,GFPT2,GPR179,GPR19,GPR61,GPR63,GPRC5C,GSTM1,ICOSLG/LOC102723996,IFI27,IGF2,IGFBP2,INHBA,ITGA7,KCNMA1,KIT,KL,KLF1,KLLN,LAMA5,LTF,MAP1B,ME1,MELK,MEOX1,MKI67,MYL4,MYLPF,NDC80,NFYB,NPPA,NRCAM,PAK3,PANK1,PERP,PHLDA1,PHLDA3,PLAT,PLS1,PMEPA1,PRDX2,PTTG1,RAD51,ROBO1,SDC2,SFRP2,SLC7A5,SLC9A3,SORBS1,SOX5,SP7,SYN1,TCL1A,THBS2,TNF,TOP2A,TRPA1,TRPC1,TRPC6,TSSK3,UBE2C,UNC5B,VWCE,XK	107 (10)	10	 	 	 	CCND1,CTSD,CYP1A1,NEDD9,TNF,Vegf	 	 	 	 	 	
