© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_DESeq2_formanuscript_041119->AIH_012919_~spl_plate+sex+age+fibrosis_groups_DEgenes_ALL - 2019-01-29 09:37 PM->AIHnocirrhosis-vs-healthy
Workspace	My Projects
Project	AIH_DESeq2_formanuscript_041119
Analysis	AIHnocirrhosis-vs-healthy
Date	Tue Jan 29 21:37:22 PST 2019
Analysis ID	17364207

Experimental Metadata
projectname	AIH
organism	Human
case.tissue	Peripheral blood

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	down regulated -0.6 and up regulated 0.6
Cutoff for Expression qvalue	0.05
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_DESeq2_formanuscript_041119->AIH_012919_~spl_plate+sex+age+fibrosis_groups_DEgenes_ALL - 2019-01-29 09:37 PM->AIHnocirrhosis-vs-healthy
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
AIHnocirrhosis-vs-healthy	 	LPL	0.848	enzyme	 	 	 	 	 	3.79E-02	GBP1,IRS2	 	
AIHnocirrhosis-vs-healthy	 	TCF7	-0.303	transcription regulator	 	 	 	 	 	3.79E-02	BCL6,CEBPD	 	
AIHnocirrhosis-vs-healthy	 	TNC	-0.582	other	 	 	 	 	 	3.79E-02	CDKN1A,TLR4	 	
AIHnocirrhosis-vs-healthy	 	TXNIP	0.395	other	 	 	 	 	 	3.79E-02	BCL6,CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	ZNF106	0.181	other	 	 	 	 	 	3.79E-02	IFITM3,S100A8	 	
AIHnocirrhosis-vs-healthy	 	dimethylnitrosamine	 	chemical toxicant	 	 	 	 	 	3.79E-02	CDKN1A,RALB	 	
AIHnocirrhosis-vs-healthy	 	lipid A	 	chemical toxicant	 	 	 	 	 	3.79E-02	ABCA1,FCGR1A	 	
AIHnocirrhosis-vs-healthy	 	panobinostat	 	chemical drug	 	 	 	 	 	3.79E-02	CDKN1A,CEBPD	 	
AIHnocirrhosis-vs-healthy	 	dihydrotestosterone	 	chemical - endogenous mammalian	 	0.995	bias	0.408	-0.021	3.83E-02	ABCA1,ADM,CDKN1A,FKBP5,GRB10,IRS2,LY6E,SORT1	 	
AIHnocirrhosis-vs-healthy	 	mir-21	 	microrna	 	-1.213	bias	-0.579	 	3.86E-02	CD274,CDKN1A,FCGR1A,TLR2,TLR4	 	
AIHnocirrhosis-vs-healthy	 	ABCA1	0.718	transporter	 	 	 	 	 	3.94E-02	ABCA1,TLR4	 	
AIHnocirrhosis-vs-healthy	 	FYN	-0.127	kinase	 	 	 	 	 	3.94E-02	DUSP1,SOCS3	 	
AIHnocirrhosis-vs-healthy	 	SPHK1	0.117	kinase	 	 	 	 	 	3.94E-02	CDKN1A,SOCS3	 	
AIHnocirrhosis-vs-healthy	 	VitaminD3-VDR-RXR	 	complex	 	 	 	 	 	3.94E-02	CDKN1A,GADD45A	 	
AIHnocirrhosis-vs-healthy	 	hexamethylene bisacetamide	 	chemical reagent	 	 	 	 	 	3.94E-02	CDKN1A,IFIT3	 	
AIHnocirrhosis-vs-healthy	 	vincristine	 	chemical drug	 	 	 	 	 	3.94E-02	CDKN1A,TUBB2A	 	
AIHnocirrhosis-vs-healthy	 	5R-hydroxytriptolide	 	chemical drug	 	 	 	 	 	4.03E-02	TLR4	 	
AIHnocirrhosis-vs-healthy	 	AATF	-0.045	transcription regulator	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	AMBN	 	growth factor	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	AMER1	-0.471	other	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	ATP6V0A2	-0.069	transporter	 	 	 	 	 	4.03E-02	ARG1	 	
AIHnocirrhosis-vs-healthy	 	BCL11A	-0.130	transcription regulator	 	 	 	 	 	4.03E-02	GADD45A	 	
AIHnocirrhosis-vs-healthy	 	BCL2L12	0.002	other	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	CASP6	-0.268	peptidase	 	 	 	 	 	4.03E-02	ARG1	 	
AIHnocirrhosis-vs-healthy	 	CCAR1	-0.119	transcription regulator	 	 	 	 	 	4.03E-02	CEBPD	 	
AIHnocirrhosis-vs-healthy	 	CDH13	-0.154	other	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	CXXC4	 	other	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	DBH-AS1	 	other	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	DDX3X	0.256	enzyme	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	DYNLL1	0.196	other	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	EIF5A	0.127	translation regulator	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	ERCC1	-0.042	enzyme	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	FKBP5	1.265	enzyme	 	 	 	 	 	4.03E-02	ARG1	 	
AIHnocirrhosis-vs-healthy	 	FSTL3	0.106	other	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	Fcgr2	 	group	 	 	 	 	 	4.03E-02	S100A12	 	
AIHnocirrhosis-vs-healthy	 	GJA8	 	transporter	 	 	 	 	 	4.03E-02	IRS2	 	
AIHnocirrhosis-vs-healthy	 	GPR119	 	g-protein coupled receptor	 	 	 	 	 	4.03E-02	ABCA1	 	
AIHnocirrhosis-vs-healthy	 	Hrg	 	other	 	 	 	 	 	4.03E-02	ARG1	 	
AIHnocirrhosis-vs-healthy	 	IL22RA2	 	transmembrane receptor	 	 	 	 	 	4.03E-02	SOCS3	 	
AIHnocirrhosis-vs-healthy	 	Irs3	 	other	 	 	 	 	 	4.03E-02	IRS2	 	
AIHnocirrhosis-vs-healthy	 	KLF17	 	transcription regulator	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	KLF8	-0.514	transcription regulator	 	 	 	 	 	4.03E-02	EPSTI1	 	
AIHnocirrhosis-vs-healthy	 	MAGED1	-0.178	transcription regulator	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	MOV10L1	 	enzyme	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	PAXIP1	-0.144	other	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	PEBP4	 	other	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	PLSCR1	0.675	enzyme	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	PPM1B	0.164	phosphatase	 	 	 	 	 	4.03E-02	CEBPD	 	
AIHnocirrhosis-vs-healthy	 	PRKAR2A	0.070	kinase	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	PRSS8	-0.239	peptidase	 	 	 	 	 	4.03E-02	TLR4	 	
AIHnocirrhosis-vs-healthy	 	RAB7B	 	peptidase	 	 	 	 	 	4.03E-02	TLR4	 	
AIHnocirrhosis-vs-healthy	 	RALB	0.685	enzyme	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	RAP1A	0.248	enzyme	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	RASSF3	0.282	other	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	RHEB	0.071	enzyme	 	 	 	 	 	4.03E-02	IRS2	 	
AIHnocirrhosis-vs-healthy	 	RNF17	 	other	 	 	 	 	 	4.03E-02	MPO	 	
AIHnocirrhosis-vs-healthy	 	Rp-8-pCPT-cGMPS	 	other	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	SAMHD1	0.136	enzyme	 	 	 	 	 	4.03E-02	IFI27	 	
AIHnocirrhosis-vs-healthy	 	SMARCD1	-0.113	transcription regulator	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	SULT1E1	 	enzyme	 	 	 	 	 	4.03E-02	TNFAIP6	 	
AIHnocirrhosis-vs-healthy	 	SUPT5H	0.000	transcription regulator	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	Stat1 dimer	 	complex	 	 	 	 	 	4.03E-02	FCGR1A	 	
AIHnocirrhosis-vs-healthy	 	TADA3	0.098	transcription regulator	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	TCF21	 	transcription regulator	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	TFPI	-0.247	other	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	USP11	-0.131	peptidase	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	WAC	0.107	other	 	 	 	 	 	4.03E-02	ALPL	 	
AIHnocirrhosis-vs-healthy	 	WRN	-0.182	enzyme	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	XCT790	 	chemical reagent	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	YWHAB	0.133	other	 	 	 	 	 	4.03E-02	DUSP1	 	
AIHnocirrhosis-vs-healthy	 	alpha-ketoisocaproic acid	 	chemical - endogenous mammalian	 	 	 	 	 	4.03E-02	SLC8A1	 	
AIHnocirrhosis-vs-healthy	 	ambroxol	 	chemical drug	 	 	 	 	 	4.03E-02	MPO	 	
AIHnocirrhosis-vs-healthy	 	belinostat	 	chemical drug	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	chloramphenicol	 	chemical drug	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	dibenzoylmethane	 	chemical toxicant	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	exisulind	 	chemical drug	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	gallium nitrate	 	chemical drug	 	 	 	 	 	4.03E-02	MATK	 	
AIHnocirrhosis-vs-healthy	 	ganciclovir	 	chemical drug	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	glaucocalyxin A	 	chemical - endogenous non-mammalian	 	 	 	 	 	4.03E-02	LCN2	 	
AIHnocirrhosis-vs-healthy	 	itraconazole	 	chemical drug	 	 	 	 	 	4.03E-02	TLR2	 	
AIHnocirrhosis-vs-healthy	 	lestaurtinib	 	chemical drug	 	 	 	 	 	4.03E-02	MPO	 	
AIHnocirrhosis-vs-healthy	 	malondialdehyde	 	chemical toxicant	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	nitrite	 	chemical - endogenous mammalian	 	 	 	 	 	4.03E-02	MPO	 	
AIHnocirrhosis-vs-healthy	 	nomilin	 	chemical - endogenous non-mammalian	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	quinapril	 	chemical drug	 	 	 	 	 	4.03E-02	ADM	 	
AIHnocirrhosis-vs-healthy	 	sparfosic acid	 	chemical drug	 	 	 	 	 	4.03E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	vaccenic acid	 	chemical - endogenous mammalian	 	 	 	 	 	4.03E-02	PLIN5	 	
AIHnocirrhosis-vs-healthy	 	vanillyl-N-nonylamide	 	chemical drug	 	 	 	 	 	4.03E-02	GADD45A	 	
AIHnocirrhosis-vs-healthy	 	ADRA1D	 	g-protein coupled receptor	 	 	 	 	 	4.10E-02	CEBPD,DUSP1	 	
AIHnocirrhosis-vs-healthy	 	herbimycin	 	chemical - kinase inhibitor	 	 	 	 	 	4.10E-02	ARG1,DUSP1	 	
AIHnocirrhosis-vs-healthy	 	MYOD1	 	transcription regulator	 	 	 	 	 	4.15E-02	BCL6,CDKN1A,DUSP1,GADD45A	 	
AIHnocirrhosis-vs-healthy	 	tamoxifen	 	chemical drug	 	0.757	 	0.101	0.538	4.22E-02	ADM,AQP9,CDKN1A,PTPRS,TLR4	 	
AIHnocirrhosis-vs-healthy	 	GPS2	0.485	transcription regulator	 	 	 	 	 	4.26E-02	ABCA1,CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	STK11	-0.002	kinase	 	0.692	bias	-0.377	1.521	4.28E-02	CD274,CDKN1A,DOCK4,GADD45A,PHC2	 	
AIHnocirrhosis-vs-healthy	 	GATA6	 	transcription regulator	 	-1.000	 	-0.019	-0.962	4.35E-02	ARG1,ASPRV1,CD163,CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	bexarotene	 	chemical drug	 	1.114	bias	0.368	0.402	4.35E-02	ABCA1,DUSP1,S100A9,TSC22D3	 	
AIHnocirrhosis-vs-healthy	 	cocaine	 	chemical drug	 	1.982	bias	0.569	 	4.35E-02	DUSP1,GADD45A,IFIT1,IRS2	 	
AIHnocirrhosis-vs-healthy	 	AIP	0.023	transcription regulator	 	 	 	 	 	4.42E-02	C3AR1,DUSP1	 	
AIHnocirrhosis-vs-healthy	 	BAPTA-AM	 	chemical reagent	 	 	 	 	 	4.42E-02	CDKN1A,SOCS3	 	
AIHnocirrhosis-vs-healthy	 	ESRRG	 	ligand-dependent nuclear receptor	 	 	 	 	 	4.42E-02	CDKN1A,KCNE1	 	
AIHnocirrhosis-vs-healthy	 	RGS10	0.194	other	 	 	 	 	 	4.42E-02	BCL6,IL1R2	 	
AIHnocirrhosis-vs-healthy	 	baicalin	 	chemical - endogenous non-mammalian	 	 	 	 	 	4.42E-02	TLR2,TLR4	 	
AIHnocirrhosis-vs-healthy	 	fish oils	 	chemical drug	 	 	 	 	 	4.42E-02	ACSL1,TLR4	 	
AIHnocirrhosis-vs-healthy	 	folic acid	 	chemical - endogenous mammalian	 	 	 	 	 	4.42E-02	CDKN1A,IFI27	 	
AIHnocirrhosis-vs-healthy	 	salicylic acid	 	chemical drug	 	 	 	 	 	4.42E-02	FKBP5,TLR4	 	
AIHnocirrhosis-vs-healthy	 	A23187	 	chemical reagent	 	 	 	 	 	4.43E-02	LCN2,TLR2,TLR4	 	
AIHnocirrhosis-vs-healthy	 	GH1	 	growth factor	 	 	 	 	 	4.43E-02	CEBPD,GADD45A,SOCS3	 	
AIHnocirrhosis-vs-healthy	 	SRC	0.175	kinase	 	 	 	 	 	4.43E-02	CDKN1A,DUSP1,GBP1	 	
AIHnocirrhosis-vs-healthy	 	CDKN1B	0.138	kinase	 	 	 	 	 	4.52E-02	B4GALT5,CDKN1A,S100A9	 	
AIHnocirrhosis-vs-healthy	 	ADRA1A	 	g-protein coupled receptor	 	 	 	 	 	4.58E-02	CEBPD,DUSP1	 	
AIHnocirrhosis-vs-healthy	 	fluocinolone acetonide	 	chemical drug	 	 	 	 	 	4.58E-02	FKBP5,SOCS3	 	
AIHnocirrhosis-vs-healthy	 	nitroprusside	 	chemical drug	 	 	 	 	 	4.58E-02	ADM,TLR2	 	
AIHnocirrhosis-vs-healthy	 	CBX5	-0.200	transcription regulator	 	 	 	 	 	4.62E-02	CD24,CDKN1A,LCN2	 	
AIHnocirrhosis-vs-healthy	 	staurosporine	 	chemical - kinase inhibitor	 	 	 	 	 	4.62E-02	CDKN1A,IFIT2,MPO	 	
AIHnocirrhosis-vs-healthy	 	(6)-gingerol	 	chemical - endogenous non-mammalian	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	2'3'-cyclic guanosine monophosphate-adenosine monophosphate	 	chemical - endogenous mammalian	 	 	 	 	 	4.68E-02	RSAD2	 	
AIHnocirrhosis-vs-healthy	 	20alpha-hydroxycholesterol	 	chemical - endogenous mammalian	 	 	 	 	 	4.68E-02	ABCA1	 	
AIHnocirrhosis-vs-healthy	 	24(S),25-epoxycholesterol	 	chemical - endogenous mammalian	 	 	 	 	 	4.68E-02	ABCA1	 	
AIHnocirrhosis-vs-healthy	 	4-coumaric acid	 	chemical - endogenous mammalian	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	AKIRIN2	0.208	other	 	 	 	 	 	4.68E-02	DUSP1	 	
AIHnocirrhosis-vs-healthy	 	BAG6	0.041	enzyme	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	CASQ2	 	other	 	 	 	 	 	4.68E-02	ASPH	 	
AIHnocirrhosis-vs-healthy	 	CCNA2	0.033	other	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	DDT	 	chemical toxicant	 	 	 	 	 	4.68E-02	LTF	 	
AIHnocirrhosis-vs-healthy	 	DLG1	-0.220	kinase	 	 	 	 	 	4.68E-02	KCNJ2	 	
AIHnocirrhosis-vs-healthy	 	DMTF1	-0.102	transcription regulator	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	EHMT1	-0.067	transcription regulator	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	ERBIN	0.100	other	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	ERRFI1	-0.406	other	 	 	 	 	 	4.68E-02	NAIP	 	
AIHnocirrhosis-vs-healthy	 	FALEC	 	other	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	GLP1R	 	g-protein coupled receptor	 	 	 	 	 	4.68E-02	ABCA1	 	
AIHnocirrhosis-vs-healthy	 	GNMT	0.098	enzyme	 	 	 	 	 	4.68E-02	ABCA1	 	
AIHnocirrhosis-vs-healthy	 	HOXC11	 	transcription regulator	 	 	 	 	 	4.68E-02	CD24	 	
AIHnocirrhosis-vs-healthy	 	HP	1.069	peptidase	 	 	 	 	 	4.68E-02	CD163	 	
AIHnocirrhosis-vs-healthy	 	HSD11B2	0.186	enzyme	 	 	 	 	 	4.68E-02	TSC22D3	 	
AIHnocirrhosis-vs-healthy	 	ISG15	0.830	other	 	 	 	 	 	4.68E-02	IFITM3	 	
AIHnocirrhosis-vs-healthy	 	ITGB1BP1	-0.044	transporter	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	L-proline	 	chemical - endogenous mammalian	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	Muscarinic cholinergic receptor	 	group	 	 	 	 	 	4.68E-02	ALPL	 	
AIHnocirrhosis-vs-healthy	 	P2RY4	 	g-protein coupled receptor	 	 	 	 	 	4.68E-02	MMP8	 	
AIHnocirrhosis-vs-healthy	 	PCM1	-0.092	other	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	PKD2	0.013	ion channel	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	PPM1A	0.196	phosphatase	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	PTGDS	-0.548	enzyme	 	 	 	 	 	4.68E-02	PTGDR	 	
AIHnocirrhosis-vs-healthy	 	PV-267	 	chemical reagent	 	 	 	 	 	4.68E-02	IL1R1	 	
AIHnocirrhosis-vs-healthy	 	QRFP	0.003	other	 	 	 	 	 	4.68E-02	ACSL1	 	
AIHnocirrhosis-vs-healthy	 	RAD9A	-0.154	enzyme	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	RHOC	-0.083	enzyme	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	SLCO1B3	 	transporter	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	SNHG20	 	other	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	SNW1	0.036	transcription regulator	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	STRA6	 	transporter	 	 	 	 	 	4.68E-02	SOCS3	 	
AIHnocirrhosis-vs-healthy	 	Srgn	 	other	 	 	 	 	 	4.68E-02	ELANE	 	
AIHnocirrhosis-vs-healthy	 	TP53INP1	0.293	other	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	dacarbazine	 	chemical drug	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	enzalutamide	 	chemical drug	 	 	 	 	 	4.68E-02	FKBP5	 	
AIHnocirrhosis-vs-healthy	 	eugenol	 	chemical - endogenous non-mammalian	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	glyceraldehyde-BSA	 	chemical reagent	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	lemairamin	 	chemical reagent	 	 	 	 	 	4.68E-02	TLR4	 	
AIHnocirrhosis-vs-healthy	 	leucovorin	 	chemical - endogenous mammalian	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	methylglyoxal-BSA	 	chemical reagent	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	perifosine	 	chemical drug	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	phytoestrogen	 	chemical drug	 	 	 	 	 	4.68E-02	LTF	 	
AIHnocirrhosis-vs-healthy	 	poly(dG-dC)	 	chemical reagent	 	 	 	 	 	4.68E-02	RSAD2	 	
AIHnocirrhosis-vs-healthy	 	teasaponin	 	chemical - endogenous non-mammalian	 	 	 	 	 	4.68E-02	SOCS3	 	
AIHnocirrhosis-vs-healthy	 	tofacitinib	 	chemical drug	 	 	 	 	 	4.68E-02	IFIT3	 	
AIHnocirrhosis-vs-healthy	 	tyrphostin AG825	 	chemical - kinase inhibitor	 	 	 	 	 	4.68E-02	CDKN1A	 	
AIHnocirrhosis-vs-healthy	 	GSK3B	0.211	kinase	 	 	 	 	 	4.72E-02	CDKN1A,IRS2,LCN2	 	
AIHnocirrhosis-vs-healthy	 	FHL2	-0.156	transcription regulator	 	 	 	 	 	4.75E-02	ARG1,MPO	 	
AIHnocirrhosis-vs-healthy	 	inosine	 	chemical - endogenous mammalian	 	 	 	 	 	4.75E-02	IFITM3,SERPING1	 	
AIHnocirrhosis-vs-healthy	 	L-triiodothyronine	 	chemical - endogenous mammalian	 	-0.115	bias	0.252	-0.692	4.80E-02	ABCA1,ACSL1,ADM,CA1,CDKN1A,DUSP1	 	
AIHnocirrhosis-vs-healthy	 	ATG7	0.202	enzyme	 	 	 	 	 	4.92E-02	SOCS3,TLR4	 	
AIHnocirrhosis-vs-healthy	 	Gm-csf	 	group	 	 	 	 	 	4.92E-02	CD163,SOCS3	 	
AIHnocirrhosis-vs-healthy	 	TCF4	-0.197	transcription regulator	 	 	 	 	 	5.00E-02	BCL6,CD24,CDKN1A,HMGB2	 	
AIHnocirrhosis-vs-healthy	 	L-dopa	 	chemical - endogenous mammalian	 	1.890	 	0.093	1.643	1.80E-01	ALPL,DUSP1,ERLIN1,ETS2,FKBP5,GRB10,TMCC2	 	
AIHnocirrhosis-vs-healthy	 	TP53	-0.105	transcription regulator	Activated	2.586	 	0.184	1.943	1.89E-01	ACSL1,ANXA3,CDKN1A,CEBPD,COL6A2,DUSP1,FKBP5,GADD45A,GBP1,HMGB2,KCNJ2,NLRC4,SAT1,SERPING1,TRIM22,TSC22D3	 	

Causal Networks for My Projects->AIH_DESeq2_formanuscript_041119->AIH_012919_~spl_plate+sex+age+fibrosis_groups_DEgenes_ALL - 2019-01-29 09:37 PM->AIHnocirrhosis-vs-healthy
Master Regulator	Molecule Type	Expr Log Ratio	Depth	Predicted Activation State	Notes	Activation z-score	p-value of overlap	Network bias-corrected p-value	Participating regulators	Target molecules in dataset	Causal network	Target-connected regulators	Relationships Between Master Regulators(Increases/Downstream)	Relationships Between Master Regulators(Decreases/Downstream)	Relationships Between Master Regulators(Affects/Downstream)	Relationships Between Master Regulators(Increases/Upstream)	Relationships Between Master Regulators(Decreases/Upstream)	Relationships Between Master Regulators(Affects/Upstream)	Relationships Between Master Regulators(Increases/Both)	Relationships Between Master Regulators(Decreases/Both)	Relationships Between Master Regulators(Affects/Both)	
filgrastim	biologic drug	 	2	Activated	 	3.395	5.06E-36	1.00E-04	CSF3R,filgrastim	ACSL1,ADGRG3,ALPL,ANXA3,CD163,CD177,CLEC4D,CYSTM1,EPSTI1,ERLIN1,ETS2,FCAR,FCER1G,FKBP5,GADD45A,GBP1,IFIT1,IFIT2,IFIT3,IL18R1,IL18RAP,IL1R1,IL1R2,IRAK3,ITPKC,LILRA5,LTF,MGAM,MMP8,MPO,NAIP,NLRC4,OASL,PFKFB2,RSAD2,SAMSN1,SERPING1,SORT1,SULT1B1,TLR4,TLR5,VNN1	42 (2)	2	 	 	 	ACSL1,CSF3R,FABP5,GAPDH,IL10,PROK2,TLR5	CD46,CSF1R,CXCL10,DDX58,ETV7,IGF2BP2,IL5RA,KLRC4-KLRK1/KLRK1,NR4A3,PDE4B,SOCS1,STAT1	 	 	 	 	
filgrastim	biologic drug	 	1	Activated	 	3.795	1.31E-33	1.00E-04	filgrastim	ACSL1,ADGRG3,ALPL,ANXA3,CD163,CD177,CLEC4D,CYSTM1,EPSTI1,ERLIN1,ETS2,FCAR,FCER1G,FKBP5,GADD45A,GBP1,IFIT1,IFIT2,IFIT3,IL18R1,IL18RAP,IL1R1,IL1R2,IRAK3,ITPKC,LILRA5,MGAM,MMP8,NAIP,NLRC4,OASL,PFKFB2,RSAD2,SAMSN1,SERPING1,SORT1,SULT1B1,TLR4,TLR5,VNN1	40 (1)	1	 	 	 	ACSL1,CSF3R,FABP5,GAPDH,IL10,PROK2,TLR5	CD46,CSF1R,CXCL10,DDX58,ETV7,IGF2BP2,IL5RA,KLRC4-KLRK1/KLRK1,NR4A3,PDE4B,SOCS1,STAT1	 	 	 	 	
BTB 09588	chemical reagent	 	2	Activated	 	3.845	1.25E-31	1.00E-04	BTB 09588,dexamethasone,MIF	ACSL1,ADM,ALPL,ANXA3,ARG1,ASPH,BCL6,C3AR1,CD163,CD177,CD274,CDKN1A,CEBPD,CLEC4D,COL6A2,CRISPLD2,CXCL16,CYSTM1,DUSP1,ECHDC3,EPSTI1,ERLIN1,ETS2,FCAR,FCER1G,FGD4,FKBP5,GADD45A,GBP1,IFIT1,IFIT2,IFIT3,IFITM3,IL18R1,IL18RAP,IL1R1,IL1R2,IRAK3,IRS2,ITPKC,LCN2,LILRA5,MGAM,MMP8,NAIP,NFIL3,NLRC4,OASL,OSM,PFKFB2,RSAD2,S100A8,S100A9,SAMSN1,SERPING1,SOCS3,SORT1,SRGN,SULT1B1,TLR2,TLR5,TNFAIP6,TRIM22,TSC22D3,VNN1	65 (3)	2	 	 	 	dexamethasone	MIF	 	 	 	 	
