© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_DESeq2_formanuscript_041119->AIH_012919_~spl_plate+sex+age+fibrosis_groups_DEgenes_ALL - 2019-01-29 09:37 PM->AIHcirrhosis-vs-healthy
Workspace	My Projects
Project	AIH_DESeq2_formanuscript_041119
Analysis	AIHcirrhosis-vs-healthy
Date	Tue Jan 29 21:37:22 PST 2019
Analysis ID	17364206

Experimental Metadata
projectname	AIH
organism	Human
case.tissue	Peripheral blood

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	down regulated -0.6 and up regulated 0.6
Cutoff for Expression qvalue	0.05
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_DESeq2_formanuscript_041119->AIH_012919_~spl_plate+sex+age+fibrosis_groups_DEgenes_ALL - 2019-01-29 09:37 PM->AIHcirrhosis-vs-healthy
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
ASH2L	transcription regulator	0.416	3	Inhibited	 	-4.932	8.34E-13	2.40E-03	ASH2L,FGF10,GATA3,IFNG,IL10,RORA,RUNX3,STAT4	ACE,ADIPOR1,ADM,AIM2,ALDOC,ANXA3,AQP1,AQP9,ARG1,B2M,BATF2,BCL11B,BCL2A1,BCL2L1,BLNK,BLVRB,BSG,BST1,C1QA,C1QB,C1QC,CASP1,CCL28,CCNI,CCRL2,CD28,CDH1,CDKN2D,CEACAM1,CEBPD,CLEC4E,CMPK2,CR1,CR1L,CTSB,CTSD,CTSE,CXCL16,CYP1B1,DAP,DAPK2,DDIAS,DDX60L,DIP2C,DUSP1,E2F2,EGR1,EIF2AK2,ENO2,EOMES,ETS2,EXT1,FAH,FCGR1B,FECH,FPR1,FPR2,FTL,GBP1,GDF15,GGT5,GLUL,GMPR,GPR146,GPRC5B,HES6,HSPG2,ICAM1,IER3,IFI27,IFI6,IFIT1,IFIT1B,IFIT2,IFIT3,IFIT5,IFITM2,IFITM3,IFNGR1,IFNK,IL18R1,IL18RAP,IL1R2,IRS1,JUND,KCNJ1,KLF1,KLRC4-KLRK1/KLRK1,LAMC1,LGALS3,LGALS9B,LILRB4,LMO7,LTB4R,LTBP3,LUC7L,MATK,MBOAT2,MMP9,NAMPT,NCALD,NFKBIA,NOS3,NR1D1,OAS3,ODC1,OPTN,PARP9,PBX4,PCGF5,PCTP,PER1,PFKFB3,PIM1,PLAUR,PLSCR1,PMEL,PRDX2,PRDX6,PYGL,RAB20,RGCC,RSAD2,S100A8,S100A9,SAT1,SELENBP1,SEMA4A,SERPINA1,SERPING1,SHARPIN,SLC14A1,SLC28A2,SLC2A1,SLC2A3,SLC7A5,SLC8A1,SLPI,SMPDL3A,SRPK1,STAT1,TFDP1,THOP1,TLR1,TLR4,TLR5,TLR8,TMEM158,TMEM56,TMOD1,TNFRSF13C,TPM2,TRIM22,TSPAN5,TUBB4B,TXK,UBE2L6,VNN1	158 (8)	8	 	 	 	GATA3	 	 	 	 	 	
MIRLET7	group	 	3	 	 	-1.680	1.33E-12	7.30E-03	Akt,AR,BCL2L1,CEBPA,CHUK,CTNNB1,ERK,FOS,GATA4,GC-GCR dimer,GSK3B,HCK,JAK2,JUN,let-7,Mapk,MAPK3,MET,mir-21,MIRLET7,MMP9,PI3K (complex),PRDM1,RALA,RHOA,SMAD3,SRC,STAT1,STAT3,TP63	ABCC4,ACE,ACSL1,ADIPOR1,ADM,AEBP1,AIM2,AKT1S1,AKT3,ALAS2,ALDH1A2,ALPK1,ALPL,AMER1,ANGPT2,APOBEC3C,ARF1,ARG1,ARL6IP1,ARMCX2,ASPM,ATG9A,ATP8A2,AURKA,B4GALT5,B9D1,BATF2,BCAT1,BCL2L1,BCL6,BNIP3L,C3AR1,CA2,CA4,CASP1,CCR7,CCRL2,CD274,CD59,CD9,CDC34,CDH1,CDK14,CDKN2D,CDON,CEACAM1,CEBPD,CEP112,CHTF18,CKAP4,CMPK2,COL6A1,COL6A3,CREG1,CRISPLD2,CTNNA1,CTSD,CXCL16,CYP1B1,DDIAS,DGAT2,DIAPH3,DNAJC6,DOCK4,DSC2,DTX3,DUSP1,EGR1,EIF2AK2,ELANE,ENO2,EOMES,EPHX1,EPOR,ETS2,F5,FCAR,FCER1G,FOXO4,FURIN,G6PD,GATA1,GATA3,GDF15,GPAT3,HAGH,HAVCR1,HES6,HK1,HP,ICAM1,IFI27,IFI6,IFIT1,IFIT1B,IFIT2,IFIT3,IFITM2,IFITM3,IGF2BP2,IL18R1,IL18RAP,IL1R2,IL2RB,JAM2,KAT2B,KCNJ2,KIF3A,KIF4A,KLRC4-KLRK1/KLRK1,KRT1,KRT10,LEF1,LGALS3,LGALS9B,LRRN1,LYL1,MAOA,MAP7D2,MATK,MBOAT2,MKI67,MMP25,MPO,MS4A4A,MXI1,MYL4,NAMPT,NFE2,NFIL3,NIPSNAP1,NKD1,NLRC4,NMT2,NOS3,NR3C2,ORC6,PA2G4,PCSK1N,PDGFC,PER1,PGD,PIGC,PILRB,PIM1,PIP4K2A,PKD1,PLAUR,PLSCR1,PRAP1,PRDX2,PTGDS,RAB31,RAD23A,RBM38,RCAN1,RGS2,RORC,RP2,RSAD2,RXRA,SAMD9L,SECTM1,SELENBP1,SELL,SERPINA1,SIRPA,SIRPB1,SLA,SLC25A37,SLC28A2,SLC2A1,SLC38A5,SMPDL3A,SNRPN,SNX3,SOCS3,SORT1,SRPK1,STAT1,STK11,SULT2B1,TAL1,TFDP1,TFR2,TGFA,TK1,TLR1,TLR4,TNFSF13B,TNS1,TOP2A,TPM2,TRAF3IP1,TRAF5,TUBB2A,UBE2H,UBE2L6,VEGFB,VRK1,WNT1,WNT16,ZBP1,ZNF512B	204 (30)	29	 	 	 	 	KRAS	 	 	 	 	
OSM	cytokine	0.633	2	Activated	 	5.749	1.42E-12	1.86E-02	AKT1,CCL2,Creb,ERK1/2,FOS,IFNAR1,IL6,IL6ST,JAK,JAK2,JAK3,Jnk,KRAS,LIF,Mapk,MAPK1,MAPK14,MAPK8,MYOD1,NFkB (complex),NFKB1,OSM,OSMR,P38 MAPK,PI3K (complex),RAF1,SHC1,STAT,STAT1,STAT3,STAT5A,STAT5a/b,STAT5B,STAT6,TYK2	AASS,ABCA1,ABCC4,ABCG1,ABCG2,ACE,ACHE,ACKR3,ACP5,ACSL1,ACVR2B,ADGRB1,ADIPOR1,ADM,ALAS2,ALDH1A2,ALOX5AP,ALPK1,AMER1,ANGPT2,ANK1,ANKH,ANXA3,AP2B1,AQP1,AQP9,ARF1,ARG1,ARHGEF12,ARL4A,ARL6IP1,ASAH1,AURKA,B2M,B3GNT5,B4GALT5,BAG1,BATF2,BCL2A1,BNIP3L,C1QC,C3AR1,CA2,CD274,CD36,CD59,CD9,CDA,CDKN2D,CEACAM1,CEBPD,CEL,CIZ1,CLEC4E,COL6A1,COX6B1,CTSB,CTSD,CXCL16,CYP1B1,DCAF11,DGAT2,DIAPH3,DSC2,DTX3,DYSF,E2F2,ELL2,ENO2,ENO3,EPAS1,EPHX1,EPOR,ETS2,FAH,FGD4,FGFR1OP2,FHDC1,FOXO4,FPR2,FRAT1,FTL,FURIN,G0S2,G6PD,GATA1,GBP1,GCA,GDF15,GLUL,GMPR,GNAS,GNS,GP5,GRAMD2B,HAVCR1,HK1,HMGB2,HP,HSPB1,ICAM1,IER3,IFIT5,IFNGR1,IFNK,IGF2BP2,IL1B,IL1R2,IL2RB,INPP5K,IRS1,ITLN1,JAM2,JUND,KAT2B,KCNH2,KLF5,KLRC4-KLRK1/KLRK1,KRT1,LEF1,LRG1,LTBP3,MAFB,MAOA,MAP1LC3B,MAP2K3,MAP3K9,MCF2L,MMP28,MMP9,MPP2,MRC2,MT2A,MXD1,MXI1,MYBL2,NAMPT,NEDD4L,NELL2,NFE2,NFIL3,NIPSNAP1,NMT2,NOS3,NR1D1,NR3C2,NUP188,PDK4,PDZK1IP1,PER1,PFKFB2,PFKFB3,PGF,PHC2,PIM1,PLAUR,PLLP,PLXDC1,PNPLA2,PPFIBP1,PRDX2,PTCH1,PTEN,PTGDS,PTOV1,PYGL,RAB20,RAB31,RAD23A,RCAN1,RCAN3,S100A12,S100A8,S100A9,S1PR2,SAMD9L,SAMSN1,SECTM1,SEMA4A,SERPINA1,SERPING1,SESN3,SFRP2,SIRPA,SLC14A1,SLC22A4,SLC28A2,SLC2A1,SLC2A3,SLC7A5,SLC8A1,SLPI,SMOX,SNX3,SOCS3,SRPK1,SSTR3,STAT1,STEAP4,STOM,SULT2B1,TAL1,TCN1,TESC,TFDP1,TFR2,TFRC,TGFA,TGM2,TK1,TKT,TLR2,TMEM158,TMEM8B,TNFRSF25,TNFSF13B,TNIP1,TOP2A,TRIM22,TSPAN7,TSPOAP1,TSTA3,TUBB2A,TXN,UBE2L6,VEGFB,VNN1,WNT1,ZBP1	229 (35)	35	bee venom,ELANE,EPO,IL3	5-nitro-2-(3-phenylpropylamino)benzoic acid,CISH,dexamethasone	 	ACKR2,ANXA1,CDH2,CSF3,FN1,IFNAR1,IFNGR1,IL13,IL13RA1,IL15RA,IL5,IRF1,IRF7,JAK,JAK3,KRAS,MMP2,NEDD4,PGF,PLAU,SHC1,STAT,STAT1,TNFSF11,TYK2,VCAM1	AHCYL1,BAK1,CCND1,ECM1,EIF4EBP1,FOXN3,PRDM1,RAB4A,SCNN1B,SRPK1,TAL1	 	 	 	 	
GATA3	transcription regulator	-0.600	2	Inhibited	 	-5.028	1.50E-12	3.00E-03	FGF10,GATA3,IFNG,IL10,RORA,RUNX3,STAT4	ACE,ADIPOR1,ADM,AIM2,ALDOC,ANXA3,AQP1,AQP9,ARG1,B2M,BATF2,BCL11B,BCL2A1,BCL2L1,BLNK,BLVRB,BSG,BST1,C1QA,C1QB,C1QC,CASP1,CCL28,CCNI,CCRL2,CD28,CDH1,CDKN2D,CEACAM1,CEBPD,CLEC4E,CMPK2,CR1,CR1L,CTSB,CTSD,CTSE,CXCL16,CYP1B1,DAP,DAPK2,DDIAS,DDX60L,DIP2C,DUSP1,E2F2,EGR1,EIF2AK2,ENO2,EOMES,ETS2,EXT1,FAH,FCGR1B,FECH,FPR1,FPR2,FTL,GBP1,GDF15,GGT5,GLUL,GMPR,GPR146,GPRC5B,HES6,HSPG2,ICAM1,IER3,IFI27,IFI6,IFIT1,IFIT1B,IFIT2,IFIT3,IFIT5,IFITM2,IFITM3,IFNGR1,IFNK,IL18R1,IL18RAP,IL1R2,IRS1,JUND,KCNJ1,KLF1,KLRC4-KLRK1/KLRK1,LAMC1,LGALS3,LGALS9B,LILRB4,LMO7,LTB4R,LTBP3,LUC7L,MATK,MBOAT2,NAMPT,NCALD,NFKBIA,NOS3,NR1D1,OAS3,ODC1,OPTN,PARP9,PBX4,PCGF5,PCTP,PER1,PFKFB3,PIM1,PLAUR,PLSCR1,PMEL,PRDX2,PRDX6,PYGL,RAB20,RGCC,RSAD2,S100A8,S100A9,SAT1,SELENBP1,SEMA4A,SERPINA1,SERPING1,SHARPIN,SLC14A1,SLC28A2,SLC2A1,SLC2A3,SLC7A5,SLC8A1,SLPI,SMPDL3A,SRPK1,STAT1,TFDP1,THOP1,TLR1,TLR4,TLR5,TLR8,TMEM158,TMEM56,TMOD1,TNFRSF13C,TPM2,TRIM22,TSPAN5,TUBB4B,TXK,UBE2L6,VNN1	157 (7)	7	AGN194204,ASH2L,butyric acid,GATA1,IL21,Immunoglobulin,isotretinoin,MEF2C,mir-21,MTOR,MYB,SATB1	dexamethasone,IDO1,IKZF1,Interferon alpha,MAPK1,PGR,RARA,STAT1,TAL1,ZNF503	 	CCND1,IL3,IL5,OPRM1,TH2 Cytokine,TJP2	CDH2,VCAM1	 	 	 	 	
HLX	transcription regulator	0.229	3	Inhibited	 	-5.347	1.66E-12	2.80E-03	DDX58,GATA3,HLX,IFNG,IL12 (complex),RORC,STAT3,STAT4	ABCA1,ACE,ADM,AIM2,ALAS2,ALDOC,ALOX5AP,AMER1,ANGPT2,AQP1,AQP9,B2M,BATF2,BCL11B,BCL2L1,BCL6,BLNK,BLVRB,BNIP3L,BSG,BST1,C1QA,C1QB,C1QC,CCL28,CCNI,CD274,CD28,CD36,CD9,CDKN2D,CDON,CEACAM1,CEBPD,CLEC4E,CTSB,CTSD,CXCL16,CYP1B1,DAP,DAPK2,DDIAS,DDX60L,DTX3,DUSP1,E2F2,EGR1,ENO2,EPOR,ETS2,FAH,FCGR1A,FCGR1B,FECH,FPR2,FTL,FURIN,GATA3,GBP1,GDF15,GGT5,GLUL,GMPR,GPR146,GPRC5B,HAVCR1,HES6,HP,HSPG2,ICAM1,IER3,IFI27,IFI6,IFIT1B,IFIT2,IFIT5,IFITM2,IFITM3,IFNGR1,IFNK,IL18R1,IL18RAP,IL1B,IRS1,JUND,KAT2B,KCNJ1,KLF1,LAMC1,LGALS3,LGALS9B,LTB4R,LTBP3,LUC7L,MATK,MBOAT2,MMP9,MXI1,NAMPT,NCALD,NFKBIA,NOS3,OAS3,ODC1,OPTN,PARP9,PBX4,PCGF5,PCTP,PER1,PFKFB3,PIM1,PLAUR,PLSCR1,PLXNA1,PMEL,PRDX2,PRDX6,PYGL,RAB20,RGCC,S100A8,S100A9,SAT1,SELENBP1,SELL,SEMA4A,SERPINA1,SERPING1,SHARPIN,SLC14A1,SLC28A2,SLC2A1,SLC2A3,SLC7A5,SLC8A1,SMPDL3A,SOCS3,SRPK1,STAT1,TFDP1,TFRC,THOP1,TLR1,TLR2,TLR4,TLR5,TLR8,TMEM158,TMOD1,TNFRSF25,TNFSF13B,TNS1,TRIM22,TSPAN5,TXK,UBE2L6	157 (8)	8	IL21,IL5	 	 	 	AREG,PAPPA,PRDM1,STAT4	 	 	 	 	
norepinephrine	chemical - endogenous mammalian	 	2	Activated	 	3.069	1.66E-12	8.60E-03	ADCY,ADRA2B,ADRB,ADRB1,ADRB2,Akt,alpha-adrenergic receptor,Ap1,ATF2,Creb,CREB1,EGFR,ERK,ERK1/2,GSK3B,IL1A,inositol,Jnk,JUN,L-type Calcium Channel,MAPK1,MAPK14,MAPK3,MAPK8,MAPK9,NFkB (complex),norepinephrine,NR3C1,P38 MAPK,PDPK1,PI3K (complex),Pka,Pkc(s),PLAT,PLC,PRKCD,PRKCE,RAC1,SRC,SRC (family),STAT3,SYN1,SYN2	AASS,ABCA1,ABCC4,ABCG1,ABCG2,ACHE,ACKR3,ACVR2B,ADAMTS4,ADIPOR1,ADM,AKT3,ALAS2,ALDH1A2,ALOX5AP,AMER1,ANGPT2,ANK1,ANKH,APBB1,APOBEC3A,AQP1,ARHGAP32,ARHGAP33,ASAH1,ASIC3,AURKA,B2M,B3GNT5,B4GALT5,BATF2,BCL11B,BNIP3L,C3AR1,CA2,CASP1,CCR7,CCRL2,CD274,CD36,CD59,CD9,CDA,CDK14,CDKN2D,CEBPD,CEMIP,CHKA,CLEC4D,CLEC4E,CMPK2,COL6A1,CTSD,CXCL16,CYP1B1,DGKA,DGKK,DSC2,DTX3,DUSP1,E2F2,EGR1,EIF2AK2,EIF5A,ELL2,ENO3,ENTPD1,EOMES,EPAS1,EPOR,ETS2,FCGR1A,FGD4,FGFR1OP2,FHDC1,FOXO3,FOXO4,FPR2,FRAT1,FURIN,G0S2,G6PD,GALNT14,GDF15,GLUL,GNAS,HAVCR1,HGH1,HK1,HP,HPCAL4,HSPB1,HSPG2,IFI27,IFI6,IFIT1,IFIT1B,IFIT2,IFIT3,IFIT5,IFITM2,IFNGR1,IFNK,IGF2,IL18R1,IL1B,IL1R1,ITPR3,JAM2,JUND,KAT2B,KCNC4,KCNH2,KIF3A,KLF5,KLRC4-KLRK1/KLRK1,KRT1,LGALS3,LMO7,LRP6,LTBP3,MAFB,MAOA,MAP1LC3B,MAP3K9,MCTP1,MKI67,MME,MMP28,MMP9,MRC2,MYBL2,NAV2,NET1,NEURL1B,NEXMIF,NFIL3,NFKBIA,NOG,NR1D1,NR3C2,NRCAM,NUP188,OAS3,ODC1,PA2G4,PADI4,PARP14,PBX1,PCOLCE,PDZK1IP1,PER1,PIM1,PKD1,PLAUR,PLXDC1,PLXNC1,PMEL,PPFIBP1,PPP1R3D,PRDX2,PTCH1,RCAN1,RCAN3,RCL1,RGS2,RORC,S100A12,S100A8,S100A9,SAT1,SECTM1,SELL,SEMA4A,SERINC2,SERPINA1,SESN3,SFRP2,SIAH2,SIRPA,SLC22A4,SLC28A2,SLC2A1,SLC2A3,SLC6A9,SLC7A5,SLC8A1,SLPI,SNRPN,SORT1,SOX6,SSTR3,STOM,SULT2B1,SYN3,TFDP1,TFRC,TGFA,TGM2,THOP1,TLR4,TMEM158,TNIP1,TNS1,TOP2A,TRAF3IP1,TRIM22,TXN,UBE2L6,UBE2S,VNN1,WNT1,WNT16,YPEL3,ZBP1	215 (43)	43	bupropion	 	 	ADRB1,FN1,GRM1,L-type Calcium Channel,MAPK1,MMP2,PDE10A,PRKCD,TH2 Cytokine	IFN Beta,IFNG,IL12B	 	 	 	 	
APBA3	transporter	-0.200	2	Activated	 	5.421	1.87E-12	1.00E-04	APBA3,HIF1A,IRF3,TRAF3	ADM,ALDOC,ALOX5AP,AQP9,AURKA,B2M,B4GALT5,BCL2L1,BNIP3L,CCR7,CCRL2,CD274,CD36,CHKA,CMPK2,D2HGDH,EIF2AK2,ENTPD1,EPAS1,EPOR,FCGR1A,FURIN,GATA1,GBP1,HP,HSPB1,ICAM1,IFI27,IFI6,IFIT1,IFIT1B,IFIT2,IFIT3,IFITM3,IFNK,IGF2,IL2RB,KIFC2,LILRB4,MMP9,NECTIN2,NFKBIA,NOS3,OAS3,PARP14,PFKFB3,PGF,PHLPP2,PLAUR,PLBD1,PTEN,PTMS,PYGL,RAB20,RIOK3,RORC,RSAD2,SAMD9L,SAP30,SLC2A1,SLC2A3,SOCS3,STAT1,TFRC,TGFA,TK1,TLR2,TLR4,TMEM8B,TXN,UBE2L6,ZBP1	72 (4)	4	 	 	 	IFN Beta,IRF3	 	 	 	 	 	
GNAI2	enzyme	0.350	2	 	 	-1.300	2.05E-12	7.00E-04	ADCY,Akt,ERK,ERK1/2,GNAI2,L-type Calcium Channel,MAPK1,PI3K (complex),SMAD2,SMAD3,SRC,STAT3	ABCA1,ABCC4,ACP5,ADIPOR1,ALAS2,ALOX5AP,AMER1,ANGPT2,ANKH,ASAH1,AURKA,B2M,B4GALT5,BCL6,BNIP3L,CA2,CACNA1C,CASP1,CCR7,CCRL2,CD36,CD59,CD9,CDKN2D,CEBPD,CMPK2,COL6A1,COL6A3,CSTA,CTSB,CTSD,CYP1B1,DOCK4,DTX3,EGR1,EIF2AK2,ENO3,ENTPD1,EOMES,FCER1G,FOXO3,FPR2,FURIN,G6PD,GATA3,GDF15,HAVCR1,HERC5,HK1,IER3,IFI27,IFI6,IFIT1,IFIT1B,IFIT2,IFIT3,IFIT5,IFITM2,IGF2,IL18R1,IL1R1,IL2RB,IRS1,JAM2,JUND,KAT2B,KCNH2,KCNJ2,KLF5,KLRC4-KLRK1/KLRK1,LEF1,LGALS3,LGALS9B,MAFB,MBOAT2,MKI67,MMP28,MT2A,MXI1,MYBL2,NET1,NFIL3,NFKBIA,NUP188,OAS3,ODC1,PDK4,PLAUR,PLSCR1,PLXDC1,PRDX2,RARB,RCAN3,RORC,RSAD2,SECTM1,SELL,SERPINA1,SFRP2,SIRPA,SLC28A2,SLC2A1,SLC8A1,SORT1,SSTR3,TFDP1,TGFA,TLR2,TLR4,TMEM158,TNS1,TPM2,TRIM22,TXN,UBE2L6,VNN1	116 (12)	12	butyric acid,IL13	dexamethasone,E. coli serotype 0127B8 lipopolysaccharide,trabectedin	 	CCND1,L-type Calcium Channel,MAPK1	BNIP3,Iga,IgG,IL5,Immunoglobulin,PRKCA	 	 	 	 	
JAK	group	 	2	Activated	 	5.534	2.49E-12	3.20E-03	AKT1,Ap1,ERK,IL6ST,JAK,JAK1,JAK2,JAK3,Jnk,Mek,NFkB (complex),P38 MAPK,PI3K (complex),PRKCD,PTPN11,SHC1,STAT,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5a/b,STAT5B,STAT6,TYK2	ABCC4,ABCG1,ACE,ACKR3,ACSL1,ADIPOR1,ADM,ALAS2,ALDH1A2,ALDOC,ALOX5AP,ALPK1,AMER1,ANGPT2,ANK1,ANKH,APOBEC3A,AQP1,ARHGAP32,ARL6IP1,ASAH1,B2M,B3GNT5,BATF2,BCL2A1,BCL2L1,BNIP3L,BSG,C1QC,CCNI,CD274,CD36,CD9,CDKN2D,CDON,CEACAM1,CEBPD,CEL,CEMIP,CLEC4E,CTSB,CTSD,CXCL16,DAP,DAPK2,DDR1,DGAT2,DIAPH3,DTX3,DUSP1,EIF2AK2,ELANE,ELL2,ENO2,EOMES,EPHX1,ETS2,FGD4,FPR2,FTL,G0S2,G6PD,GBP1,GDF15,GNAS,HAVCR1,HERC5,HES6,HK1,HMGB2,HP,HSPB1,ICAM1,IER3,IFI27,IFI6,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IFNK,IL18RAP,IL1R1,IL2RB,IRS1,ITPR3,JAM2,JUND,KAT2B,KLF5,KLRC4-KLRK1/KLRK1,LTBP3,LUC7L,MAFB,MAP1LC3B,MAP2K3,MATK,MBOAT2,MMP9,MPO,MRC2,MT2A,MXI1,MYL4,NAMPT,NAV2,NFE2,NFIL3,NOG,NOS3,NR1D1,ODC1,PBX4,PCGF5,PCOLCE,PER1,PMEL,PNPLA2,PPP1R3D,PRDX2,PRDX6,PTCH1,PTEN,PYGL,RARB,RCAN1,RGCC,RSAD2,RXRA,S1PR2,SAMD9L,SAMSN1,SAT1,SELENBP1,SELL,SERPINA1,SLC22A4,SLC28A2,SLC2A1,SLC2A3,SLC7A5,SLC8A1,SMPDL3A,SOCS3,SRPK1,STAT1,TFDP1,TFRC,TGFA,TGM2,TLR4,TNFRSF25,TNIP1,TNS1,TOP2A,TP53I11,TSPAN5,TXN,WNT1	160 (26)	26	GP130-LIFR,Ifn,IFN Beta,IFNE,IFNGR,IFNGR1,Il12 receptor,IL21,IL23R,IL5,OSM,OSMR	2-(4-amino-1-isopropyl-1H-pyrazolo[3,4-d]pyrimidin-3-yl)-1H-indol-5-ol,CISH,PIAS3,PIAS4,tofacitinib	 	CDH2,EIF2AK2,IFNA1/IFNA13,PRKCD,SHC1,STAT,STAT1,STAT4	IL12B	 	 	 	 	
STAT4	transcription regulator	-0.413	2	Activated	 	5.221	3.01E-12	3.80E-03	DDX58,GATA3,IFNG,IL12 (complex),RORC,STAT3,STAT4	ABCA1,ACE,ADM,AIM2,ALAS2,ALDOC,ALOX5AP,AMER1,ANGPT2,AQP1,AQP9,B2M,BATF2,BCL11B,BCL2L1,BCL6,BLNK,BLVRB,BNIP3L,BSG,BST1,C1QA,C1QB,C1QC,CCL28,CCNI,CD274,CD28,CD36,CD9,CDKN2D,CDON,CEACAM1,CEBPD,CLEC4E,CTSB,CTSD,CXCL16,DAP,DAPK2,DDIAS,DDX60L,DTX3,DUSP1,E2F2,EGR1,ENO2,EPOR,ETS2,FAH,FCGR1A,FCGR1B,FECH,FPR2,FTL,FURIN,GATA3,GBP1,GDF15,GGT5,GLUL,GMPR,GPR146,GPRC5B,HAVCR1,HES6,HP,HSPG2,ICAM1,IER3,IFI27,IFI6,IFIT1B,IFIT2,IFIT5,IFITM2,IFITM3,IFNGR1,IFNK,IL18R1,IL18RAP,IL1B,IRS1,JUND,KAT2B,KCNJ1,KLF1,LAMC1,LGALS3,LGALS9B,LTB4R,LTBP3,LUC7L,MATK,MBOAT2,MMP9,MXI1,NAMPT,NCALD,NFKBIA,NOS3,OAS3,ODC1,OPTN,PARP9,PBX4,PCGF5,PCTP,PER1,PFKFB3,PIM1,PLAUR,PLSCR1,PMEL,PRDX2,PRDX6,PYGL,RAB20,RGCC,S100A8,S100A9,SAT1,SELENBP1,SELL,SEMA4A,SERPINA1,SERPING1,SHARPIN,SLC14A1,SLC28A2,SLC2A1,SLC2A3,SLC7A5,SLC8A1,SMPDL3A,SOCS3,SRPK1,STAT1,TFDP1,TFRC,THOP1,TLR1,TLR2,TLR4,TLR5,TLR8,TMEM158,TMOD1,TNFRSF25,TNFSF13B,TNS1,TRIM22,TSPAN5,TXK,UBE2L6	155 (7)	7	5-O-mycolyl-beta-araf-(1->2)-5-O-mycolyl-alpha-araf-(1->1')-glycerol,Ifn,IFN alpha/beta,IFN Beta,IFNA1/IFNA13,IFNA10,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNE,IFNGR,IFNK,IFNL1,IFNL3,IFNW1,Il12 receptor,IL12B,IL23R,IL27RA,Interferon alpha,JAK,PLAU,SET,TYK2	chloroquine,dexamethasone,HLX,IL21,JAK3,PDLIM2,PIAS4,PIBF1,prodigiosin,progesterone	 	C3,IRF1,LRP1,PRDM1,SELPLG,SRPK1,STAT1,TPD52	 	 	 	 	 	
NKX2-5	transcription regulator	 	3	 	 	-1.061	3.26E-12	8.00E-04	FOS,GATA1,ITGAM,MYB,NKX2-5,PTK2,RUNX2,SMAD3,SPI1,SRF,STAT1,STAT3,STAT5a/b	ABCA1,ABCB10,ABCC4,ALAS2,ALPK1,AMER1,ANGPT2,ANK1,ARF1,ARG1,B2M,BATF2,BCL2A1,BCL2L1,BLNK,BLVRB,BNIP3L,CA1,CA2,CARNS1,CBY1,CD177,CD274,CD28,CD36,CD59,CD9,CDKN2D,CEACAM1,CEBPD,COL6A3,CSTA,CTSB,CTSE,CXCL16,DMTN,DOCK4,DTX3,DUSP1,E2F2,EGR1,ELANE,EOMES,EPOR,FCGR1A,FECH,FPR2,FURIN,G0S2,GADD45A,GATA1,GATA3,GBP1,GNAS,GPR84,GYPA,GYPB,HAVCR1,HK3,HMBS,HP,IFITM2,IGF2,IL1R1,IL1R2,IRAK3,IRS1,JAM2,JDP2,JUND,KAT2B,KLF1,KLRC4-KLRK1/KLRK1,LEF1,LGALS3,LGALS9B,LYL1,MBOAT2,MKI67,MME,MXI1,MYL4,NAMPT,NET1,NFE2,NFIL3,NIPSNAP1,NOS3,NR3C2,ODC1,PDGFC,PGLYRP1,PIM1,PLAUR,PTGDS,RORC,RXRA,S100A8,S100A9,SAMD9L,SELENBP1,SERPINA1,SLC28A2,SLC2A1,SLC2A3,SLC4A1,SLC8A1,SLPI,SNCA,SNX3,SOCS3,SOX6,SPTA1,SPTB,STAT1,SULT2B1,TAL1,TFDP1,TFR2,TGFA,TK1,TLR2,TLR4,TNFRSF13C,TNS1,TOP2A,TPM2,TRIM22	128 (13)	13	BMPR1A,butyric acid,SPI1,tretinoin	CD 437,HIPK2,ST1926	 	MEF2C	GATA1	 	 	 	 	
